CATALOGID,RA,DEC,GAIA_DR3_SOURCE_ID,SNR_SnowWhite,WD_TYPE,Teff_SnowWhite,E_Teff_SnowWhite,Logg_SnowWhite,E_Logg_SnowWhite,SPEC_FILE,SN_MEDIAN_ALL,MJD,GAIA_BP,GAIA_RP,GAIA_G,PARALLAX
27021597834828397,319.59991455078125,67.87051391601562,2222278922912824704,3.50984525680542,DA,17801.755859375,551.94873046875,7.374729633331299,0.0027644874062389135,spec-101748-59846-27021597834828397.fits  ,2.6026690006256104,59846,19.538164138793945,19.401126861572266,19.547988891601562,1.8465800285339355
4326216000,16.303913116455078,85.35578918457031,573779490120147840,15.676339149475098,DA,17813.91015625,294.15411376953125,8.106910705566406,0.0004411281261127442,spec-015194-59243-4326216000.fits         ,3.2395472526550293,59243,18.230499267578125,18.403499603271484,18.29789924621582,3.9461300373077393
4546314280,121.03242492675781,21.809814453125,671029850488515840,13.292489051818848,DA,6697.39453125,56.627349853515625,7.616724967956543,0.0008874867344275117,spec-015051-59204-4546314280.fits         ,9.331862449645996,59204,19.826799392700195,19.17799949645996,19.939599990844727,4.894908905029297
27021598146874635,206.47134399414062,-1.7620600461959839,3658556359386995328,9.797779083251953,DA,8522.50390625,10.557337760925293,7.295165538787842,0.0017627938650548458,spec-103296-59647-27021598146874635.fits  ,7.058509349822998,59647,19.51219940185547,19.06879997253418,19.4862003326416,5.190390110015869
27021597810262098,350.9606628417969,54.799293518066406,1996101684497677696,34.01198959350586,DA,12811.326171875,438.77783203125,7.681143283843994,0.0018543796613812447,spec-100594-59884-27021597810262098.fits  ,1.1785327196121216,59884,19.8316593170166,20.04076385498047,19.964374542236328,2.480839967727661
27021597970777399,62.628944396972656,-1.8114591836929321,3252677586229076992,56.16309356689453,DA,16627.458984375,12.521995544433594,8.344622611999512,0.0002051575283985585,spec-103608-59905-27021597970777399.fits  ,15.312663078308105,59905,18.326568603515625,18.4033203125,18.399831771850586,4.2383198738098145
27021598721753901,305.02703857421875,-6.0154266357421875,4217245361653286528,32.80950164794922,DA,11356.2861328125,59.70992660522461,8.005403518676758,0.0006234787870198488,spec-101027-59839-27021598721753901.fits  ,8.609683990478516,59839,18.709300994873047,18.621137619018555,18.67613410949707,4.605879783630371
4347273869,253.25146484375,72.15093231201172,1653541999275538048,8.188321113586426,DA,13104.548828125,104.38346099853516,8.043556213378906,0.0015279449289664626,spec-015369-59335-4347273869.fits         ,6.085220813751221,59335,19.413700103759766,19.470600128173828,19.495899200439453,3.0394785404205322
27021597933232281,9.497586250305176,-1.1195988655090332,2542485193143859456,7.384031295776367,DA,7614.79736328125,107.23731231689453,8.085553169250488,0.0008978497353382409,spec-104618-59912-27021597933232281.fits  ,3.1089658737182617,59912,19.485136032104492,19.03415298461914,19.425716400146484,5.380770206451416
4591645001,207.10577392578125,-4.709437847137451,3632954402933841664,75.67345428466797,DA,43338.36328125,45.696285247802734,6.5,0.0,spec-015200-59246-4591645001.fits         ,21.781953811645508,59246,18.17799949645996,17.52090072631836,18.072500228881836,13.454756736755371
27021598725474260,314.2300720214844,-6.14595365524292,6910523764184594816,1086.711181640625,DA,16602.7890625,107.24176788330078,8.989999771118164,4.268118573236279e-05,spec-104220-59878-27021598725474260.fits  ,3.921386957168579,59878,19.381099700927734,19.633838653564453,19.470521926879883,1.9222500324249268
