cntr_01,dist_x,pang_x,catalogid,ra,dec,gaia_dr3_source_id,snr_snowwhite,wd_type,teff_snowwhite,e_teff_snowwhite,logg_snowwhite,e_logg_snowwhite,spec_file,sn_median_all,mjd,designation,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,cc_flags,ext_flg,var_flg,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
11658,0.101282,-36.610802,2.7021597974E+016,69.772796631,-0.39044207335,3.2303568473E+018,null,DA,null,null,null,null,spec-103629-59939-27021597973840522.fits,5.3022837639,59939,J043905.46-002325.5,69.7727799,-0.3904195,0.1552,0.1619,-0.0308,14.905,0.034,32.4,0.8098,14.563,0.058,18.6,0.9395,13.034,null,-0.5,1.022,8.909,null,1.6,0.9382,1,0,0,0,0,0,0,0,11nn,22,26,26,20,26,0,24,0,24,null,null,null,null,null,null,null
11659,0.101282,-36.610802,2.7021597974E+016,69.772796631,-0.39044207335,3.2303568473E+018,null,DA,null,null,null,null,spec-103629-59941-27021597973840522.fits,1.1146042347,59941,J043905.46-002325.5,69.7727799,-0.3904195,0.1552,0.1619,-0.0308,14.905,0.034,32.4,0.8098,14.563,0.058,18.6,0.9395,13.034,null,-0.5,1.022,8.909,null,1.6,0.9382,1,0,0,0,0,0,0,0,11nn,22,26,26,20,26,0,24,0,24,null,null,null,null,null,null,null
11686,0.131989,-14.929613,2.7021597889E+016,79.605964661,67.897285461,4.8447592306E+017,44.219272614,DA,16849.804688,83.486625671,7.9930205345,0.000019119670469,spec-103711-59886-27021597889010574.fits,27.261354446,59886,J051825.42+675350.3,79.6059396,67.8973209,0.2812,0.3016,-0.0749,15.795,0.053,20.5,1.048,15.532,0.128,8.5,0.8647,12.897,null,0.3,0.8433,9.291,null,-1.4,0.9584,1,0,0,0,0,0.001,0,0,0nnn,0,17,17,2,17,0,17,0,17,1210863483,16.486,0.13,16.202,null,16.314,null
11758,0.575574,71.481705,4587775073,199.7832489,-14.626441002,3.6079405478E+018,28.461912155,DA,21828.28125,172.86613464,7.6876125336,0.000086961124907,spec-015199-59247-4587775073.fits,10.683158875,59247,J131908.01-143735.0,199.7834056,-14.6263902,0.3794,0.4112,0.0533,16.264,0.068,16,0.9424,16.217,0.212,5.1,0.9775,12.725,null,0.6,0.9204,9.387,null,-1.7,1.085,1,0,0,0,0,0.003,0,0,0nnn,0,17,22,1,22,1,22,0,22,null,null,null,null,null,null,null
11759,0.575574,71.481705,4587775073,199.7832489,-14.626441002,3.6079405478E+018,28.461912155,DA,21828.28125,172.86613464,7.6876125336,0.000086961124907,spec-015199-59250-4587775073.fits,9.2266950607,59250,J131908.01-143735.0,199.7834056,-14.6263902,0.3794,0.4112,0.0533,16.264,0.068,16,0.9424,16.217,0.212,5.1,0.9775,12.725,null,0.6,0.9204,9.387,null,-1.7,1.085,1,0,0,0,0,0.003,0,0,0nnn,0,17,22,1,22,1,22,0,22,null,null,null,null,null,null,null
11760,0.575574,71.481705,4587775073,199.7832489,-14.626441002,3.6079405478E+018,28.461912155,DA,21828.28125,172.86613464,7.6876125336,0.000086961124907,spec-015199-59279-4587775073.fits,7.4586825371,59279,J131908.01-143735.0,199.7834056,-14.6263902,0.3794,0.4112,0.0533,16.264,0.068,16,0.9424,16.217,0.212,5.1,0.9775,12.725,null,0.6,0.9204,9.387,null,-1.7,1.085,1,0,0,0,0,0.003,0,0,0nnn,0,17,22,1,22,1,22,0,22,null,null,null,null,null,null,null
11761,0.575574,71.481705,4587775073,199.7832489,-14.626441002,3.6079405478E+018,28.461912155,DA,21828.28125,172.86613464,7.6876125336,0.000086961124907,spec-015199-59355-4587775073.fits,6.9748792648,59355,J131908.01-143735.0,199.7834056,-14.6263902,0.3794,0.4112,0.0533,16.264,0.068,16,0.9424,16.217,0.212,5.1,0.9775,12.725,null,0.6,0.9204,9.387,null,-1.7,1.085,1,0,0,0,0,0.003,0,0,0nnn,0,17,22,1,22,1,22,0,22,null,null,null,null,null,null,null
11762,0.575574,71.481705,4587775073,199.7832489,-14.626441002,3.6079405478E+018,28.461912155,DA,21828.28125,172.86613464,7.6876125336,0.000086961124907,spec-015199-59362-4587775073.fits,6.9799008369,59362,J131908.01-143735.0,199.7834056,-14.6263902,0.3794,0.4112,0.0533,16.264,0.068,16,0.9424,16.217,0.212,5.1,0.9775,12.725,null,0.6,0.9204,9.387,null,-1.7,1.085,1,0,0,0,0,0.003,0,0,0nnn,0,17,22,1,22,1,22,0,22,null,null,null,null,null,null,null
11763,0.575574,71.481705,4587775073,199.7832489,-14.626441002,3.6079405478E+018,28.461912155,DA,21828.28125,172.86613464,7.6876125336,0.000086961124907,spec-015199-59382-4587775073.fits,4.8336062431,59382,J131908.01-143735.0,199.7834056,-14.6263902,0.3794,0.4112,0.0533,16.264,0.068,16,0.9424,16.217,0.212,5.1,0.9775,12.725,null,0.6,0.9204,9.387,null,-1.7,1.085,1,0,0,0,0,0.003,0,0,0nnn,0,17,22,1,22,1,22,0,22,null,null,null,null,null,null,null
11794,0.945293,33.307871,2.7021597906E+016,253.61985779,63.655479431,1.6316694531E+018,30.144313812,DA,16342.463867,93.556129456,7.8486299515,0.00011228568474,spec-101160-59717-27021597906391289.fits,20.398767471,59717,J165428.84+633920.5,253.6201827,63.6556989,0.2672,0.2689,0.069,16.28,0.047,23.2,0.7986,17.214,0.269,4,0.9428,13.751,null,-0.2,0.9645,9.733,null,0.5,0.9742,1,0,0,0,0,0,0,0,1nnn,0,30,63,0,63,0,60,0,60,1015078913,16.167,0.103,15.688,0.146,15.565,0.179
11820,0.941133,127.610373,2.7021597906E+016,265.60284424,66.785926819,1.6335046755E+018,61.928146362,DA,10273.014648,14.082489967,8.2690515518,0.00013111326552,spec-017391-59632-27021597905955670.fits,11.244270325,59632,J174224.80+664708.7,265.6033696,66.7857673,0.2734,0.2557,0.026,16.881,0.048,22.7,0.8966,16.835,0.128,8.5,0.9637,14.198,null,-3.7,0.9513,10.463,null,-1.4,0.9806,1,0,0,0,0,0.001,0,0,1nnn,0,13,155,4,156,0,147,0,147,687891787,16.632,0.15,17.101,null,15.65,null
11821,0.941133,127.610373,2.7021597906E+016,265.60284424,66.785926819,1.6335046755E+018,61.928146362,DA,10273.014648,14.082489967,8.2690515518,0.00013111326552,spec-101191-59680-27021597905955670.fits,20.894767761,59680,J174224.80+664708.7,265.6033696,66.7857673,0.2734,0.2557,0.026,16.881,0.048,22.7,0.8966,16.835,0.128,8.5,0.9637,14.198,null,-3.7,0.9513,10.463,null,-1.4,0.9806,1,0,0,0,0,0.001,0,0,1nnn,0,13,155,4,156,0,147,0,147,687891787,16.632,0.15,17.101,null,15.65,null
11822,0.941133,127.610373,2.7021597906E+016,265.60284424,66.785926819,1.6335046755E+018,61.928146362,DA,10273.014648,14.082489967,8.2690515518,0.00013111326552,spec-101191-59681-27021597905955670.fits,16.104663849,59681,J174224.80+664708.7,265.6033696,66.7857673,0.2734,0.2557,0.026,16.881,0.048,22.7,0.8966,16.835,0.128,8.5,0.9637,14.198,null,-3.7,0.9513,10.463,null,-1.4,0.9806,1,0,0,0,0,0.001,0,0,1nnn,0,13,155,4,156,0,147,0,147,687891787,16.632,0.15,17.101,null,15.65,null
11823,0.941133,127.610373,2.7021597906E+016,265.60284424,66.785926819,1.6335046755E+018,61.928146362,DA,10273.014648,14.082489967,8.2690515518,0.00013111326552,spec-101191-59714-27021597905955670.fits,19.722398758,59714,J174224.80+664708.7,265.6033696,66.7857673,0.2734,0.2557,0.026,16.881,0.048,22.7,0.8966,16.835,0.128,8.5,0.9637,14.198,null,-3.7,0.9513,10.463,null,-1.4,0.9806,1,0,0,0,0,0.001,0,0,1nnn,0,13,155,4,156,0,147,0,147,687891787,16.632,0.15,17.101,null,15.65,null
11824,0.941133,127.610373,2.7021597906E+016,265.60284424,66.785926819,1.6335046755E+018,61.928146362,DA,10273.014648,14.082489967,8.2690515518,0.00013111326552,spec-101191-59744-27021597905955670.fits,12.266546249,59744,J174224.80+664708.7,265.6033696,66.7857673,0.2734,0.2557,0.026,16.881,0.048,22.7,0.8966,16.835,0.128,8.5,0.9637,14.198,null,-3.7,0.9513,10.463,null,-1.4,0.9806,1,0,0,0,0,0.001,0,0,1nnn,0,13,155,4,156,0,147,0,147,687891787,16.632,0.15,17.101,null,15.65,null
11859,0.247165,-25.089567,4554788804,126.50239563,28.396114349,7.0719866344E+017,52.087623596,DA,13632.118164,82.039665222,7.9647846222,0.000053113577451,spec-015058-59195-4554788804.fits,38.48002243,59195,J082600.56+282346.2,126.5023625,28.3961765,0.793,0.8898,0.0814,16.895,0.139,7.8,1.082,16.658,null,0.7,0.9106,12.14,null,1.6,1.008,8.606,null,1.4,1.212,1,0,0,0,0,0,hH00,0,nnnn,1111,3,14,0,14,0,14,0,14,null,null,null,null,null,null,null
11876,0.81968,34.7844,2.7021597914E+016,152.40049744,63.976669312,1.0532114379E+018,51.043773651,DA,19849.222656,80.952934265,7.9031510353,0.000071198846854,spec-102957-59701-27021597914010049.fits,31.256095886,59701,J100936.19+635836.6,152.4007935,63.9768563,0.1355,0.1407,-0.0168,14.315,0.029,37.2,1.098,14.331,0.051,21.5,1.034,12.9,0.5,2.2,0.9694,9.233,null,0.3,1.03,1,0,0,0,0,0,hhH0,0,11nn,0,16,16,16,16,0,16,1,16,1052349473,14.232,0.029,14.33,0.05,14.356,0.052
11950,0.288234,32.462746,4401953037,44.726459503,0.51127290726,74698071455000,24.716953278,DA,88999.59375,0.24374145269,6.8741278648,0.0013391869143,spec-015049-59193-4401953037.fits,17.848241806,59193,J025854.36+003040.8,44.7265025,0.5113405,1.1082,1.186,-0.357,17.528,0.182,6,0.8557,16.996,null,0.7,1.006,13.053,null,-0.2,0.9481,9.456,null,-0.9,0.9678,1,0,0,0,0,0,0,0,nnnn,111,2,24,0,24,0,23,0,23,null,null,null,null,null,null,null
12026,0.965282,-72.359622,2.7021597935E+016,322.23358154,3.6582927704,2.6980330688E+018,590.9375,DA,49056.921875,943.05334473,7.5930523872,0.00083176098997,spec-101056-59874-27021597935285304.fits,14.243555069,59874,J212855.99+033930.1,322.2333255,3.658374,0.218,0.2212,-0.0568,15.063,0.041,26.6,0.926,15.13,0.118,9.2,0.9722,12.649,null,0.1,1.102,9.063,null,-0.4,0.9001,1,0,0,0,0,0.002,0,0,1nnn,0,12,12,3,12,0,11,0,11,1047678780,15.88,0.077,15.423,0.11,15.172,0.142
12033,0.687508,46.356747,2.7021597919E+016,140.71687317,52.745693207,1.0198743141E+018,29.641199112,DA,13537.212891,6.1243991852,7.8816380501,0.00026022925158,spec-102901-59977-27021597918976348.fits,20.529441833,59977,J092252.10+524444.9,140.7171015,52.745825,0.7427,0.7981,0.1501,16.865,0.125,8.7,0.8985,16.565,null,1.2,0.9511,12.245,null,1.7,1.112,9.016,null,0.4,0.9572,1,0,0,0,0,0,0,0,nnnn,11,1,15,0,15,1,15,0,15,783896284,16.505,0.124,15.935,null,15.425,null
12084,0.620924,-107.727974,2.7021598867E+016,299.82629395,5.8061876297,4.248940163E+018,161.79779053,DA,35269.664062,86.548126221,7.7870607376,0.00018901040312,spec-100973-60095-27021598866632252.fits,11.955495834,60095,J195918.27+054822.0,299.8261288,5.8061351,0.4189,0.4611,-0.1076,15.83,0.076,14.3,1.835,16.02,0.237,4.6,0.8881,12.613,null,-1.1,0.7795,9.05,null,0.1,0.9918,1,0,0,0,0,0,0,0,0nnn,0,9,14,0,14,0,12,0,12,628399853,16.067,0.102,16.301,null,15.74,null
12085,0.620924,-107.727974,2.7021598867E+016,299.82629395,5.8061876297,4.248940163E+018,161.79779053,DA,35269.664062,86.548126221,7.7870607376,0.00018901040312,spec-100973-60118-27021598866632252.fits,26.588762283,60118,J195918.27+054822.0,299.8261288,5.8061351,0.4189,0.4611,-0.1076,15.83,0.076,14.3,1.835,16.02,0.237,4.6,0.8881,12.613,null,-1.1,0.7795,9.05,null,0.1,0.9918,1,0,0,0,0,0,0,0,0nnn,0,9,14,0,14,0,12,0,12,628399853,16.067,0.102,16.301,null,15.74,null
12086,0.620924,-107.727974,2.7021598867E+016,299.82629395,5.8061876297,4.248940163E+018,161.79779053,DA,35269.664062,86.548126221,7.7870607376,0.00018901040312,spec-100982-59794-27021598866632252.fits,37.041442871,59794,J195918.27+054822.0,299.8261288,5.8061351,0.4189,0.4611,-0.1076,15.83,0.076,14.3,1.835,16.02,0.237,4.6,0.8881,12.613,null,-1.1,0.7795,9.05,null,0.1,0.9918,1,0,0,0,0,0,0,0,0nnn,0,9,14,0,14,0,12,0,12,628399853,16.067,0.102,16.301,null,15.74,null
12151,0.320953,-76.858868,4553889616,115.47648621,38.147190094,8.9619021245E+017,140.11123657,DA,20437.328125,27.900476456,7.1790652275,0.00001276351486,spec-015017-59147-4553889616.fits,4.6634230614,59147,J074154.33+380849.9,115.4763758,38.1472104,0.2574,0.2825,-0.0134,15.441,0.05,21.9,1.074,15.586,0.152,7.1,1.06,12.739,null,0.1,1.101,9.048,null,-1.2,0.8874,1,0,0,0,0,0,0,0,0nnn,0,13,13,2,13,0,13,0,13,214590814,16.401,0.114,15.732,0.137,15.319,0.145
12152,0.320953,-76.858868,4553889616,115.47648621,38.147190094,8.9619021245E+017,140.11123657,DA,20437.328125,27.900476456,7.1790652275,0.00001276351486,spec-015017-59163-4553889616.fits,37.510719299,59163,J074154.33+380849.9,115.4763758,38.1472104,0.2574,0.2825,-0.0134,15.441,0.05,21.9,1.074,15.586,0.152,7.1,1.06,12.739,null,0.1,1.101,9.048,null,-1.2,0.8874,1,0,0,0,0,0,0,0,0nnn,0,13,13,2,13,0,13,0,13,214590814,16.401,0.114,15.732,0.137,15.319,0.145
12153,0.320953,-76.858868,4553889616,115.47648621,38.147190094,8.9619021245E+017,140.11123657,DA,20437.328125,27.900476456,7.1790652275,0.00001276351486,spec-015017-59195-4553889616.fits,32.655948639,59195,J074154.33+380849.9,115.4763758,38.1472104,0.2574,0.2825,-0.0134,15.441,0.05,21.9,1.074,15.586,0.152,7.1,1.06,12.739,null,0.1,1.101,9.048,null,-1.2,0.8874,1,0,0,0,0,0,0,0,0nnn,0,13,13,2,13,0,13,0,13,214590814,16.401,0.114,15.732,0.137,15.319,0.145
12154,0.320953,-76.858868,4553889616,115.47648621,38.147190094,8.9619021245E+017,140.11123657,DA,20437.328125,27.900476456,7.1790652275,0.00001276351486,spec-015017-59220-4553889616.fits,29.265436172,59220,J074154.33+380849.9,115.4763758,38.1472104,0.2574,0.2825,-0.0134,15.441,0.05,21.9,1.074,15.586,0.152,7.1,1.06,12.739,null,0.1,1.101,9.048,null,-1.2,0.8874,1,0,0,0,0,0,0,0,0nnn,0,13,13,2,13,0,13,0,13,214590814,16.401,0.114,15.732,0.137,15.319,0.145
12155,0.320953,-76.858868,4553889616,115.47648621,38.147190094,8.9619021245E+017,140.11123657,DA,20437.328125,27.900476456,7.1790652275,0.00001276351486,spec-015017-59250-4553889616.fits,32.047084808,59250,J074154.33+380849.9,115.4763758,38.1472104,0.2574,0.2825,-0.0134,15.441,0.05,21.9,1.074,15.586,0.152,7.1,1.06,12.739,null,0.1,1.101,9.048,null,-1.2,0.8874,1,0,0,0,0,0,0,0,0nnn,0,13,13,2,13,0,13,0,13,214590814,16.401,0.114,15.732,0.137,15.319,0.145
12156,0.320953,-76.858868,4553889616,115.47648621,38.147190094,8.9619021245E+017,140.11123657,DA,20437.328125,27.900476456,7.1790652275,0.00001276351486,spec-015017-59278-4553889616.fits,30.792907715,59278,J074154.33+380849.9,115.4763758,38.1472104,0.2574,0.2825,-0.0134,15.441,0.05,21.9,1.074,15.586,0.152,7.1,1.06,12.739,null,0.1,1.101,9.048,null,-1.2,0.8874,1,0,0,0,0,0,0,0,0nnn,0,13,13,2,13,0,13,0,13,214590814,16.401,0.114,15.732,0.137,15.319,0.145
12157,0.320953,-76.858868,4553889616,115.47648621,38.147190094,8.9619021245E+017,140.11123657,DA,20437.328125,27.900476456,7.1790652275,0.00001276351486,spec-015127-59190-4553889616.fits,27.262958527,59190,J074154.33+380849.9,115.4763758,38.1472104,0.2574,0.2825,-0.0134,15.441,0.05,21.9,1.074,15.586,0.152,7.1,1.06,12.739,null,0.1,1.101,9.048,null,-1.2,0.8874,1,0,0,0,0,0,0,0,0nnn,0,13,13,2,13,0,13,0,13,214590814,16.401,0.114,15.732,0.137,15.319,0.145
12158,0.320953,-76.858868,4553889616,115.47648621,38.147190094,8.9619021245E+017,140.11123657,DA,20437.328125,27.900476456,7.1790652275,0.00001276351486,spec-015127-59219-4553889616.fits,29.036161423,59219,J074154.33+380849.9,115.4763758,38.1472104,0.2574,0.2825,-0.0134,15.441,0.05,21.9,1.074,15.586,0.152,7.1,1.06,12.739,null,0.1,1.101,9.048,null,-1.2,0.8874,1,0,0,0,0,0,0,0,0nnn,0,13,13,2,13,0,13,0,13,214590814,16.401,0.114,15.732,0.137,15.319,0.145
12159,0.320953,-76.858868,4553889616,115.47648621,38.147190094,8.9619021245E+017,140.11123657,DA,20437.328125,27.900476456,7.1790652275,0.00001276351486,spec-015190-59248-4553889616.fits,34.186157227,59248,J074154.33+380849.9,115.4763758,38.1472104,0.2574,0.2825,-0.0134,15.441,0.05,21.9,1.074,15.586,0.152,7.1,1.06,12.739,null,0.1,1.101,9.048,null,-1.2,0.8874,1,0,0,0,0,0,0,0,0nnn,0,13,13,2,13,0,13,0,13,214590814,16.401,0.114,15.732,0.137,15.319,0.145
12160,0.320953,-76.858868,4553889616,115.47648621,38.147190094,8.9619021245E+017,140.11123657,DA,20437.328125,27.900476456,7.1790652275,0.00001276351486,spec-015190-59267-4553889616.fits,26.660305023,59267,J074154.33+380849.9,115.4763758,38.1472104,0.2574,0.2825,-0.0134,15.441,0.05,21.9,1.074,15.586,0.152,7.1,1.06,12.739,null,0.1,1.101,9.048,null,-1.2,0.8874,1,0,0,0,0,0,0,0,0nnn,0,13,13,2,13,0,13,0,13,214590814,16.401,0.114,15.732,0.137,15.319,0.145
12161,0.320953,-76.858868,4553889616,115.47648621,38.147190094,8.9619021245E+017,140.11123657,DA,20437.328125,27.900476456,7.1790652275,0.00001276351486,spec-015190-59273-4553889616.fits,22.489400864,59273,J074154.33+380849.9,115.4763758,38.1472104,0.2574,0.2825,-0.0134,15.441,0.05,21.9,1.074,15.586,0.152,7.1,1.06,12.739,null,0.1,1.101,9.048,null,-1.2,0.8874,1,0,0,0,0,0,0,0,0nnn,0,13,13,2,13,0,13,0,13,214590814,16.401,0.114,15.732,0.137,15.319,0.145
12328,0.956142,65.743438,2.702159815E+016,141.29777527,5.1587042809,3.8521183076E+018,38.893383026,DA,11050.583008,41.247341156,8.3120918274,0.000019924373191,spec-101303-59958-27021598149882667.fits,26.383985519,59958,J092511.52+050931.7,141.2980184,5.1588134,0.3164,0.3453,-0.0213,15.575,0.059,18.4,0.9126,15.636,0.181,6,0.8917,12.221,null,1,0.8288,8.982,null,-0.1,1.167,1,0,0,0,0,0,0,0,1nnn,0,11,11,2,11,0,11,0,11,817085916,15.287,0.048,15.123,0.085,15.465,0.231
12333,0.848485,107.648752,4401953415,44.28742981,0.77434629202,288175125710000,56.082881927,DA,12593.832031,41.56048584,7.9458794594,0.000024422053684,spec-015049-59193-4401953415.fits,41.471675873,59193,J025709.03+004627.3,44.2876544,0.7742748,0.852,0.9199,-0.2943,17.362,0.151,7.2,0.8975,17.185,null,0.1,0.9324,12.988,null,-3.9,0.9575,9.316,null,0.1,0.9379,1,0,0,0,0,0,0,0,nnnn,1233,0,26,0,26,0,24,0,26,null,null,null,null,null,null,null
12547,0.360971,128.974083,2.7021597926E+016,317.89370728,-1.6143349409,2.688758482E+018,7.7830257416,DA,18996.646484,3.4848842621,8,0.00068405439379,spec-101079-59764-27021597926273261.fits,5.0573067665,59764,J211134.50-013651.8,317.8937853,-1.614398,0.2793,0.3066,-0.0866,16.533,0.1,10.9,1.018,16.537,0.33,3.3,0.8363,12.797,null,-2,1.053,9.245,null,-0.2,0.9864,1,0,0,0,0,0,0,0,0nnn,0,5,17,1,17,0,15,0,15,null,null,null,null,null,null,null
12552,0.15462,-107.583417,4601006906,217.74952698,10.028599739,1.176497787E+018,113.55822754,DA,24407.267578,6.5448451042,7.8773627281,0.000066227745265,spec-015202-59250-4601006906.fits,47.026298523,59250,J143059.87+100142.9,217.7494854,10.0285868,1.1285,1.2409,0.2998,17.71,0.195,5.6,0.8992,16.859,null,1,0.9206,13.205,null,-1,0.9868,9.112,null,0.9,1.061,1,0,0,0,0,0,0,0,nnnn,22,0,29,0,29,0,28,1,28,null,null,null,null,null,null,null
12553,0.15462,-107.583417,4601006906,217.74952698,10.028599739,1.176497787E+018,113.55822754,DA,24407.267578,6.5448451042,7.8773627281,0.000066227745265,spec-015202-59276-4601006906.fits,45.428478241,59276,J143059.87+100142.9,217.7494854,10.0285868,1.1285,1.2409,0.2998,17.71,0.195,5.6,0.8992,16.859,null,1,0.9206,13.205,null,-1,0.9868,9.112,null,0.9,1.061,1,0,0,0,0,0,0,0,nnnn,22,0,29,0,29,0,28,1,28,null,null,null,null,null,null,null
12554,0.15462,-107.583417,4601006906,217.74952698,10.028599739,1.176497787E+018,113.55822754,DA,24407.267578,6.5448451042,7.8773627281,0.000066227745265,spec-015202-59309-4601006906.fits,36.012325287,59309,J143059.87+100142.9,217.7494854,10.0285868,1.1285,1.2409,0.2998,17.71,0.195,5.6,0.8992,16.859,null,1,0.9206,13.205,null,-1,0.9868,9.112,null,0.9,1.061,1,0,0,0,0,0,0,0,nnnn,22,0,29,0,29,0,28,1,28,null,null,null,null,null,null,null
12555,0.15462,-107.583417,4601006906,217.74952698,10.028599739,1.176497787E+018,113.55822754,DA,24407.267578,6.5448451042,7.8773627281,0.000066227745265,spec-015202-59324-4601006906.fits,32.014755249,59324,J143059.87+100142.9,217.7494854,10.0285868,1.1285,1.2409,0.2998,17.71,0.195,5.6,0.8992,16.859,null,1,0.9206,13.205,null,-1,0.9868,9.112,null,0.9,1.061,1,0,0,0,0,0,0,0,nnnn,22,0,29,0,29,0,28,1,28,null,null,null,null,null,null,null
12590,0.448812,-15.688918,4545211954,132.78041077,3.5127663612,5.8118504883E+017,60.272186279,DA,22681.404297,34.958782196,7.4102048874,0.000098632503068,spec-015258-59291-4545211954.fits,31.600473404,59291,J085107.29+033046.3,132.780377,3.5128864,0.2303,0.2537,-0.009,16.082,0.084,12.9,1.036,15.868,0.219,5,0.8144,12.103,null,1.3,0.8278,9.083,null,-0.8,0.9816,1,0,0,0,0,0,0,0,2nnn,0,7,11,1,11,0,10,0,10,null,null,null,null,null,null,null
12591,0.448812,-15.688918,4545211954,132.78041077,3.5127663612,5.8118504883E+017,60.272186279,DA,22681.404297,34.958782196,7.4102048874,0.000098632503068,spec-015259-59292-4545211954.fits,27.076099396,59292,J085107.29+033046.3,132.780377,3.5128864,0.2303,0.2537,-0.009,16.082,0.084,12.9,1.036,15.868,0.219,5,0.8144,12.103,null,1.3,0.8278,9.083,null,-0.8,0.9816,1,0,0,0,0,0,0,0,2nnn,0,7,11,1,11,0,10,0,10,null,null,null,null,null,null,null
12666,0.672134,48.989253,4265452143,302.28381348,55.12663269,2.1858431047E+018,55.359996796,DA,23441.380859,30.29986763,7.8049654961,0.00013367009524,spec-015383-59363-4265452143.fits,37.746623993,59363,J200908.17+550736.3,302.2840599,55.1267552,0.5018,0.4911,-0.1288,16.757,0.084,12.9,1.025,17.667,null,-2.7,1.028,12.565,null,-3.1,0.7813,9.493,null,-2.1,0.9146,1,0,0,0,0,0,0,0,4nnn,0,8,40,0,40,0,38,0,38,688251550,16.105,0.08,16.396,0.214,15.611,null
12701,0.219607,90.782417,4600446264,214.5194397,4.139064312,3.6694004303E+018,44.997600555,DA,7513.3632812,13.833660126,8.3472442627,0.000031918709283,spec-015323-59352-4600446264.fits,33.024246216,59352,J141804.68+040820.6,214.5195009,4.1390635,0.9307,1.0299,0.2053,17.516,0.159,6.8,0.9016,16.789,null,1.6,0.9572,13.108,null,0.1,0.9989,9.568,null,-0.8,1.104,1,0,0,0,0,0.001,0,0,nnnn,133,2,33,2,33,0,31,1,32,null,null,null,null,null,null,null
12717,0.626446,-122.749,2.7021597926E+016,320.29495239,-6.9994959831,6.8985977739E+018,54.590366364,DA,22602.630859,10.257180214,7.8974618912,0.00019721695571,spec-100142-59879-27021597925977718.fits,28.798755646,59879,J212110.75-065958.5,320.2948049,-6.9995901,0.9913,1.0754,-0.3196,17.247,0.213,5.1,1.149,16.475,null,1,0.8303,11.48,0.188,5.8,1.057,8.767,null,0.8,1.04,1,0,0,0,0,0,0,0,nnnn,0,1,11,0,11,1,11,0,11,null,null,null,null,null,null,null
12866,0.411713,-108.787161,2.7021598132E+016,166.61529541,-1.0874156952,3.8035381044E+018,29.872200012,DA,31451.849609,127.31374359,7.4143500328,0.00016998198407,spec-101227-59975-27021598131686874.fits,19.770357132,59975,J110627.64-010514.8,166.6151871,-1.0874525,0.1495,0.1606,-0.011,14.42,0.032,33.8,0.9841,14.222,0.059,18.4,0.893,12.367,0.416,2.6,1.093,9.042,0.541,2,1.235,1,0,0,0,0,0,0,0,01nn,0,12,12,12,12,0,11,0,11,232924793,15.427,0.045,14.942,0.064,14.646,0.109
12937,0.361602,-175.973531,2.702159815E+016,139.67425537,6.2839984894,5.8587786753E+017,29.973554611,DA,43325.042969,1674.958252,7.7966833115,0.00046683149412,spec-100144-59955-27021598149991039.fits,13.058813095,59955,J091841.81+061702.0,139.6742483,6.2838983,0.9138,1.0196,-0.0745,16.903,0.158,6.9,0.665,16.88,null,-1.6,0.9865,12.679,null,-1.1,0.9342,8.828,null,0.6,0.8268,1,0,0,0,0,0,0,0,nnnn,0,3,11,0,11,0,11,0,11,919499152,16.309,0.118,16.273,0.245,16.024,null
12983,0.640773,124.034265,2.7021597936E+016,323.16784668,0.7852421999,2.6881869421E+018,1530.8754883,DA,11803.657227,103.88158417,8.2727832794,0.00014497236407,spec-101067-59847-27021597935958246.fits,6.0026364326,59847,J213240.31+004706.5,323.1679942,0.7851426,1.0674,1.1159,-0.3324,17.186,0.184,5.9,0.9961,16.854,0.49,2.2,0.9713,12.418,null,0.6,0.9151,9.095,null,-1.1,0.8298,1,0,0,0,0,0,0,0,nnnn,0,2,12,0,12,0,11,0,11,null,null,null,null,null,null,null
