cntr_01,dist_x,pang_x,catalogid,ra,dec,gaia_dr3_source_id,snr_snowwhite,wd_type,teff_snowwhite,e_teff_snowwhite,logg_snowwhite,e_logg_snowwhite,spec_file,sn_median_all,mjd,designation,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,cc_flags,ext_flg,var_flg,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
6553,0.496248,54.717813,4375041271,20.259243011,-0.47038710117,2.5341247129E+018,46.86265564,DA,10606.964844,7.1112442017,8.1929712296,0.00013384489284,spec-015009-59218-4375041271.fits,16.542549133,59218,J012102.24-002813.1,20.2593555,-0.4703075,0.5002,0.5204,-0.1444,16.507,0.095,11.5,0.8067,15.685,0.151,7.2,0.996,12.443,null,0.9,0.8766,8.892,null,0.6,1.027,1,0,0,0,0,0,0,0,0nnn,0,8,17,0,17,0,16,0,16,null,null,null,null,null,null,null
6623,0.570251,-177.952037,2.7021597846E+016,276.28842163,77.926582336,2.2935849707E+018,50.068748474,DA,6015.2705078,1.1669789553,8.3000040054,0.000074584248068,spec-101729-59707-27021597845644248.fits,1.0824956894,59707,J182509.21+775535.1,276.2883946,77.926424,0.6835,0.7587,-0.0689,17.391,0.116,9.4,0.9695,17.742,null,-0.8,0.9432,13.264,null,0.8,0.9675,9.797,null,0.1,0.9947,1,0,0,0,0,0,0,0,nnnn,0,3,46,0,46,0,46,1,46,1058174763,16.637,0.152,15.842,null,15.844,null
6624,0.570251,-177.952037,2.7021597846E+016,276.28842163,77.926582336,2.2935849707E+018,50.068748474,DA,6015.2705078,1.1669789553,8.3000040054,0.000074584248068,spec-101729-59716-27021597845644248.fits,34.981300354,59716,J182509.21+775535.1,276.2883946,77.926424,0.6835,0.7587,-0.0689,17.391,0.116,9.4,0.9695,17.742,null,-0.8,0.9432,13.264,null,0.8,0.9675,9.797,null,0.1,0.9947,1,0,0,0,0,0,0,0,nnnn,0,3,46,0,46,0,46,1,46,1058174763,16.637,0.152,15.842,null,15.844,null
6629,0.845773,64.076654,2.702159792E+016,129.34703064,51.015720367,1.0277048942E+018,349.25131226,DA,7147.1137695,2.2053425312,7.6755766869,0.00035848497646,spec-104550-59971-27021597919688905.fits,27.421731949,59971,J083723.36+510056.9,129.3473665,51.0158231,0.7081,0.7897,-0.0758,16.792,0.122,8.9,0.926,16.446,null,1.5,0.9194,12.844,null,-0.1,0.8507,9.223,null,-0.8,1.075,1,0,0,0,0,0,0,0,nnnn,0,2,14,0,14,0,14,0,14,null,null,null,null,null,null,null
6642,0.655714,51.321864,2.7021598113E+016,133.0177002,32.430236816,7.1298996728E+017,124.50214386,DA,23506.216797,422.52441406,7.8639974594,0.00026054627961,spec-018151-59604-27021598113129286.fits,6.2330079079,59604,J085204.28+322549.2,133.0178687,32.4303506,0.9048,0.987,-0.102,17.207,0.15,7.2,0.9439,16.828,null,0,0.8864,12.54,null,-1.7,0.8097,9.117,null,0,0.9529,1,0,0,0,0,0,0,0,nnnn,2466,0,23,0,15,0,9,0,16,null,null,null,null,null,null,null
6643,0.655714,51.321864,2.7021598113E+016,133.0177002,32.430236816,7.1298996728E+017,124.50214386,DA,23506.216797,422.52441406,7.8639974594,0.00026054627961,spec-018151-59621-27021598113129286.fits,1.826436162,59621,J085204.28+322549.2,133.0178687,32.4303506,0.9048,0.987,-0.102,17.207,0.15,7.2,0.9439,16.828,null,0,0.8864,12.54,null,-1.7,0.8097,9.117,null,0,0.9529,1,0,0,0,0,0,0,0,nnnn,2466,0,23,0,15,0,9,0,16,null,null,null,null,null,null,null
6678,0.691286,-22.470685,2.7021597896E+016,67.359985352,49.764137268,2.5876151032E+017,70.891342163,DA,8297.9794922,13.833963394,8.0048742294,0.000031355397368,spec-103800-59971-27021597895703678.fits,26.546951294,59971,J042926.36+494551.5,67.3598717,49.7643147,0.5816,0.6369,-0.1515,16.321,0.115,9.4,0.961,16.208,null,1.4,0.9189,11.344,0.14,7.8,1.221,9.234,null,-0.7,0.9803,1,0,0,0,0,0,0h00,0,2nnn,0,4,14,0,13,2,14,0,14,1199617877,15.969,0.09,15.754,0.181,15.984,null
6723,0.26285,10.761318,2.702159784E+016,322.84429932,70.617073059,2.2722778097E+018,35.39855957,DA,39899.898438,100.11894226,7.7566757202,0.00026305351639,spec-101735-59873-27021597840173100.fits,23.817552567,59873,J213122.64+703701.7,322.8443404,70.6171448,0.0999,0.1006,0.0118,13.881,0.026,42.3,0.9984,13.7,0.029,37.1,1.054,13.432,null,-2.8,0.9517,9.875,null,-1.4,0.9649,1,0,0,0,0,0.001,0,0,11nn,0,66,66,57,66,1,60,0,61,1100197616,14.682,0.043,14.309,0.056,13.939,0.072
6753,0.840329,18.173437,2.7021597912E+016,113.13887024,72.69442749,1.1110861223E+018,21.165348053,DA,18213.28125,36.721843719,7.6977114677,0.00030694276211,spec-102995-59979-27021597912465403.fits,13.972928047,59979,J073233.38+724140.7,113.139115,72.6946493,0.4214,0.4571,0.0722,15.672,0.074,14.7,0.7688,16.389,0.464,2.3,0.8564,12.215,null,-0.5,1.026,8.639,null,0.1,1.176,1,0,0,0,0,0,0,0,nnnn,11,6,6,0,6,0,4,0,5,1295109737,15.46,0.06,15.701,0.145,15.575,0.234
6754,0.852135,-72.353959,4555491757,124.27086639,36.554332733,9.075276548E+017,11.642137527,DA,6580.6435547,3.4895677567,6.5,0,spec-015055-59230-4555491757.fits,8.2988433838,59230,J081704.94+363315.8,124.2705856,36.5544045,0.749,0.8177,-0.138,16.708,0.13,8.3,0.7302,16.606,0.421,2.6,0.9017,12.116,null,1.3,1.06,8.977,null,-1,0.8788,1,0,0,0,0,0,0,0,nnnn,0,2,11,0,11,0,11,0,11,null,null,null,null,null,null,null
6758,0.40545,-101.730279,2.7021597976E+016,82.889450073,-0.053683333099,3.2209643766E+018,32.633499146,DA,17704.181641,47.781101227,7.7998051643,0.00023457227508,spec-103978-59979-27021597975796995.fits,22.363056183,59979,J053133.44-000313.3,82.8893398,-0.0537062,0.4471,0.496,-0.0726,15.943,0.082,13.3,0.9446,16.219,null,1.6,0.9208,12.074,null,-3.5,0.7957,8.78,null,-2,0.9999,1,0,0,0,0,0,0,0,1nnn,0,7,13,0,13,0,11,0,11,134127813,15.697,0.062,15.65,0.131,15.363,0.192
6815,0.924554,20.202651,4350698786,221.97665405,42.001205444,1.4897707774E+018,77.308189392,DA,8652.2275391,8.2079401016,7.916592598,0.00011276972509,spec-015357-59336-4350698786.fits,13.336510658,59336,J144754.42+420005.2,221.9767734,42.0014465,0.0964,0.1035,0.0197,15.577,0.039,27.7,0.9199,15.355,0.077,14.2,1.11,12.956,null,1,1.048,9.438,null,0.5,0.964,1,0,0,0,0,0.003,0,0,01nn,0,31,32,14,31,0,31,1,31,null,null,null,null,null,null,null
6816,0.924554,20.202651,4350698786,221.97665405,42.001205444,1.4897707774E+018,77.308189392,DA,8652.2275391,8.2079401016,7.916592598,0.00011276972509,spec-015357-59364-4350698786.fits,30.445478439,59364,J144754.42+420005.2,221.9767734,42.0014465,0.0964,0.1035,0.0197,15.577,0.039,27.7,0.9199,15.355,0.077,14.2,1.11,12.956,null,1,1.048,9.438,null,0.5,0.964,1,0,0,0,0,0.003,0,0,01nn,0,31,32,14,31,0,31,1,31,null,null,null,null,null,null,null
6817,0.924554,20.202651,4350698786,221.97665405,42.001205444,1.4897707774E+018,77.308189392,DA,8652.2275391,8.2079401016,7.916592598,0.00011276972509,spec-015357-59392-4350698786.fits,44.432929993,59392,J144754.42+420005.2,221.9767734,42.0014465,0.0964,0.1035,0.0197,15.577,0.039,27.7,0.9199,15.355,0.077,14.2,1.11,12.956,null,1,1.048,9.438,null,0.5,0.964,1,0,0,0,0,0.003,0,0,01nn,0,31,32,14,31,0,31,1,31,null,null,null,null,null,null,null
6824,0.979498,37.084615,4555225740,120.98809052,33.922279358,9.0535601625E+017,26.420682907,DA,89000,623.37854004,6.5048966408,0.0000039894921429,spec-015022-59165-4555225740.fits,13.683878899,59165,J080357.18+335520.9,120.9882882,33.9224964,1.0815,1.2136,0.1405,17.237,0.197,5.5,1.011,16.865,0.508,2.1,1.117,12.098,null,1.5,0.8939,8.996,null,-1.2,0.8795,1,0,0,0,0,0,0,0,nnnn,0,0,12,0,12,0,12,0,12,null,null,null,null,null,null,null
6825,0.979498,37.084615,4555225740,120.98809052,33.922279358,9.0535601625E+017,26.420682907,DA,89000,623.37854004,6.5048966408,0.0000039894921429,spec-015022-59231-4555225740.fits,10.492750168,59231,J080357.18+335520.9,120.9882882,33.9224964,1.0815,1.2136,0.1405,17.237,0.197,5.5,1.011,16.865,0.508,2.1,1.117,12.098,null,1.5,0.8939,8.996,null,-1.2,0.8795,1,0,0,0,0,0,0,0,nnnn,0,0,12,0,12,0,12,0,12,null,null,null,null,null,null,null
6826,0.979498,37.084615,4555225740,120.98809052,33.922279358,9.0535601625E+017,26.420682907,DA,89000,623.37854004,6.5048966408,0.0000039894921429,spec-015022-59252-4555225740.fits,4.9111700058,59252,J080357.18+335520.9,120.9882882,33.9224964,1.0815,1.2136,0.1405,17.237,0.197,5.5,1.011,16.865,0.508,2.1,1.117,12.098,null,1.5,0.8939,8.996,null,-1.2,0.8795,1,0,0,0,0,0,0,0,nnnn,0,0,12,0,12,0,12,0,12,null,null,null,null,null,null,null
6827,0.979498,37.084615,4555225740,120.98809052,33.922279358,9.0535601625E+017,26.420682907,DA,89000,623.37854004,6.5048966408,0.0000039894921429,spec-015023-59167-4555225740.fits,9.2783889771,59167,J080357.18+335520.9,120.9882882,33.9224964,1.0815,1.2136,0.1405,17.237,0.197,5.5,1.011,16.865,0.508,2.1,1.117,12.098,null,1.5,0.8939,8.996,null,-1.2,0.8795,1,0,0,0,0,0,0,0,nnnn,0,0,12,0,12,0,12,0,12,null,null,null,null,null,null,null
6828,0.979498,37.084615,4555225740,120.98809052,33.922279358,9.0535601625E+017,26.420682907,DA,89000,623.37854004,6.5048966408,0.0000039894921429,spec-015023-59232-4555225740.fits,6.3806881905,59232,J080357.18+335520.9,120.9882882,33.9224964,1.0815,1.2136,0.1405,17.237,0.197,5.5,1.011,16.865,0.508,2.1,1.117,12.098,null,1.5,0.8939,8.996,null,-1.2,0.8795,1,0,0,0,0,0,0,0,nnnn,0,0,12,0,12,0,12,0,12,null,null,null,null,null,null,null
6829,0.979498,37.084615,4555225740,120.98809052,33.922279358,9.0535601625E+017,26.420682907,DA,89000,623.37854004,6.5048966408,0.0000039894921429,spec-015023-59253-4555225740.fits,6.5194015503,59253,J080357.18+335520.9,120.9882882,33.9224964,1.0815,1.2136,0.1405,17.237,0.197,5.5,1.011,16.865,0.508,2.1,1.117,12.098,null,1.5,0.8939,8.996,null,-1.2,0.8795,1,0,0,0,0,0,0,0,nnnn,0,0,12,0,12,0,12,0,12,null,null,null,null,null,null,null
6905,0.730448,5.774449,4543210836,112.79306793,24.284166336,8.6691956794E+017,90.988815308,DA,19527.617188,0.81757718325,8.6657218933,0.000075320160249,spec-015191-59247-4543210836.fits,22.260623932,59247,J073110.34+241703.7,112.7930903,24.2843682,0.3045,0.3358,-0.047,15.551,0.059,18.5,1.083,15.147,0.124,8.8,0.9303,12.63,null,-1,0.925,9.059,null,-0.6,0.9575,1,0,0,0,0,0,0,0,11nn,0,11,11,5,11,0,11,0,11,884244731,16.835,0.149,16.226,null,17.003,null
6906,0.730448,5.774449,4543210836,112.79306793,24.284166336,8.6691956794E+017,90.988815308,DA,19527.617188,0.81757718325,8.6657218933,0.000075320160249,spec-015285-59276-4543210836.fits,48.890026093,59276,J073110.34+241703.7,112.7930903,24.2843682,0.3045,0.3358,-0.047,15.551,0.059,18.5,1.083,15.147,0.124,8.8,0.9303,12.63,null,-1,0.925,9.059,null,-0.6,0.9575,1,0,0,0,0,0,0,0,11nn,0,11,11,5,11,0,11,0,11,884244731,16.835,0.149,16.226,null,17.003,null
6907,0.730448,5.774449,4543210836,112.79306793,24.284166336,8.6691956794E+017,90.988815308,DA,19527.617188,0.81757718325,8.6657218933,0.000075320160249,spec-015285-59304-4543210836.fits,35.242069244,59304,J073110.34+241703.7,112.7930903,24.2843682,0.3045,0.3358,-0.047,15.551,0.059,18.5,1.083,15.147,0.124,8.8,0.9303,12.63,null,-1,0.925,9.059,null,-0.6,0.9575,1,0,0,0,0,0,0,0,11nn,0,11,11,5,11,0,11,0,11,884244731,16.835,0.149,16.226,null,17.003,null
6926,0.222369,88.253281,2.702159815E+016,151.69052124,0.53461933136,3.8348959698E+018,28.259260178,DA,29001.667969,2.234249115,7.4997925758,0.00027477473486,spec-101284-59699-27021598150230081.fits,19.307693481,59699,J100645.73+003204.6,151.690583,0.5346212,0.4509,0.4981,-0.0645,16.07,0.08,13.6,0.972,16.082,0.27,4,0.88,12.683,null,-0.1,1.023,9.026,null,-0.2,0.8722,1,0,0,0,0,0,0,0,2nnn,1111,6,11,0,11,0,11,0,11,1334966189,16.433,0.129,16.354,0.238,15.695,null
6979,0.276372,85.121748,2.7021598436E+016,268.96377563,-3.2854218483,4.1774991158E+018,8.0013132095,DA,36910.167969,236.31149292,8.8491096497,0.0019465688383,spec-103225-59709-27021598436148318.fits,5.640586853,59709,J175551.32-031707.4,268.9638523,-3.2854153,0.3299,0.3639,-0.0402,16.119,0.115,9.4,1.104,16.201,null,1.1,1.129,12.409,null,-1.8,0.7792,8.968,null,-0.3,1.059,1,0,0,0,0,0,0,0,2nnn,0,4,12,0,12,0,10,0,10,null,null,null,null,null,null,null
7069,0.830642,107.414199,2.7021597929E+016,337.14367676,-6.2051434517,2.6231017636E+018,41.050006866,DA,6874.3574219,4.2473368645,7.6585507393,0.00042357083294,spec-103536-59904-27021597928902376.fits,29.59995842,59904,J222834.53-061218.7,337.1438982,-6.2052125,0.1965,0.199,-0.0561,15.806,0.067,16.2,0.7158,16.103,0.282,3.9,0.81,12.002,0.311,3.5,1.5,8.931,null,0.3,1.24,1,0,0,0,0,0,0,0,1nnn,1111,10,12,1,11,1,11,1,11,127898070,15.821,0.085,15.863,0.188,15.635,0.244
7157,0.52386,82.647072,4376526563,319.5475769,0.77276176214,2.6897025846E+018,null,DA,null,null,null,null,spec-015063-59372-4376526563.fits,21.955589294,59372,J211811.45+004622.0,319.5477212,0.7727804,0.604,0.6258,-0.1612,16.61,0.112,9.7,0.9385,15.87,0.186,5.8,1.003,12.735,null,-2,1.006,9.221,null,-0.8,1.045,1,0,0,0,0,0,0,0,1nnn,0,6,13,2,13,0,12,0,13,null,null,null,null,null,null,null
7221,0.399989,-45.37267,5188439748,226.75794983,32.762607574,1.2888122126E+018,39.861061096,DA,6966.4384766,22.697595596,7.6035428047,0.00017003458925,spec-015271-59302-5188439748.fits,17.954849243,59302,J150701.88+324545.6,226.7578558,32.7626856,0.7193,0.789,0.1583,17.611,0.136,8,0.8572,16.751,0.223,4.9,0.852,13.574,null,-0.9,1.065,9.796,null,0.1,0.9994,1,0,0,0,0,0,0,0,nnnn,11,2,46,2,46,0,46,1,46,null,null,null,null,null,null,null
7222,0.399989,-45.37267,5188439748,226.75794983,32.762607574,1.2888122126E+018,39.861061096,DA,6966.4384766,22.697595596,7.6035428047,0.00017003458925,spec-015271-59306-5188439748.fits,12.387841225,59306,J150701.88+324545.6,226.7578558,32.7626856,0.7193,0.789,0.1583,17.611,0.136,8,0.8572,16.751,0.223,4.9,0.852,13.574,null,-0.9,1.065,9.796,null,0.1,0.9994,1,0,0,0,0,0,0,0,nnnn,11,2,46,2,46,0,46,1,46,null,null,null,null,null,null,null
7223,0.399989,-45.37267,5188439748,226.75794983,32.762607574,1.2888122126E+018,39.861061096,DA,6966.4384766,22.697595596,7.6035428047,0.00017003458925,spec-015271-59327-5188439748.fits,17.671552658,59327,J150701.88+324545.6,226.7578558,32.7626856,0.7193,0.789,0.1583,17.611,0.136,8,0.8572,16.751,0.223,4.9,0.852,13.574,null,-0.9,1.065,9.796,null,0.1,0.9994,1,0,0,0,0,0,0,0,nnnn,11,2,46,2,46,0,46,1,46,null,null,null,null,null,null,null
7224,0.399989,-45.37267,5188439748,226.75794983,32.762607574,1.2888122126E+018,39.861061096,DA,6966.4384766,22.697595596,7.6035428047,0.00017003458925,spec-015271-59361-5188439748.fits,7.1596865654,59361,J150701.88+324545.6,226.7578558,32.7626856,0.7193,0.789,0.1583,17.611,0.136,8,0.8572,16.751,0.223,4.9,0.852,13.574,null,-0.9,1.065,9.796,null,0.1,0.9994,1,0,0,0,0,0,0,0,nnnn,11,2,46,2,46,0,46,1,46,null,null,null,null,null,null,null
7225,0.712381,80.575586,2.7021597914E+016,165.14205933,71.634048462,1.0740139231E+018,38.916954041,DA,42369.898438,266.05355835,7.8983826637,0.00046717759687,spec-100819-59973-27021597913617110.fits,26.365068436,59973,J110034.24+713802.6,165.1426789,71.6340809,0.2761,0.2889,0.0809,15.837,0.051,21.3,0.8313,15.744,0.13,8.4,0.9916,12.857,null,0.3,1.017,9.353,null,-0.3,0.8607,1,0,0,0,0,0,0,0,1nnn,0,21,22,2,22,0,21,0,21,575302066,15.472,0.056,15.585,0.124,15.468,0.218
7276,0.376061,-51.484933,2.7021597907E+016,201.90403748,83.979484558,1.725438691E+018,13.570981979,DA,13327.048828,22.951589584,7.943813324,0.00049252773169,spec-102147-59680-27021597907343340.fits,0.87323325872,59680,J132736.78+835846.3,201.9032582,83.9795496,0.9621,0.886,0.1319,17.54,0.157,6.9,0.8998,17.02,null,1.4,0.9465,13.328,null,-1.1,0.9852,9.435,0.446,2.4,0.9299,1,0,0,0,0,0,0,0,0nnn,0,4,33,0,33,0,31,0,31,null,null,null,null,null,null,null
7277,0.376061,-51.484933,2.7021597907E+016,201.90403748,83.979484558,1.725438691E+018,13.570981979,DA,13327.048828,22.951589584,7.943813324,0.00049252773169,spec-102147-59683-27021597907343340.fits,9.1119699478,59683,J132736.78+835846.3,201.9032582,83.9795496,0.9621,0.886,0.1319,17.54,0.157,6.9,0.8998,17.02,null,1.4,0.9465,13.328,null,-1.1,0.9852,9.435,0.446,2.4,0.9299,1,0,0,0,0,0,0,0,0nnn,0,4,33,0,33,0,31,0,31,null,null,null,null,null,null,null
7282,0.038737,-30.851564,2.7021597906E+016,267.26785278,71.752754211,1.6392648794E+018,41.34450531,DA,6000,0,8.4248313904,0.0000089498571469,spec-101167-59709-27021597906137879.fits,21.248733521,59709,J174904.28+714509.9,267.2678352,71.7527634,0.19,0.2027,-0.0514,17.254,0.066,16.4,0.8987,17.672,0.301,3.6,0.8659,14.083,null,-2.2,0.9831,10.297,null,-1.4,1.046,1,0,0,0,0,0,0,0,0nnn,0,7,124,4,123,0,118,1,118,687966725,16.779,0.16,16.759,null,16.135,null
7283,0.038737,-30.851564,2.7021597906E+016,267.26785278,71.752754211,1.6392648794E+018,41.34450531,DA,6000,0,8.4248313904,0.0000089498571469,spec-101168-59952-27021597906137879.fits,24.475395203,59952,J174904.28+714509.9,267.2678352,71.7527634,0.19,0.2027,-0.0514,17.254,0.066,16.4,0.8987,17.672,0.301,3.6,0.8659,14.083,null,-2.2,0.9831,10.297,null,-1.4,1.046,1,0,0,0,0,0,0,0,0nnn,0,7,124,4,123,0,118,1,118,687966725,16.779,0.16,16.759,null,16.135,null
7284,0.038737,-30.851564,2.7021597906E+016,267.26785278,71.752754211,1.6392648794E+018,41.34450531,DA,6000,0,8.4248313904,0.0000089498571469,spec-101168-60008-27021597906137879.fits,30.063428879,60008,J174904.28+714509.9,267.2678352,71.7527634,0.19,0.2027,-0.0514,17.254,0.066,16.4,0.8987,17.672,0.301,3.6,0.8659,14.083,null,-2.2,0.9831,10.297,null,-1.4,1.046,1,0,0,0,0,0,0,0,0nnn,0,7,124,4,123,0,118,1,118,687966725,16.779,0.16,16.759,null,16.135,null
7285,0.038737,-30.851564,2.7021597906E+016,267.26785278,71.752754211,1.6392648794E+018,41.34450531,DA,6000,0,8.4248313904,0.0000089498571469,spec-101168-60013-27021597906137879.fits,34.609607697,60013,J174904.28+714509.9,267.2678352,71.7527634,0.19,0.2027,-0.0514,17.254,0.066,16.4,0.8987,17.672,0.301,3.6,0.8659,14.083,null,-2.2,0.9831,10.297,null,-1.4,1.046,1,0,0,0,0,0,0,0,0nnn,0,7,124,4,123,0,118,1,118,687966725,16.779,0.16,16.759,null,16.135,null
7286,0.038737,-30.851564,2.7021597906E+016,267.26785278,71.752754211,1.6392648794E+018,41.34450531,DA,6000,0,8.4248313904,0.0000089498571469,spec-101168-60035-27021597906137879.fits,34.982261658,60035,J174904.28+714509.9,267.2678352,71.7527634,0.19,0.2027,-0.0514,17.254,0.066,16.4,0.8987,17.672,0.301,3.6,0.8659,14.083,null,-2.2,0.9831,10.297,null,-1.4,1.046,1,0,0,0,0,0,0,0,0nnn,0,7,124,4,123,0,118,1,118,687966725,16.779,0.16,16.759,null,16.135,null
7290,0.320953,-76.858868,2.7021598111E+016,115.47648621,38.147190094,8.9619021245E+017,20.105442047,DA,20527.199219,213.87608337,7.1701455116,0.00016008355306,spec-017031-59616-27021598111380103.fits,12.864192963,59616,J074154.33+380849.9,115.4763758,38.1472104,0.2574,0.2825,-0.0134,15.441,0.05,21.9,1.074,15.586,0.152,7.1,1.06,12.739,null,0.1,1.101,9.048,null,-1.2,0.8874,1,0,0,0,0,0,0,0,0nnn,0,13,13,2,13,0,13,0,13,214590814,16.401,0.114,15.732,0.137,15.319,0.145
7379,0.139385,-19.969767,2.7021598052E+016,74.405731201,1.4807837009,3.2319166764E+018,949.9520874,DA,17763.630859,71236.367188,8.75,0.0024000036065,spec-103949-59911-27021598052158368.fits,16.755285263,59911,J045737.37+012850.9,74.405718,1.4808201,0.4948,0.5594,-0.1216,16.253,0.09,12.1,0.8022,16.558,0.361,3,1.036,12.783,null,-1.4,0.8787,9.131,null,-0.3,0.9888,1,0,0,0,0,0,000P,0,1nnn,11,8,14,0,14,0,14,0,14,null,null,null,null,null,null,null
7397,0.916213,-78.519903,2.7021597933E+016,5.7881011963,-0.56162720919,2.5422009393E+018,549.4800415,DA,15422.907227,77.092529297,7.9925427437,0.000074570576544,spec-104653-59882-27021597933125910.fits,25.316511154,59882,J002309.08-003341.6,5.7878518,-0.5615766,0.9589,0.9625,-0.3254,16.859,0.153,7.1,0.7973,16.243,null,1.6,0.98,12.584,null,-0.3,0.8705,9,null,0,0.8339,1,0,0,0,0,0,0,0,nnnn,0,1,12,0,12,0,12,0,12,null,null,null,null,null,null,null
7410,0.607505,79.162704,2.7021598152E+016,171.71769714,0.45429033041,3.7982527133E+018,9.0269556046,DA,16192.262695,57.739807129,7.9633507729,0.00064059795113,spec-101212-59676-27021598151756366.fits,5.9506540298,59676,J112652.28+002715.5,171.7178629,0.4543221,0.144,0.1538,0.0276,14.407,0.032,33.5,1.048,14.152,0.052,20.7,1.042,11.966,null,1.5,0.9883,9.02,null,-0.5,0.8534,1,0,0,0,0,0,0,0,00nn,0,13,13,13,13,2,13,0,13,844371788,15.279,0.069,14.768,0.066,14.361,0.101
7456,0.961222,-1.153948,2.702159815E+016,139.95437622,1.2305724621,3.8442094819E+018,25.40663147,DA,88996.164062,1.9252337217,6.9800643921,0.0010833917186,spec-101297-59662-27021598149793196.fits,18.292379379,59662,J091949.04+011351.0,139.9543708,1.2308394,0.6332,0.692,0.1186,16.671,0.118,9.2,0.7703,16.007,0.22,4.9,0.9555,12.756,null,-0.3,0.9524,9.144,null,-0.8,1.117,1,0,0,0,0,0.003,0,0,0nnn,0,5,13,0,13,0,13,0,13,null,null,null,null,null,null,null
7516,0.425437,-2.356422,2.7021597975E+016,76.28842926,-5.7385349274,3.2113122752E+018,6.867937088,DA,13249.90332,0.053468395025,7.4903736115,0.0011084991274,spec-103667-59882-27021597974902040.fits,4.8452157974,59882,J050509.22-054418.3,76.2884244,-5.7384169,1.1149,1.2294,-0.3103,17.211,0.192,5.7,0.8066,16.782,null,0.4,0.8453,12.665,null,-1.9,0.9533,9.122,null,-0.5,0.9238,1,0,0,0,0,0,0,0,nnnn,11,1,12,0,12,0,11,0,11,null,null,null,null,null,null,null
7580,0.338413,89.646185,2.702159815E+016,221.53321838,-0.55250048637,3.6514346851E+018,9.3822317123,DA,38378.742188,964.60070801,6.5,0.00024429356563,spec-102358-59645-27021598149631729.fits,5.9409399033,59645,J144607.99-003308.9,221.5333124,-0.5524999,0.5135,0.5552,0.0526,16.651,0.091,11.9,0.9059,16.645,0.29,3.7,1.021,12.974,null,0.2,1.03,9.488,0.527,2.1,1.052,1,0,0,0,0,0,0,0,0nnn,0,7,24,1,24,0,23,0,23,null,null,null,null,null,null,null
7581,0.338413,89.646185,2.702159815E+016,221.53321838,-0.55250048637,3.6514346851E+018,9.3822317123,DA,38378.742188,964.60070801,6.5,0.00024429356563,spec-102358-60033-27021598149631729.fits,5.62038517,60033,J144607.99-003308.9,221.5333124,-0.5524999,0.5135,0.5552,0.0526,16.651,0.091,11.9,0.9059,16.645,0.29,3.7,1.021,12.974,null,0.2,1.03,9.488,0.527,2.1,1.052,1,0,0,0,0,0,0,0,0nnn,0,7,24,1,24,0,23,0,23,null,null,null,null,null,null,null
7582,0.338413,89.646185,2.702159815E+016,221.53321838,-0.55250048637,3.6514346851E+018,9.3822317123,DA,38378.742188,964.60070801,6.5,0.00024429356563,spec-102358-60049-27021598149631729.fits,5.9292039871,60049,J144607.99-003308.9,221.5333124,-0.5524999,0.5135,0.5552,0.0526,16.651,0.091,11.9,0.9059,16.645,0.29,3.7,1.021,12.974,null,0.2,1.03,9.488,0.527,2.1,1.052,1,0,0,0,0,0,0,0,0nnn,0,7,24,1,24,0,23,0,23,null,null,null,null,null,null,null
7625,0.426502,65.433539,2.7021597935E+016,317.90335083,4.5081019402,1.7321767688E+018,20.173433304,DA,37254.421875,199.68289185,6.5,0.000037988625991,spec-101072-59874-27021597935048010.fits,14.610873222,59874,J211136.83+043029.3,317.9034589,4.5081512,0.7068,0.7436,-0.2438,16.586,0.121,9,0.93,16.555,0.369,2.9,0.8513,12.122,null,1.5,1.007,9.193,null,-0.4,0.978,1,0,0,0,0,0,0,0,2nnn,0,5,12,0,12,0,12,0,12,1063007021,16.664,0.13,16.595,null,16.279,null
7693,0.203116,79.724314,5188440485,226.27565002,32.9998703,1.2890206731E+018,148.88829041,DA,9551.8925781,2.1874859333,8.1039180756,0.000044119537051,spec-015271-59302-5188440485.fits,56.789638519,59302,J150506.17+325959.5,226.2757162,32.9998804,0.1195,0.1212,-0.0182,14.666,0.027,39.6,0.8989,14.5,0.039,27.8,0.9379,13.309,null,0.6,1.013,9.913,null,-0.8,1.003,1,0,0,0,0,0,00P0,0,00nn,11,47,47,40,47,0,47,0,47,239458579,15.778,0.065,15.266,0.087,14.813,0.104
7694,0.203116,79.724314,5188440485,226.27565002,32.9998703,1.2890206731E+018,148.88829041,DA,9551.8925781,2.1874859333,8.1039180756,0.000044119537051,spec-015271-59306-5188440485.fits,44.435848236,59306,J150506.17+325959.5,226.2757162,32.9998804,0.1195,0.1212,-0.0182,14.666,0.027,39.6,0.8989,14.5,0.039,27.8,0.9379,13.309,null,0.6,1.013,9.913,null,-0.8,1.003,1,0,0,0,0,0,00P0,0,00nn,11,47,47,40,47,0,47,0,47,239458579,15.778,0.065,15.266,0.087,14.813,0.104
