CATALOGID,ra,dec,GAIA_DR3_SOURCE_ID,SNR_SnowWhite,WD_TYPE,Teff_SnowWhite,E_Teff_SnowWhite,Logg_SnowWhite,E_Logg_SnowWhite,SPEC_FILE,SN_MEDIAN_ALL,MJD
4375855098,29.0041980743408,-1.83398020267487,2.50507626851344E+018,43.3992958068848,DA,17238.087890625,71.650032043457,8.29527473449707,1.02902886283118E-05,spec-015045-59169-4375855098.fits         ,25.1085643768311,59169
4375855098,29.0041980743408,-1.83398020267487,2.50507626851344E+018,43.3992958068848,DA,17238.087890625,71.650032043457,8.29527473449707,1.02902886283118E-05,spec-015045-59202-4375855098.fits         ,10.4054765701294,59202
4375855098,29.0041980743408,-1.83398020267487,2.50507626851344E+018,43.3992958068848,DA,17238.087890625,71.650032043457,8.29527473449707,1.02902886283118E-05,spec-015045-59223-4375855098.fits         ,16.3748779296875,59223
2.70215981040197E+016,123.610122680664,22.5894508361816,6.77308817796821E+017,854.8994140625,DA,8891.58984375,15.7839593887329,8.31211757659912,0.000302057538647205,spec-101946-59914-27021598104019745.fits  ,12.0484132766724,59914
2.70215987293738E+016,248.320083618164,1.3663489818573,4.43179155375379E+018,5.14055919647217,DA,18050.052734375,50.0538787841797,8.32635116577148,0.00112842652015388,spec-102548-59671-27021598729373768.fits  ,1.68291187286377,59671
2.70215987293738E+016,248.320083618164,1.3663489818573,4.43179155375379E+018,5.14055919647217,DA,18050.052734375,50.0538787841797,8.32635116577148,0.00112842652015388,spec-102548-59674-27021598729373768.fits  ,3.08328723907471,59674
4397384267,340.0087890625,40.0270843505859,1.93236430110598E+018,6.38884210586548,DA,11250.001953125,34.8989486694336,8.03671169281006,0.000934083131141961,spec-015082-59215-4397384267.fits         ,4.09790372848511,59215
2.70215981131281E+016,132.511138916016,32.5817756652832,7.13048511977021E+017,19.713451385498,DA,7046.19287109375,35.6750679016113,8.10840606689453,0.000289970135781914,spec-018151-59604-27021598113128134.fits  ,13.5531101226807,59604
2.70215981131281E+016,132.511138916016,32.5817756652832,7.13048511977021E+017,19.713451385498,DA,7046.19287109375,35.6750679016113,8.10840606689453,0.000289970135781914,spec-018151-59621-27021598113128134.fits  ,2.36439442634583,59621
2.70215979332059E+016,8.52753734588623,-2.70836591720581,2.52874961285284E+018,465.687072753906,DA,8086.7578125,680.544616699219,8.98999977111816,0.00808111764490604,spec-104618-59912-27021597933205893.fits  ,4.14696025848389,59912
2.70215979332059E+016,8.52753734588623,-2.70836591720581,2.52874961285284E+018,465.687072753906,DA,8086.7578125,680.544616699219,8.98999977111816,0.00808111764490604,spec-104618-59925-27021597933205893.fits  ,2.66765022277832,59925
2.70215988643858E+016,297.722442626953,2.28283929824829,4.24144856752197E+018,693.857543945313,DA,35765.00390625,322.617523193359,6.5,0.000127908642753027,spec-100463-59821-27021598864385777.fits  ,1.11821794509888,59821
2.70215988643858E+016,297.722442626953,2.28283929824829,4.24144856752197E+018,693.857543945313,DA,35765.00390625,322.617523193359,6.5,0.000127908642753027,spec-100463-59840-27021598864385777.fits  ,5.4262261390686,59840
2.70215987214859E+016,304.342193603516,-7.93422985076904,4.21564763811615E+018,,DA,,,,,spec-104203-59847-27021598721485909.fits  ,13.2019739151001,59847
4555337850,126.548553466797,32.8329620361328,9.02972034525449E+017,30.4454135894775,DA,57564.578125,31433.453125,6.5,0.00664495676755905,spec-015059-59199-4555337850.fits         ,22.2857151031494,59199
4342733137,79.7224960327148,48.1610679626465,2.12993960857122E+017,,DA,,,,,spec-015121-59206-4342733137.fits         ,1.41360557079315,59206
4342733137,79.7224960327148,48.1610679626465,2.12993960857122E+017,,DA,,,,,spec-015121-59212-4342733137.fits         ,3.01053023338318,59212
5189694536,253.793823242187,34.148738861084,1.3146633759047E+018,35.4365921020508,DA,14774.837890625,24.8355255126953,7.98401546478272,0.000120473487186246,spec-015310-59315-5189694536.fits         ,10.6246547698975,59315
5189694536,253.793823242187,34.148738861084,1.3146633759047E+018,35.4365921020508,DA,14774.837890625,24.8355255126953,7.98401546478272,0.000120473487186246,spec-015310-59339-5189694536.fits         ,10.4168996810913,59339
5189694536,253.793823242187,34.148738861084,1.3146633759047E+018,35.4365921020508,DA,14774.837890625,24.8355255126953,7.98401546478272,0.000120473487186246,spec-015310-59347-5189694536.fits         ,10.5588684082031,59347
5189694536,253.793823242187,34.148738861084,1.3146633759047E+018,35.4365921020508,DA,14774.837890625,24.8355255126953,7.98401546478272,0.000120473487186246,spec-015310-59352-5189694536.fits         ,11.9938440322876,59352
5189694536,253.793823242187,34.148738861084,1.3146633759047E+018,35.4365921020508,DA,14774.837890625,24.8355255126953,7.98401546478272,0.000120473487186246,spec-015310-59375-5189694536.fits         ,10.0966472625732,59375
4400719831,2.99851822853088,25.7954959869385,2.85044435124621E+018,21.2188606262207,DA,13588.6298828125,463.453796386719,7.90697622299194,5.39674365427345E-05,spec-015004-59165-4400719831.fits         ,8.77718448638916,59165
4400719831,2.99851822853088,25.7954959869385,2.85044435124621E+018,21.2188606262207,DA,13588.6298828125,463.453796386719,7.90697622299194,5.39674365427345E-05,spec-015004-59191-4400719831.fits         ,8.16689014434814,59191
4400719831,2.99851822853088,25.7954959869385,2.85044435124621E+018,21.2188606262207,DA,13588.6298828125,463.453796386719,7.90697622299194,5.39674365427345E-05,spec-015004-59217-4400719831.fits         ,7.72254133224487,59217
4401495932,29.2411155700684,0.677155911922455,2.50789885230143E+018,39.3274879455566,DA,11737.94921875,46.0576019287109,7.9134464263916,3.11965268338099E-05,spec-015013-59165-4401495932.fits         ,18.7853355407715,59165
4401495932,29.2411155700684,0.677155911922455,2.50789885230143E+018,39.3274879455566,DA,11737.94921875,46.0576019287109,7.9134464263916,3.11965268338099E-05,spec-015013-59197-4401495932.fits         ,14.3731031417847,59197
4401495932,29.2411155700684,0.677155911922455,2.50789885230143E+018,39.3274879455566,DA,11737.94921875,46.0576019287109,7.9134464263916,3.11965268338099E-05,spec-015013-59221-4401495932.fits         ,16.7145919799805,59221
2.70215987213918E+016,302.931060791016,-8.57386493682861,4.21568185611997E+018,6.8481240272522,DA,12657.04296875,242.971405029297,8.19834709167481,0.000576368765905499,spec-104203-59847-27021598721391775.fits  ,4.74041700363159,59847
2.70215979119091E+016,154.575805664063,76.6740264892578,1.12772692150698E+018,25.8621196746826,DA,7853.2763671875,2.98159408569336,7.58055830001831,0.000607966911047697,spec-100827-59976-27021597911909097.fits  ,17.1157264709473,59976
4538308948,91.2863082885742,22.7248306274414,3.42380722524277E+018,5.75571727752686,DA,14197.35546875,364.265563964844,8.25,0.000574203382711858,spec-015077-59189-4538308948.fits         ,3.97482895851135,59189
4416898156,79.7725677490234,-6.64047384262085,3.20762661340553E+018,34.8451271057129,DA,21277.76953125,59.4234466552734,7.79916048049927,0.000249114586040378,spec-015108-59208-4416898156.fits         ,27.071626663208,59208
2.7021597933206E+016,8.68540668487549,-2.76564192771912,2.52874552404433E+018,19.8258686065674,DA,23288.4921875,248.177062988281,7.77737665176392,6.15394455962814E-05,spec-104618-59912-27021597933205974.fits  ,9.92477512359619,59912
2.7021597933206E+016,8.68540668487549,-2.76564192771912,2.52874552404433E+018,19.8258686065674,DA,23288.4921875,248.177062988281,7.77737665176392,6.15394455962814E-05,spec-104618-59925-27021597933205974.fits  ,6.26848697662354,59925
2.70215987890958E+016,293.0673828125,2.71627044677734,4.28839822942419E+018,6.07933139801025,DA,7250,27.8716850280762,6.5,8.13381193438545E-05,spec-100527-59789-27021598789095752.fits  ,4.22771739959717,59789
