cntr_01,dist_x,pang_x,catalogid_01,ra_01,dec_01,designation,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,pmra,sigpmra,pmdec,sigpmdec,cc_flags,ext_flg,var_flg,ph_qual,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m
3687,6.529243,-60.242166,4349851190,1.8865321350E+02,6.3235504150E+01,J123435.93+631411.0,188.6497170,63.2364043,0.0806,0.0783,0.0215,15.071,0.034,31.9,2.308E+00,14.769,0.051,21.2,1.230E+00,11.767,0.202,5.4,8.665E-01,8.743,null,0.4,9.222E-01,2,0,0.000,0.000,0.000,0.000,349,216,439,217,0000,0,11nn,AABU,0000,39,39,38,39,1,18,0,18
3688,4.508588,-142.260887,27021598110151730,1.0214378357E+02,3.9504749298E+01,J064834.26+393013.5,102.1427901,39.5037589,0.0639,0.0654,-0.0098,14.228,0.029,37.7,1.071E+00,14.233,0.051,21.5,9.427E-01,12.188,null,0.5,8.049E-01,8.795,null,0.5,9.498E-01,1,0,0.000,0.000,0.000,0.000,54,131,-9,145,0000,0,00nn,AAUU,1122,25,25,25,25,0,10,0,11
3690,6.695158,-1.953286,4477188952,1.1233499908E+02,-8.4475278854E+00,J072920.38-082644.4,112.3349350,-8.4456692,0.3344,0.3683,-0.0408,16.904,0.113,9.6,1.059E+00,17.215,null,0.3,1.056E+00,12.613,null,-0.3,8.529E-01,9.137,null,-0.2,9.307E-01,1,0,0.000,0.000,0.000,0.000,-235,1171,2546,1300,0000,0,nnnn,BUUU,0000,8,26,0,26,0,11,0,12
3691,8.435156,-2.348229,4521895595,9.1340934753E+01,1.8457387686E+00,J060521.80+015053.0,91.3408387,1.8480799,0.2106,0.2335,-0.0344,16.371,0.077,14.1,9.468E-01,16.490,0.279,3.9,8.881E-01,11.872,0.288,3.8,9.421E-01,9.027,null,-0.2,9.201E-01,1,0,0.000,0.000,0.000,0.000,-43,856,800,949,0000,0,0nnn,ABBU,0111,16,27,0,24,1,13,0,13
3693,2.291856,-118.464640,27021598725566262,3.0891213989E+02,-4.4946398735E+00,J203538.77-042941.7,308.9115785,-4.4949433,0.1485,0.1560,-0.0404,15.857,0.055,19.9,8.869E-01,15.730,0.137,7.9,9.332E-01,12.373,null,0.1,1.008E+00,8.710,null,0.4,1.112E+00,1,0,0.000,0.000,0.000,0.000,-247,535,28,557,0000,0,0nnn,ABUU,1111,22,24,1,24,0,10,0,10
3695,6.051673,-69.419678,27021597904518665,2.5928012085E+02,5.9763866425E+01,J171706.47+594552.0,259.2769956,59.7644573,0.0614,0.0631,-0.0054,14.804,0.028,38.8,1.303E+00,14.872,0.046,23.5,9.262E-01,12.871,null,1.1,1.009E+00,9.743,null,-1.3,9.657E-01,1,0,0.000,0.000,0.000,0.000,-54,120,10,130,0000,0,00nn,AAUU,0000,69,69,60,69,0,45,0,45
3697,6.479667,-74.589465,27021597933725135,2.5392656326E+01,-9.3664729595E-01,J014133.82-005610.2,25.3909209,-0.9361690,0.1155,0.1157,-0.0327,15.509,0.043,25.4,1.033E+00,15.407,0.105,10.3,8.284E-01,12.104,null,1.1,1.093E+00,8.883,null,-0.1,8.711E-01,1,0,0.000,0.000,0.000,0.000,-275,312,457,315,0000,0,0nnn,AAUU,1100,25,25,4,25,2,14,0,14
3700,2.478257,-61.726294,27021597908271144,2.1235052490E+02,6.2950794220E+01,J140923.80+625704.0,212.3491917,62.9511203,0.0843,0.0855,0.0165,15.453,0.035,31.4,1.058E+00,15.277,0.063,17.3,8.680E-01,13.029,null,-1.5,9.507E-01,9.501,null,-1.7,1.033E+00,1,0,0.000,0.000,0.000,0.000,-392,230,418,230,0000,0,01nn,AAUU,0000,52,52,26,52,0,29,0,29
3702,2.789889,-40.780561,27021598729246995,2.4447071838E+02,1.9779946804E+00,J161752.85+015842.8,244.4702119,1.9785815,0.4295,0.4801,0.0317,17.357,0.152,7.2,8.669E-01,17.233,0.533,2.0,8.220E-01,11.953,null,1.8,8.457E-01,8.496,null,1.1,9.071E-01,1,0,0.001,0.000,0.000,0.000,-328,1922,-1083,2143,0000,0,nnnn,BCUU,0000,1,27,0,27,0,12,0,12
3703,5.937030,116.893904,27021597974979259,7.7869773865E+01,-4.0731387138E+00,J051129.09-040425.9,77.8712484,-4.0738847,0.1669,0.2213,0.0273,15.633,0.070,15.6,1.132E+00,15.651,0.160,6.8,8.321E-01,11.840,null,1.2,8.887E-01,8.906,null,-0.5,8.151E-01,1,0,0.000,0.000,0.000,0.000,73,531,1038,633,0000,0,0nnn,ABUU,0000,23,24,1,24,0,11,0,11
3706,7.623827,55.356187,27021597836089884,3.4295626831E+02,6.4119804382E+01,J225150.46+640715.6,342.9602600,64.1210082,0.1066,0.1017,-0.0175,15.573,0.038,28.2,2.203E+00,16.003,0.134,8.1,9.727E-01,11.653,0.163,6.7,8.776E-01,8.650,null,1.5,8.160E-01,1,0,0.000,0.000,0.000,0.000,21,220,18,211,hh00,0,0nnn,ABBU,0000,54,58,4,58,6,37,0,38
3706,8.472549,-179.899991,27021597836089884,3.4295626831E+02,6.4119804382E+01,J225149.50+640702.8,342.9562589,64.1174509,0.0749,0.0718,-0.0078,14.912,0.031,35.0,1.729E+00,14.763,0.052,20.7,9.577E-01,12.388,0.275,3.9,8.806E-01,9.191,null,0.4,8.274E-01,1,0,0.000,0.000,0.000,0.000,-51,125,-158,117,hh00,0,10nn,AABU,0000,59,59,48,59,2,39,1,39
3707,7.658131,-108.684393,4459057963,1.1136912537E+02,-2.4932760239E+01,J072528.05-245600.3,111.3669031,-24.9334417,0.0910,0.1282,-0.0634,14.165,0.066,16.4,3.163E+00,14.299,0.080,13.6,1.408E+00,11.801,null,1.1,8.499E-01,7.975,null,1.3,9.645E-01,2,1,0.000,0.000,0.000,0.000,null,null,null,null,dh00,1,nnnn,AAUU,0000,29,31,26,31,0,14,0,14
3707,8.887164,-141.205671,4459057963,1.1136912537E+02,-2.4932760239E+01,J072528.18-245604.8,111.3674197,-24.9346843,0.0524,0.0764,-0.0323,13.215,0.036,30.5,3.163E+00,13.262,0.039,28.1,1.408E+00,11.792,null,1.2,8.499E-01,8.374,null,0.3,9.645E-01,2,1,0.000,0.000,0.000,0.000,-132,52,777,350,dd00,1,nnnn,AAUU,0000,31,31,31,31,0,14,0,14
3711,1.927998,124.670749,4359651621,1.7214804077E+02,5.9382957458E+01,J112835.73+592257.5,172.1489056,59.3826528,0.2829,0.3023,0.0796,16.968,0.097,11.2,8.901E-01,16.705,0.264,4.1,8.377E-01,12.678,null,0.3,1.148E+00,9.001,null,0.1,8.665E-01,1,0,0.001,0.000,0.000,0.000,241,1182,2025,1263,0000,0,nnnn,ABUU,0000,10,31,0,31,0,17,0,17
3713,0.888560,17.838727,4350698786,2.2197665405E+02,4.2001205444E+01,J144754.42+420005.1,221.9767558,42.0014404,0.0899,0.0955,0.0140,15.585,0.037,29.4,1.010E+00,15.370,0.071,15.4,1.029E+00,12.885,null,0.4,1.034E+00,9.498,null,-0.4,8.863E-01,1,0,0.000,0.000,0.000,0.003,112,183,395,202,0000,0,00nn,AAUU,0000,48,48,22,47,0,31,0,31
3718,0.988446,17.788001,4555225740,1.2098809052E+02,3.3922279358E+01,J080357.16+335521.1,120.9881916,33.9225408,0.3054,0.3335,-0.0266,16.859,0.104,10.5,1.239E+00,16.912,0.427,2.5,1.025E+00,11.942,null,1.5,9.047E-01,8.926,null,-0.6,9.151E-01,1,0,0.000,0.000,0.000,0.000,-367,1262,-1040,1383,0000,0,nnnn,ACUU,0000,8,23,0,23,0,12,0,12
3721,3.678025,-33.777966,27021598151755527,1.7166734314E+02,3.9637708664E-01,J112640.02+002350.0,171.6667751,0.3972263,0.3096,0.3316,0.0706,16.847,0.112,9.7,9.307E-01,16.317,0.260,4.2,8.728E-01,12.713,null,-2.2,1.107E+00,8.332,null,1.7,9.861E-01,1,0,0.000,0.000,0.000,0.000,657,1218,-350,1324,0000,0,nnnn,BBUU,0000,7,24,1,24,0,14,0,14
3722,2.092436,-32.678970,4538846598,9.0114379883E+01,2.3719417572E+01,J060027.36+234311.6,90.1140371,23.7199068,0.4151,0.4602,-0.0782,16.881,0.144,7.5,8.648E-01,16.552,null,1.0,7.813E-01,12.398,null,-1.6,8.944E-01,8.584,null,1.0,9.612E-01,1,0,0.000,0.000,0.000,0.000,-1226,1733,-629,1899,0000,0,nnnn,BUUU,1100,1,23,0,23,0,11,0,11
3724,5.700671,8.650890,27021597915790492,1.0358364105E+02,5.4812732697E+01,J065420.17+544851.4,103.5840544,54.8142982,0.0766,0.0799,-0.0150,14.991,0.033,33.3,1.193E+00,14.660,0.057,18.9,8.838E-01,12.015,0.357,3.0,9.629E-01,8.926,null,0.5,9.223E-01,1,0,0.000,0.000,0.000,0.000,4,248,83,250,0000,0,01nn,AACU,0011,33,33,30,33,0,15,0,15
3725,8.606173,-106.821239,4215413774,3.0816543579E+02,4.0025993347E+01,J203238.98+400131.0,308.1624475,40.0253015,0.1037,0.1174,-0.0501,14.064,0.045,24.2,2.850E+00,14.172,0.080,13.6,1.825E+00,11.219,null,-6.4,1.721E+00,6.245,null,0.7,2.956E-01,2,1,0.000,0.000,0.000,0.000,null,null,null,null,000h,0,nnnn,AAUU,0000,40,40,33,40,0,1,0,21
3728,2.672797,130.331397,27021597970792263,6.2964656830E+01,-1.5038406849E+00,J041151.65-013015.5,62.9652230,-1.5043212,0.6137,0.6777,-0.1810,17.741,0.219,5.0,1.050E+00,17.330,0.534,2.0,8.500E-01,12.208,null,1.2,1.054E+00,8.672,null,0.2,8.062E-01,1,0,0.000,0.000,0.000,0.000,-898,2819,-2077,3063,0000,0,nnnn,BCUU,0000,3,26,0,26,0,13,0,13
3729,7.288832,0.399242,4861462005,2.5491116333E+02,-1.2843432426E+01,J165938.68-125029.0,254.9111778,-12.8414078,0.0668,0.0685,-0.0109,14.053,0.030,36.4,1.341E+00,13.870,0.046,23.5,7.866E-01,11.442,null,1.6,1.150E+00,8.034,null,0.9,1.217E+00,2,1,0.000,0.000,0.000,0.000,166,148,-281,160,0000,0,nnnn,AAUU,1233,21,21,21,21,0,4,0,4
3731,6.956325,22.438898,4416834847,7.8242324829E+01,-5.5016837120E+00,J051258.33-052959.6,78.2430658,-5.4998977,0.0401,0.0374,-0.0047,11.332,0.023,47.1,1.240E+00,11.319,0.021,51.2,8.862E-01,11.233,0.142,7.6,1.245E+00,8.246,null,1.5,8.219E-01,1,0,0.000,0.000,0.000,0.000,-41,49,37,46,0000,0,00nn,AABU,0000,28,28,28,28,3,12,0,12
3733,6.898274,-96.019748,4543076795,1.1445051575E+02,2.0309921265E+01,J073747.63+201834.9,114.4484838,20.3097203,0.0610,0.0622,0.0053,14.013,0.028,39.2,1.450E+00,14.178,0.050,21.7,8.765E-01,12.594,null,-0.1,1.070E+00,9.082,null,-0.3,1.080E+00,1,0,0.000,0.000,0.000,0.000,206,118,-78,130,hhd0,0,11nn,AAUU,0000,24,24,23,24,0,13,0,13
3734,3.824608,149.095380,27021597928912276,3.3853506470E+02,-6.2347302437E+00,J223408.54-061408.3,338.5356136,-6.2356418,0.3230,0.3377,-0.1038,16.913,0.109,9.9,9.481E-01,16.588,0.289,3.8,9.780E-01,12.166,null,0.8,9.990E-01,8.641,null,0.6,8.462E-01,1,0,0.000,0.000,0.000,0.000,824,1406,-228,1476,0000,0,nnnn,BBUU,1111,6,24,0,24,0,12,0,12
3739,9.564584,-174.175414,27021597936287562,3.3180554199E+02,2.5594859123E+00,J220713.26+023324.6,331.8052721,2.5568428,0.2718,0.2800,-0.0775,16.643,0.090,12.1,1.064E+00,16.940,null,0.6,1.055E+00,11.950,null,1.5,8.799E-01,8.627,null,0.2,8.719E-01,1,0,0.000,0.000,0.000,0.000,-1420,1138,-1437,1182,0000,0,0nnn,AUUU,0000,10,22,0,22,0,10,0,10
3740,5.467353,-107.331353,4526217985,9.3351081848E+01,1.0542650223E+01,J061323.90+103231.9,93.3496072,10.5421978,0.1002,0.1032,-0.0184,15.110,0.038,28.4,7.688E-01,15.331,0.113,9.6,7.959E-01,12.121,null,0.9,9.444E-01,8.559,null,1.1,1.012E+00,1,0,0.000,0.002,0.000,0.000,126,308,-107,331,0000,0,0nnn,ABUU,1111,24,24,4,24,0,12,0,12
3741,1.766138,-127.403565,27021598151153456,1.5203662109E+02,2.0547731400E+01,J100808.68+203250.7,152.0362049,20.5474334,0.5403,0.5928,0.1135,17.665,0.198,5.5,1.034E+00,16.856,0.355,3.1,8.999E-01,12.666,null,-1.0,1.012E+00,8.934,null,-1.1,8.154E-01,1,0,0.000,0.000,0.000,0.000,-5124,2264,244,2487,0000,0,nnnn,BBUU,0000,1,26,1,26,0,15,0,15
3743,8.897521,7.619682,27021598109034890,1.1361689758E+02,3.1218461990E+01,J073428.14+311315.2,113.6172808,31.2209117,0.2966,0.3301,-0.0342,16.911,0.115,9.4,8.981E-01,16.833,0.406,2.7,8.844E-01,11.121,0.186,5.8,1.009E+00,7.529,0.176,6.2,1.243E+00,1,0,0.000,0.000,0.000,0.000,-598,1178,-612,1316,00Pp,0,nnnn,BCBB,0000,8,24,0,24,4,12,3,12
3744,5.139769,-104.685995,27021597933573604,1.6384250641E+01,-2.2553453445E+00,J010531.88-021520.5,16.3828685,-2.2557073,0.1909,0.1993,-0.0648,16.194,0.069,15.8,1.047E+00,15.979,0.184,5.9,8.813E-01,12.248,null,0.9,8.845E-01,8.437,null,1.1,9.732E-01,1,0,0.000,0.000,0.000,0.000,-1261,765,1242,804,0000,0,0nnn,ABUU,1111,16,23,2,23,0,13,0,13
3745,6.181407,-103.279367,27021598729375748,2.4857945251E+02,1.4944297075E+00,J163418.66+012938.5,248.5777808,1.4940353,0.1481,0.1608,-0.0102,16.000,0.054,20.2,1.008E+00,16.270,0.209,5.2,9.483E-01,11.961,null,1.5,1.021E+00,8.769,null,-1.2,8.085E-01,1,0,0.000,0.000,0.000,0.000,-49,555,-67,613,0000,0,0nnn,ABUU,0000,23,27,0,27,1,12,0,12
3746,2.867366,-81.850765,27021598780694151,2.8807662964E+02,2.3976902962E+00,J191218.20+022352.0,288.0758405,2.3978032,0.1082,0.1114,-0.0160,13.567,0.046,23.6,1.393E+00,13.683,0.064,16.9,8.521E-01,11.786,null,0.0,7.506E-01,8.343,null,0.3,8.120E-01,1,0,0.000,0.000,0.000,0.000,-110,155,-217,163,0000,0,00nn,AAUU,0000,24,24,24,24,0,8,0,8
3750,4.037621,-97.551505,27021597907222459,1.9600247192E+02,8.7550468445E+01,J130354.35+873301.1,195.9764592,87.5503208,0.3928,0.3497,0.0304,17.816,0.132,8.2,9.922E-01,17.054,0.235,4.6,9.026E-01,13.041,0.519,2.1,9.892E-01,9.380,null,-1.2,9.943E-01,1,0,0.000,0.000,0.000,0.000,-292,2318,402,2060,0000,0,nnnn,BBCU,0000,6,69,1,69,0,30,0,30
3752,8.378501,-168.466588,27021597928902047,3.3714276123E+02,-6.3771691322E+00,J222834.15-062246.0,337.1422930,-6.3794495,0.1837,0.1881,-0.0572,16.079,0.062,17.5,8.535E-01,16.371,0.262,4.1,9.350E-01,12.200,null,0.2,9.417E-01,8.765,null,-0.1,9.326E-01,1,0,0.000,0.000,0.000,0.000,-692,712,-329,729,0000,0,0nnn,ABUU,1111,19,21,0,21,0,11,0,11
3753,4.309342,-152.799459,5189696056,2.5368832397E+02,3.4353603363E+01,J165445.03+342109.1,253.6876612,34.3525387,0.2721,0.2988,0.0361,17.217,0.101,10.8,8.880E-01,16.566,0.187,5.8,8.717E-01,12.200,null,1.1,8.569E-01,9.010,null,0.6,8.352E-01,1,0,0.001,0.000,0.000,0.000,462,1237,81,1367,0000,0,nnnn,ABUU,0000,3,42,0,42,0,20,0,20
3754,4.192304,70.646833,27021598867970529,3.0470538330E+02,5.5488638878E+00,J201849.55+053257.2,304.7064872,5.5492498,0.0912,0.0947,-0.0228,15.141,0.037,29.1,1.123E+00,15.103,0.077,14.1,9.060E-01,12.731,null,0.0,1.223E+00,9.008,null,0.3,1.051E+00,1,0,0.000,0.000,0.000,0.000,50,262,-24,282,0000,0,00nn,AAUU,0111,29,29,18,28,0,15,0,15
3756,4.696155,-130.002442,27021598758666218,2.7766830444E+02,4.0364284515E+00,J183040.15+040208.1,277.6673027,4.0355899,0.1059,0.1225,-0.0195,14.756,0.045,24.2,1.878E+00,14.791,0.077,14.1,9.423E-01,11.740,null,1.7,9.775E-01,8.012,null,1.9,8.483E-01,2,1,0.000,0.000,0.000,0.000,425,242,-20,264,0000,0,nnnn,AAUU,0000,26,26,18,26,0,11,0,11
3756,5.673161,-29.346475,27021598758666218,2.7766830444E+02,4.0364284515E+00,J183040.20+040216.0,277.6675302,4.0378021,0.1122,0.1275,-0.0211,14.849,0.047,23.2,1.878E+00,14.861,0.081,13.3,9.423E-01,12.392,null,-0.7,9.775E-01,8.759,null,-0.4,8.483E-01,2,1,0.000,0.000,0.000,0.000,null,null,null,null,0000,0,nnnn,AAUU,0000,26,26,18,26,0,11,0,11
3758,9.474803,-49.309227,27021598788293952,2.9142889404E+02,2.3208112717E+00,J192542.45+021921.0,291.4268968,2.3225272,0.0719,0.0918,-0.0259,13.933,0.034,31.5,2.115E+00,14.220,0.062,17.5,1.030E+00,11.988,null,0.9,9.206E-01,7.981,null,1.9,8.704E-01,2,1,0.000,0.000,0.000,0.000,null,null,null,null,0000,0,nnnn,AAUU,0100,26,26,25,25,0,11,0,11
3765,0.316619,3.724592,4543210836,1.1279306793E+02,2.4284166336E+01,J073110.33+241703.3,112.7930742,24.2842541,0.1085,0.1158,-0.0186,15.446,0.043,25.0,1.123E+00,14.968,0.080,13.6,1.011E+00,12.368,null,-0.1,9.235E-01,8.968,null,-0.6,1.000E+00,1,0,0.000,0.000,0.000,0.000,-14,346,-358,381,0000,0,01nn,AAUU,0000,22,22,15,22,0,11,0,11
3766,5.498662,-24.093816,27021598104015516,1.2431041718E+02,2.1193668365E+01,J081714.33+211142.2,124.3097484,21.1950627,0.6077,0.6674,-0.0447,17.740,0.203,5.3,9.311E-01,17.344,null,-1.4,1.125E+00,12.437,null,0.2,9.411E-01,9.181,null,-0.7,9.431E-01,1,0,0.000,0.000,0.000,0.000,12525,2489,5652,3146,0h00,0,nnnn,BUUU,1100,0,26,0,26,0,15,0,15
3767,8.022010,-18.735670,4399878812,2.0862720490E+01,1.1395572424E+00,J012326.88+010830.0,20.8620046,1.1416675,0.2464,0.2560,-0.0697,16.710,0.086,12.6,8.751E-01,16.536,0.268,4.1,9.120E-01,12.469,0.423,2.6,1.088E+00,8.772,null,0.7,9.508E-01,1,0,0.000,0.000,0.000,0.000,53,709,550,730,0000,0,nnnn,ABCU,1100,10,30,1,30,1,18,0,18
3770,9.992526,-80.038543,27021597882309166,5.0725143433E+01,6.3123020172E+01,J032252.58+630724.6,50.7190960,63.1235002,0.1565,0.1575,-0.0403,15.895,0.056,19.4,9.979E-01,16.234,0.183,5.9,8.555E-01,12.522,null,0.5,8.852E-01,8.241,null,2.0,8.233E-01,1,0,0.000,0.000,0.000,0.000,442,521,715,532,0000,0,0nnn,ABUU,0000,28,33,1,33,0,18,0,18
3773,9.347729,166.409338,27021598150152870,1.4494602966E+02,4.3739709854E+00,J093947.19+042217.2,144.9466416,4.3714471,0.3875,0.4286,0.0399,17.136,0.139,7.8,1.022E+00,16.615,0.310,3.5,8.701E-01,12.213,null,0.6,9.613E-01,8.503,null,1.2,1.102E+00,1,0,0.000,0.000,0.000,0.000,681,1676,-761,1860,0000,0,nnnn,BBUU,0000,4,23,2,23,0,11,0,11
3774,2.915996,-15.937789,27021598151296506,1.5678569031E+02,3.7882578373E+00,J102708.51+034720.5,156.7854674,3.7890367,0.0458,0.0455,-0.0077,12.891,0.024,46.1,1.064E+00,12.777,0.027,39.9,1.061E+00,12.375,0.484,2.2,1.038E+00,8.400,null,0.4,8.697E-01,1,0,0.000,0.000,0.000,0.000,0,69,0,72,0000,0,00nn,AACU,4533,22,22,21,21,0,9,0,9
3775,1.632131,133.183892,4603035544,2.0664421082E+02,2.6745992661E+01,J134634.69+264444.4,206.6445810,26.7456824,0.0705,0.0735,0.0091,14.882,0.031,34.8,1.368E+00,14.719,0.051,21.3,9.431E-01,12.608,null,1.0,9.556E-01,9.372,null,-1.0,9.192E-01,1,0,0.000,0.002,0.000,0.000,0,109,0,118,0000,0,00nn,AAUU,0000,40,40,37,40,0,27,0,27
3776,0.303059,84.226405,27021598150230081,1.5169052124E+02,5.3461933136E-01,J100645.74+003204.6,151.6906050,0.5346278,0.1530,0.1666,0.0050,15.938,0.056,19.4,8.692E-01,15.820,0.158,6.9,8.238E-01,12.596,null,-1.2,1.083E+00,8.999,null,-0.3,9.173E-01,1,0,0.000,0.000,0.000,0.000,836,528,563,584,0000,0,0nnn,ABUU,1111,22,23,0,23,0,11,0,11
3779,1.293727,-0.476456,27021597940595571,3.4718453979E+02,3.7883925438E+00,J230844.28+034719.5,347.1845368,3.7887519,0.4903,0.4992,-0.1528,17.355,0.157,6.9,8.661E-01,17.215,null,0.0,8.690E-01,12.448,null,-1.4,1.030E+00,8.948,null,0.0,8.388E-01,1,0,0.000,0.000,0.000,0.000,1075,2284,1800,2338,0000,0,nnnn,BUUU,1100,2,25,0,25,0,12,0,12
3783,5.751996,143.171966,27021597911242962,1.7907897949E+02,8.3132965088E+01,J115620.87+830754.0,179.0869881,83.1316861,0.3847,0.3603,0.1070,17.656,0.125,8.7,9.659E-01,17.265,0.327,3.3,9.715E-01,13.079,null,-0.9,9.814E-01,9.415,null,-1.1,9.816E-01,1,0,0.002,0.000,0.000,0.000,-1181,1705,381,1604,0000,0,nnnn,BBUU,0000,5,54,0,54,0,25,0,25
3784,8.220286,114.922585,4367754456,3.1986868286E+02,-4.4240498543E-01,J211928.98-002636.1,319.8707537,-0.4433672,0.1057,0.1107,-0.0264,15.370,0.042,25.7,9.712E-01,15.088,0.082,13.3,9.120E-01,11.510,0.213,5.1,8.415E-01,8.767,0.488,2.2,1.011E+00,1,0,0.000,0.000,0.000,0.000,-228,381,-446,397,0000,0,01nn,AABC,1100,24,24,11,24,0,12,0,12
3786,7.549914,125.045496,27021598104492976,1.3468070984E+02,1.7417144775E+01,J085843.80+172457.3,134.6825093,17.4159405,0.1387,0.1508,0.0181,15.734,0.051,21.4,9.546E-01,15.675,0.145,7.5,9.179E-01,11.884,null,0.9,9.754E-01,8.870,null,-0.2,1.091E+00,1,0,0.000,0.000,0.000,0.000,-258,473,207,522,hh00,0,0nnn,ABUU,0000,20,21,3,21,0,10,0,10
3786,9.757992,-127.063835,27021598104492976,1.3468070984E+02,1.7417144775E+01,J085842.82+172455.8,134.6784430,17.4155111,0.1088,0.1163,0.0128,15.337,0.043,25.5,9.367E-01,15.185,0.096,11.4,9.134E-01,12.459,null,-1.4,9.967E-01,8.720,null,0.1,9.867E-01,1,0,0.000,0.000,0.000,0.000,-80,338,206,372,dh00,0,0nnn,AAUU,0000,21,21,7,21,0,10,0,10
3787,2.705460,15.477416,27021597915749298,1.0202515411E+02,5.6047351837E+01,J064806.12+560253.0,102.0255132,56.0480761,0.0549,0.0546,-0.0028,14.037,0.026,42.2,1.166E+00,14.075,0.038,28.7,9.943E-01,12.556,null,0.3,9.448E-01,9.184,null,-0.4,1.038E+00,1,0,0.000,0.000,0.000,0.000,106,79,30,87,0000,0,11nn,AAUU,0033,55,55,55,55,0,16,0,16
3796,7.764807,6.273848,27021598725388917,3.1165042114E+02,-5.6530699730E+00,J204636.15-053903.3,311.6506580,-5.6509260,0.5781,0.6068,-0.1598,17.531,0.190,5.7,9.759E-01,17.117,null,-1.3,7.495E-01,12.370,null,-0.8,9.309E-01,8.615,null,-0.6,7.900E-01,1,0,0.000,0.000,0.000,0.000,-1036,2656,-5225,2810,0000,0,nnnn,BUUU,1111,1,22,0,22,0,10,0,10
3797,3.815803,-81.672348,27021597832456970,3.2587866211E+02,6.2523593903E+01,J214330.33+623125.4,325.8763890,62.5237474,0.1259,0.1164,-0.0331,16.142,0.043,25.1,1.229E+00,16.121,0.118,9.2,8.970E-01,13.113,null,-0.3,1.008E+00,8.972,null,1.3,1.049E+00,1,0,0.000,0.000,0.000,0.000,466,490,-432,449,0h00,0,1nnn,ABUU,0000,40,57,2,57,0,28,0,28
3798,4.290105,-165.958912,4476551304,1.1475903320E+02,-1.2105393410E+01,J073902.09-120623.5,114.7587375,-12.1065495,0.0476,0.0473,-0.0077,13.162,0.026,42.3,1.471E+00,12.987,0.027,40.6,1.292E+00,12.273,null,1.4,9.914E-01,9.007,null,-0.1,9.881E-01,1,0,0.000,0.000,0.000,0.000,73,65,-154,69,0h00,0,01nn,AAUU,0000,31,31,31,31,1,15,0,15
3801,4.006372,-44.524263,27021597919606654,1.3693466187E+02,5.3344573975E+01,J090744.00+532043.3,136.9333547,53.3453674,0.2018,0.2203,-0.0220,16.616,0.073,15.0,1.020E+00,16.407,0.185,5.9,1.025E+00,12.902,null,-0.8,8.526E-01,8.692,null,0.6,8.497E-01,1,0,0.000,0.000,0.000,0.000,1337,738,-1931,807,0000,0,0nnn,ABUU,0011,17,37,1,37,0,21,0,15
3805,2.311985,-169.039293,27021598725388949,3.1167864990E+02,-5.6380352974E+00,J204642.84-053819.1,311.6785272,-5.6386658,0.5953,0.6271,-0.1764,17.573,0.201,5.4,8.887E-01,16.758,null,1.0,8.686E-01,12.352,null,-0.7,9.028E-01,8.639,0.410,2.6,8.991E-01,1,0,0.000,0.000,0.000,0.000,1601,2773,3502,2941,0000,0,nnnn,BUUC,1111,1,22,1,23,0,10,0,10
3810,0.230879,114.260875,27021598436148318,2.6896377563E+02,-3.2854218483E+00,J175551.32-031707.6,268.9638342,-3.2854482,0.1682,0.1818,-0.0324,15.804,0.059,18.3,8.078E-01,16.934,0.501,2.2,9.044E-01,12.318,null,-0.3,7.718E-01,8.845,null,0.2,1.114E+00,1,0,0.000,0.000,0.000,0.000,78,566,114,627,0000,0,0nnn,ACUU,0100,22,28,0,25,0,10,0,10
3813,3.189337,65.324375,4346413440,2.4139540100E+02,5.3189952850E+01,J160535.21+531125.1,241.3967446,53.1903227,0.1501,0.1590,0.0314,16.798,0.054,20.2,9.455E-01,16.888,0.169,6.4,9.027E-01,13.527,null,0.1,9.226E-01,9.886,null,-0.2,9.802E-01,1,0,0.000,0.000,0.000,0.001,152,390,-444,414,0000,0,nnnn,ABUU,0000,37,106,3,106,0,73,0,73
3814,3.931853,-176.091123,4555570055,1.2724143219E+02,3.2815261841E+01,J082857.92+324851.0,127.2413436,32.8141722,0.2027,0.2249,0.0248,16.277,0.074,14.7,9.427E-01,16.213,0.225,4.8,9.106E-01,12.473,null,-0.5,8.182E-01,8.956,null,-2.4,8.363E-01,1,0,0.000,0.000,0.000,0.000,226,700,1979,791,0000,0,0nnn,ABUU,1111,16,23,1,23,0,13,0,13
3815,3.364211,-9.010295,4417019033,8.2302764893E+01,-3.8924474716E+00,J052912.62-035329.4,82.3026182,-3.8915245,0.1852,0.2012,-0.0416,15.917,0.073,14.8,1.434E+00,15.768,0.152,7.1,7.541E-01,9.748,0.175,6.2,8.810E-01,7.012,0.191,5.7,1.247E+00,1,0,0.000,0.000,0.000,0.000,371,694,1010,759,0000,0,0n11,ABBB,0000,19,26,4,26,14,14,8,14
