cntr_01,dist_x,pang_x,catalogid_01,ra_01,dec_01,designation,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,pmra,sigpmra,pmdec,sigpmdec,cc_flags,ext_flg,var_flg,ph_qual,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m
3568,5.682966,-134.603871,27021598734425814,2.6797869873E+02,2.2930099964E+00,J175154.61+021730.8,267.9775739,2.2919015,0.0863,0.0928,-0.0165,15.108,0.035,30.6,1.136E+00,15.326,0.083,13.1,8.360E-01,12.003,null,1.7,1.018E+00,9.078,null,-0.3,8.410E-01,1,0,0.000,0.000,0.000,0.000,-44,248,-440,278,0000,0,0nnn,AAUU,0000,39,39,9,39,0,13,0,13
3569,1.759771,123.344570,27021598151482294,1.5375958252E+02,8.1106452942E+00,J101502.39+080637.3,153.7599950,8.1103766,0.0811,0.0869,0.0012,14.930,0.034,31.6,8.809E-01,14.922,0.070,15.5,8.428E-01,12.756,null,-0.1,9.096E-01,8.902,null,0.4,1.044E+00,1,0,0.000,0.000,0.000,0.000,-126,226,245,248,0000,0,00nn,AAUU,1111,28,28,17,28,0,18,0,18
3570,8.477341,-107.110595,27021598867733704,3.0440863037E+02,4.9671683311E+00,J201737.52+045759.3,304.4063713,4.9664755,0.0940,0.0963,-0.0273,15.262,0.036,30.6,1.053E+00,15.626,0.120,9.1,9.439E-01,12.438,null,0.4,1.030E+00,8.975,null,0.4,1.154E+00,1,0,0.000,0.000,0.000,0.000,-9,311,-220,329,0000,0,0nnn,ABUU,0111,26,26,5,25,0,13,0,13
3571,7.372171,-112.305695,4351455020,1.9616287231E+02,5.6278160095E+01,J130438.27+561638.5,196.1594597,56.2773828,0.1998,0.2096,0.0583,16.614,0.071,15.4,9.808E-01,16.316,0.179,6.1,9.083E-01,12.542,null,1.0,8.535E-01,9.217,null,0.2,9.574E-01,1,0,0.000,0.000,0.000,0.000,2077,776,-7,816,0000,0,0nnn,ABUU,0000,15,34,3,34,0,20,0,20
3572,4.685363,-1.903554,4555261841,1.1819709015E+02,3.7575874329E+01,J075247.28+373437.8,118.1970356,37.5771751,0.1507,0.1623,-0.0101,15.979,0.054,20.0,9.533E-01,15.971,0.185,5.9,8.832E-01,11.839,null,1.8,9.333E-01,8.966,null,-1.0,9.360E-01,1,0,0.000,0.000,0.000,0.000,315,562,-104,609,0000,0,0nnn,ABUU,0000,23,24,3,24,0,12,0,12
3573,7.095673,165.336603,4384332518,3.5038952637E+02,2.3273729324E+01,J232133.61+231618.5,350.3900695,23.2718225,0.1503,0.1511,-0.0395,15.835,0.053,20.6,9.276E-01,16.106,0.189,5.7,8.268E-01,12.447,null,0.4,1.206E+00,8.606,null,0.6,1.008E+00,1,0,0.000,0.000,0.000,0.000,-41,537,494,537,0000,0,0nnn,ABUU,0100,22,24,1,24,0,11,1,11
3576,5.484953,-85.542676,27021598751267779,2.7604013062E+02,3.3134809136E-01,J182409.26+001953.2,276.0386116,0.3314665,0.0370,0.0343,-0.0049,9.278,0.023,47.0,2.429E+00,9.370,0.020,53.9,1.989E+00,9.266,0.035,31.0,9.569E-01,8.507,null,0.9,8.845E-01,1,0,0.000,0.000,0.000,0.000,31,39,45,37,0000,0,000n,AAAU,0000,27,27,27,27,12,12,0,12
3577,0.486960,70.343462,4375041271,2.0259243011E+01,-4.7038710117E-01,J012102.24-002813.2,20.2593704,-0.4703416,0.1796,0.1883,-0.0524,16.369,0.065,16.6,8.505E-01,15.887,0.143,7.6,8.858E-01,12.285,null,0.7,8.662E-01,8.987,null,-0.2,8.968E-01,1,0,0.000,0.000,0.000,0.000,-54,467,-12,494,0000,0,0nnn,ABUU,0000,16,31,0,31,0,16,0,16
3578,3.319458,40.847600,27021597936421467,3.2354934692E+02,6.4109601974E+00,J213411.98+062441.9,323.5499538,6.4116577,0.3763,0.3978,-0.1117,17.011,0.126,8.6,8.685E-01,17.036,0.503,2.2,8.495E-01,12.395,null,-1.2,7.766E-01,8.567,null,0.8,9.243E-01,1,0,0.000,0.000,0.000,0.000,-820,1498,-562,1583,0000,0,nnnn,BCUU,2200,6,24,2,24,0,11,0,11
3579,6.110536,99.081880,27021597940741258,3.5922235107E+02,3.6113092303E-01,J235653.76+002139.1,359.2240272,0.3608630,0.1074,0.1071,-0.0290,15.181,0.040,26.9,8.895E-01,15.240,0.094,11.6,9.867E-01,12.478,null,-0.5,9.358E-01,8.796,null,-1.8,1.008E+00,1,0,0.000,0.000,0.000,0.000,-175,332,344,335,0000,0,0nnn,AAUU,2200,23,23,7,23,0,12,0,12
3580,8.812151,99.421059,27021598729270410,2.4511306763E+02,1.9986277819E+00,J162027.71+015953.6,245.1154839,1.9982271,0.5860,0.6329,-0.1069,17.666,0.197,5.5,9.852E-01,16.886,null,0.9,8.399E-01,12.487,null,-1.8,8.497E-01,9.050,null,-0.8,9.128E-01,1,0,0.000,0.000,0.000,0.000,2132,2727,1478,2957,0000,0,nnnn,BUUU,0000,2,25,0,25,0,10,0,10
3588,0.480368,51.580754,27021597887001362,6.2336128235E+01,7.0658996582E+01,J040920.74+703932.6,62.3364439,70.6590795,0.3221,0.3464,-0.0992,17.159,0.107,10.2,1.100E+00,17.583,null,-0.8,9.010E-01,12.832,null,-0.4,9.516E-01,9.080,null,-1.3,1.037E+00,1,0,0.000,0.001,0.000,0.000,-287,1398,-2986,1492,0000,0,nnnn,AUUU,0000,9,35,0,35,0,17,0,17
3589,8.230258,-95.495328,5381952498,3.0377868652E+02,2.7330787659E+01,J201506.26+271950.0,303.7761249,27.3305687,0.0729,0.0738,-0.0142,14.242,0.032,33.4,3.233E+00,14.387,0.047,22.9,1.163E+00,12.335,0.251,4.3,1.018E+00,9.239,null,0.5,8.882E-01,1,0,0.000,0.000,0.000,0.000,17,134,-22,137,0000,1,00nn,AABU,0011,46,46,45,46,0,28,0,28
3595,0.683464,-49.539608,4351439329,1.9651148987E+02,5.6259681702E+01,J130602.69+561535.2,196.5112298,56.2598049,0.6297,0.6647,0.2110,17.986,0.204,5.3,9.437E-01,17.530,null,0.4,9.002E-01,12.889,null,-0.3,7.461E-01,9.390,null,-1.2,1.003E+00,1,0,0.000,0.000,0.000,0.000,2287,3061,-504,3241,0000,0,nnnn,BUUU,0000,2,42,0,42,0,24,0,24
3597,4.528991,-80.579491,27021597832502585,3.2466757202E+02,6.2813644409E+01,J213839.56+624849.8,324.6648556,62.8138503,0.1034,0.0982,-0.0168,15.492,0.039,27.8,1.042E+00,15.584,0.091,11.9,8.369E-01,12.834,null,-1.0,8.970E-01,9.307,null,0.0,9.310E-01,1,0,0.000,0.000,0.000,0.000,357,289,147,266,0000,0,2nnn,AAUU,0000,55,55,12,55,0,29,0,29
3599,9.850843,139.774869,4346391074,2.4249641418E+02,5.1827312469E+01,J160959.82+514930.8,242.4992733,51.8252232,0.1116,0.1179,0.0214,16.231,0.043,25.5,9.138E-01,16.436,0.129,8.4,9.117E-01,13.427,null,0.1,9.377E-01,9.668,null,0.2,9.551E-01,1,0,0.000,0.000,0.000,0.000,25,236,-108,254,0000,0,0nnn,ABUU,0000,75,91,4,90,0,58,0,58
3601,5.353429,56.144171,27021598104099512,1.2967901611E+02,1.1220126152E+01,J083843.26+111315.4,129.6802751,11.2209546,0.5967,0.6561,0.0912,17.601,0.196,5.5,8.619E-01,17.206,null,0.0,1.012E+00,12.224,null,0.4,9.252E-01,8.432,null,1.1,9.080E-01,1,0,0.000,0.000,0.000,0.003,-9649,2566,-1441,2740,0000,0,nnnn,BUUU,1122,3,24,0,24,0,13,0,13
3605,4.041097,37.552823,27021597957518687,2.8592433929E+00,3.4394161701E+00,J001126.38+032625.1,2.8599288,3.4403061,0.3723,0.3764,-0.1114,17.000,0.130,8.4,9.605E-01,16.547,0.306,3.5,9.159E-01,12.524,null,-2.7,9.101E-01,8.680,null,-0.9,7.919E-01,1,0,0.000,0.006,0.000,0.000,-476,1604,-808,1618,0000,0,nnnn,BBUU,1111,4,23,0,23,0,13,0,13
3606,8.119803,-82.089041,4555535446,1.2334078217E+02,3.9092971802E+01,J081321.09+390535.8,123.3379037,39.0932822,0.3016,0.3319,0.0241,16.825,0.107,10.2,9.091E-01,16.788,0.342,3.2,9.395E-01,12.721,null,-0.6,1.046E+00,8.715,null,0.9,1.144E+00,1,0,0.000,0.000,0.000,0.000,876,1161,-112,1284,0000,0,nnnn,ABUU,0000,5,25,0,25,0,13,0,13
3608,8.169553,-128.770611,4397048423,3.3894924927E+02,3.9835620880E+01,J223547.26+395003.1,338.9469452,39.8341998,0.2487,0.2483,-0.0788,16.701,0.083,13.1,9.442E-01,16.764,0.285,3.8,9.502E-01,12.548,null,0.4,9.561E-01,9.009,null,0.1,1.047E+00,1,0,0.000,0.000,0.000,0.000,627,1005,-1112,1005,0000,0,nnnn,ABUU,0000,12,32,2,32,0,16,0,16
3610,9.903792,-179.539141,4351318022,1.9720199585E+02,5.7910289764E+01,J130848.46+575427.1,197.2019542,57.9075388,0.0540,0.0560,-0.0051,14.106,0.026,42.3,9.179E-01,14.131,0.038,28.9,8.780E-01,12.296,null,1.4,9.475E-01,9.158,null,-0.6,8.962E-01,1,0,0.000,0.000,0.000,0.000,214,99,57,105,0000,0,11nn,AAUU,0000,36,36,36,36,0,19,0,19
3613,3.512136,-55.088450,27021598725689171,3.1066668701E+02,-4.7782764435E+00,J204239.81-044639.7,310.6658842,-4.7777181,0.0838,0.0864,-0.0153,15.025,0.034,31.8,9.847E-01,14.879,0.070,15.5,9.160E-01,11.112,0.145,7.5,7.698E-01,8.240,null,1.6,1.127E+00,1,0,0.000,0.000,0.000,0.000,98,276,97,291,0h00,0,00nn,AABU,1122,25,25,19,24,2,13,0,14
3616,7.815676,-42.865195,27021597832634128,3.2952957153E+02,6.3632183075E+01,J215806.29+633801.5,329.5262460,63.6337743,0.0440,0.0445,0.0086,13.270,0.023,46.4,3.013E+00,13.305,0.026,41.9,1.074E+00,13.051,0.378,2.9,1.061E+00,9.487,null,0.3,1.034E+00,1,0,0.000,0.000,0.000,0.000,75,42,34,40,hhH0,1,00nn,AACU,0000,61,61,62,62,0,40,0,40
3618,8.256502,-147.958343,4477117166,1.1286369324E+02,-9.4560089111E+00,J073126.99-092728.6,112.8624597,-9.4579530,0.3403,0.3838,-0.0244,17.143,0.118,9.2,1.174E+00,17.376,null,-2.1,1.036E+00,12.230,null,0.9,8.914E-01,8.411,null,1.0,1.028E+00,1,0,0.000,0.000,0.000,0.000,-525,1392,1722,1576,0000,0,nnnn,BUUU,0000,8,27,0,27,0,12,1,12
3619,1.375840,-140.763437,4601986980,1.8968296814E+02,2.9167621613E+01,J123843.84+291002.3,189.6826913,29.1673256,0.5068,0.5587,0.1271,17.565,0.173,6.3,8.326E-01,16.711,null,1.6,9.651E-01,11.921,null,1.7,8.952E-01,9.004,null,0.3,8.931E-01,1,0,0.002,0.000,0.000,0.000,3463,2096,948,2348,0000,0,nnnn,BUUU,0011,1,27,0,27,0,14,0,14
3620,8.486194,-98.800606,4555714249,1.2696044159E+02,3.7641998291E+01,J082749.79+373829.8,126.9574997,37.6416376,0.1727,0.1899,-0.0113,16.154,0.062,17.5,9.639E-01,16.425,0.254,4.3,9.331E-01,12.624,null,-1.2,1.083E+00,9.066,null,-1.9,1.108E+00,1,0,0.000,0.000,0.000,0.000,330,586,1244,655,0000,0,1nnn,ABUU,0111,22,26,0,25,0,13,0,13
3621,4.471301,-129.210544,27021598750998758,2.7529733276E+02,1.9239747524E-01,J182111.12+001129.8,275.2963704,0.1916123,0.0419,0.0391,0.0023,11.766,0.022,48.3,1.198E+00,11.847,0.023,46.5,1.084E+00,11.517,0.226,4.8,9.247E-01,8.803,null,0.3,9.232E-01,1,0,0.000,0.000,0.000,0.000,-15,56,82,58,0000,0,00nn,AABU,0000,23,23,23,23,1,11,0,11
3622,0.791992,52.399233,27021597919688905,1.2934703064E+02,5.1015720367E+01,J083723.35+510057.0,129.3473077,51.0158546,0.2046,0.2277,0.0170,16.550,0.072,15.1,8.944E-01,16.978,0.350,3.1,9.374E-01,12.572,null,0.0,8.176E-01,9.058,null,0.0,1.045E+00,1,0,0.000,0.000,0.000,0.000,-17,768,441,858,0000,0,0nnn,ABUU,0000,18,29,0,29,0,14,0,14
3623,9.802101,-176.296606,27021598729288077,2.4527030945E+02,2.5817704201E+00,J162104.83+023444.5,245.2701334,2.5790533,0.2601,0.2844,-0.0386,16.670,0.090,12.0,9.388E-01,17.029,0.431,2.5,8.826E-01,12.378,null,0.3,8.094E-01,9.073,null,0.0,1.071E+00,1,0,0.000,0.000,0.000,0.000,-192,1076,1063,1184,0000,0,nnnn,ACUU,0000,10,26,1,26,0,12,0,12
3624,2.975337,149.137873,27021598156062637,1.9579064941E+02,1.0991618156E+01,J130309.85+105927.2,195.7910813,10.9909087,0.5496,0.6128,0.1460,17.664,0.210,5.2,9.656E-01,16.774,0.335,3.2,9.318E-01,12.641,null,-0.9,9.059E-01,9.098,null,-0.6,1.106E+00,1,0,0.000,0.000,0.000,0.000,4201,2181,-4941,2436,0000,0,nnnn,BBUU,0111,0,24,0,24,1,13,0,13
3626,1.942950,-78.972064,4375944122,3.4364326477E+01,-2.5738494396E+00,J021727.31-023425.4,34.3637962,-2.5737462,0.3128,0.3298,-0.0914,17.090,0.115,9.5,8.762E-01,16.273,0.199,5.5,9.027E-01,12.584,null,0.5,1.001E+00,9.164,null,0.3,1.017E+00,1,0,0.000,0.000,0.000,0.000,-1177,874,-1151,911,0000,0,nnnn,BBUU,0100,5,34,1,34,0,24,0,24
3628,1.680991,45.448599,27021597975149945,7.7964950562E+01,-2.7576100826E+00,J051151.66-024526.2,77.9652837,-2.7572825,0.5753,0.6132,-0.1565,17.692,0.195,5.6,9.506E-01,17.277,null,-0.8,7.938E-01,11.904,null,1.9,9.610E-01,8.872,null,0.3,8.613E-01,1,0,0.000,0.000,0.000,0.000,32,2566,-2208,2796,0000,0,nnnn,BUUU,0000,5,28,0,28,0,13,0,13
3632,0.551905,30.873595,27021598113129286,1.3301770020E+02,3.2430236816E+01,J085204.27+322549.3,133.0177934,32.4303684,0.3339,0.3693,0.0161,17.149,0.113,9.6,9.546E-01,16.723,null,0.9,9.158E-01,12.529,null,-0.8,8.051E-01,8.720,null,0.8,9.932E-01,1,0,0.000,0.000,0.000,0.000,681,1383,2591,1538,0000,0,nnnn,BUUU,2433,7,41,0,26,0,11,0,16
3633,7.609985,128.979578,4351336834,1.8912893677E+02,6.3136257172E+01,J123631.81+630805.7,189.1325732,63.1349274,0.1447,0.1489,0.0442,16.283,0.055,19.9,9.659E-01,15.775,0.104,10.4,8.751E-01,12.636,null,0.3,9.431E-01,8.532,null,1.9,9.833E-01,1,0,0.000,0.000,0.000,0.000,357,516,-664,535,0000,0,1nnn,AAUU,0000,30,41,4,41,0,20,0,20
3634,3.131067,80.312474,27021597836867698,3.4154928589E+02,6.5572975159E+01,J224612.32+653423.2,341.5513591,65.5731215,0.1494,0.1391,-0.0280,16.272,0.050,21.7,1.272E+00,17.055,0.286,3.8,9.705E-01,13.043,null,0.5,8.714E-01,9.043,null,1.1,9.363E-01,1,0,0.000,0.000,0.000,0.000,121,375,309,350,00d0,0,1nnn,ABUU,0000,40,63,1,61,0,38,0,38
3637,6.811967,143.718489,27021597933119771,5.2896585464E+00,-4.2210105062E-01,J002109.78-002525.0,5.2907783,-0.4236264,0.2997,0.3043,-0.0859,16.743,0.104,10.5,9.567E-01,16.193,0.221,4.9,9.138E-01,12.474,null,-0.2,9.729E-01,8.665,null,0.3,1.230E+00,1,0,0.000,0.000,0.000,0.000,-612,1261,2322,1282,0000,0,nnnn,ABUU,0000,8,23,1,23,0,12,1,12
3637,7.947514,13.763731,27021597933119771,5.2896585464E+00,-4.2210105062E-01,J002109.64-002511.8,5.2901838,-0.4199568,0.4075,0.4149,-0.1233,17.030,0.140,7.7,9.106E-01,16.469,0.292,3.7,9.447E-01,12.449,null,-0.7,8.833E-01,8.328,null,0.7,9.426E-01,1,0,0.000,0.000,0.000,0.000,-1917,1694,3040,1738,0000,0,nnnn,BBUU,0000,4,22,1,22,0,12,0,12
3640,1.156400,-18.620217,27021597920082119,1.2112255859E+02,4.2219734192E+01,J080429.38+421312.1,121.1224201,42.2200386,0.2586,0.2771,-0.0293,16.697,0.089,12.2,9.728E-01,16.847,0.351,3.1,9.964E-01,11.796,null,1.9,1.089E+00,9.139,null,0.0,1.227E+00,1,0,0.000,0.000,0.000,0.000,441,1037,-8,1105,0000,0,0nnn,ABUU,0000,11,23,0,23,0,12,0,12
3644,5.834458,155.859922,5297710761,2.8845928955E+02,2.4355365753E+01,J191350.40+242113.9,288.4600171,24.3538868,0.1181,0.1275,-0.0324,15.920,0.042,26.1,1.202E+00,16.774,0.260,4.2,1.193E+00,12.610,null,-2.3,1.077E+00,9.059,null,-0.8,1.003E+00,1,0,0.000,0.000,0.000,0.000,-931,463,-451,498,dD00,0,0nnn,ABUU,0000,29,34,1,34,0,17,0,17
3645,0.695632,-28.982643,27021597895703678,6.7359985352E+01,4.9764137268E+01,J042926.36+494551.5,67.3598404,49.7643063,0.1831,0.1965,-0.0473,16.028,0.066,16.4,8.922E-01,16.060,0.200,5.4,8.115E-01,11.832,null,1.9,1.054E+00,8.948,null,-0.1,9.024E-01,1,0,0.000,0.000,0.000,0.000,-485,649,1302,696,hh00,0,0nnn,ABUU,0000,22,27,2,26,0,14,0,14
3648,1.780584,-137.207511,4597853545,1.6900476074E+02,4.0675937653E+01,J111601.03+404032.0,169.0043177,40.6755747,0.1901,0.2073,0.0380,16.441,0.069,15.7,9.425E-01,16.048,0.163,6.7,8.619E-01,12.562,null,-1.1,8.096E-01,9.086,null,-0.3,9.650E-01,1,0,0.000,0.001,0.000,0.000,347,696,89,766,0000,0,0nnn,ABUU,0011,17,29,0,29,0,15,0,15
3649,2.445317,-17.244683,4476607499,1.1447400665E+02,-1.1446265221E+01,J073753.71-112644.2,114.4738012,-11.4456165,0.3217,0.3523,-0.0638,16.628,0.115,9.5,1.107E+00,16.642,0.287,3.8,1.040E+00,12.477,null,-1.4,1.070E+00,9.092,null,-0.2,1.003E+00,1,0,0.000,0.000,0.000,0.000,-1198,1079,-646,1179,0000,0,0nnn,BBUU,0000,11,27,1,27,0,12,0,13
3650,4.020459,48.976511,27021598101159673,1.2103834534E+02,1.9890136719E+00,J080409.40+015923.0,121.0391884,1.9897467,0.6189,0.6818,0.0810,17.702,0.214,5.1,9.049E-01,17.438,null,-1.7,8.942E-01,12.656,null,0.0,1.009E+00,8.259,null,1.4,1.084E+00,1,0,0.000,0.000,0.000,0.000,-1820,2445,-43,2695,0000,0,nnnn,BUUU,1111,1,29,0,29,0,15,1,9
3651,6.754148,-129.328795,27021598151304244,1.5832017517E+02,3.5740499496E+00,J103316.49+033422.2,158.3187211,3.5728609,0.5991,0.6700,0.1350,17.668,0.200,5.4,1.036E+00,17.310,null,-0.4,8.209E-01,12.602,null,-0.7,9.033E-01,8.767,null,0.5,8.958E-01,1,0,0.000,0.000,0.000,0.008,-1351,2745,-1457,3104,0000,0,nnnn,BUUU,0000,3,27,0,27,0,16,0,16
3654,6.361290,39.856324,4597927815,1.7298625183E+02,4.3281288147E+01,J113157.07+431657.5,172.9878074,43.2826446,0.4570,0.4896,0.1142,17.526,0.159,6.8,8.794E-01,17.090,0.393,2.8,9.295E-01,12.756,null,-1.4,1.004E+00,8.952,null,0.6,9.608E-01,1,0,0.000,0.000,0.000,0.000,322,1975,-3649,2115,0000,0,nnnn,BCUU,0000,4,33,0,33,0,19,0,19
3655,7.287099,-23.565642,27021598751376703,2.7544726562E+02,1.1129875183E+00,J182147.14+010653.4,275.4464562,1.1148429,0.0333,0.0312,0.0025,7.858,0.024,45.9,1.577E+00,7.861,0.019,56.7,1.216E+00,7.891,0.021,52.8,9.400E-01,7.538,0.153,7.1,8.761E-01,1,0,0.029,0.000,0.000,0.000,-68,37,-46,34,hh00,0,1100,AAAB,0000,24,24,24,24,10,10,5,10
3656,9.122002,-97.947076,27021598751237214,2.7559506226E+02,5.7906631380E-02,J182222.21+000327.2,275.5925527,0.0575563,0.0697,0.0719,-0.0107,13.697,0.032,34.3,1.533E+00,13.779,0.046,23.4,1.035E+00,11.979,0.359,3.0,9.448E-01,8.971,null,-0.2,1.077E+00,1,0,0.000,0.000,0.000,0.000,-212,135,104,146,hh00,0,00nn,AACU,0000,24,24,24,24,0,12,0,12
3658,8.847443,66.206434,4602954131,2.0415997314E+02,3.9142059326E+01,J133639.08+390834.9,204.1628726,39.1430508,0.3435,0.3765,0.0794,17.471,0.120,9.1,9.306E-01,17.250,0.360,3.0,9.846E-01,12.950,null,0.2,8.927E-01,9.192,null,0.7,9.759E-01,1,0,0.000,0.000,0.000,0.000,1190,1599,-701,1747,0000,0,nnnn,BCUU,0000,5,50,2,50,0,32,0,32
3659,1.182224,61.908137,4416943739,8.1392257690E+01,-6.0099115372E+00,J052534.21-060035.1,81.3925490,-6.0097569,0.3037,0.3215,-0.0844,16.832,0.100,10.9,9.504E-01,16.691,null,1.7,8.423E-01,12.723,null,-0.4,1.068E+00,9.107,null,-0.4,9.363E-01,1,0,0.000,0.000,0.000,0.000,-3202,1286,2528,1370,0000,0,nnnn,AUUU,0000,6,29,0,29,0,13,0,13
3661,8.993317,-160.113485,27021598751145963,2.7426556396E+02,1.7615370750E+00,J181703.53+014533.0,274.2647138,1.7591879,0.0580,0.0797,0.0214,13.251,0.037,29.5,2.038E+00,13.321,0.043,25.4,1.036E+00,12.215,null,-0.2,9.208E-01,8.324,null,0.5,9.455E-01,2,1,0.000,0.000,0.000,0.000,-16,82,255,96,0000,0,nnnn,AAUU,0000,25,25,25,25,0,12,0,12
3662,1.828402,-139.673322,27021598713306704,2.9201989746E+02,-1.2858510017E+00,J192804.69-011710.4,292.0195687,-1.2862382,0.0845,0.0895,-0.0129,14.541,0.036,30.6,3.464E+00,14.714,0.076,14.3,1.130E+00,12.211,null,0.5,8.380E-01,9.012,null,-0.9,1.041E+00,1,0,0.000,0.000,0.000,0.000,-685,194,124,217,h000,1,21nn,AAUU,1100,26,26,23,25,0,12,0,12
3663,6.775090,5.714181,4555272323,1.2135073853E+02,3.4899730682E+01,J080524.23+345405.7,121.3509670,34.9016033,0.1212,0.1295,-0.0159,15.579,0.045,23.9,9.764E-01,15.406,0.106,10.3,8.791E-01,12.089,null,1.1,8.697E-01,8.307,null,1.5,1.052E+00,1,0,0.000,0.000,0.000,0.000,46,399,69,427,0000,0,1nnn,AAUU,0000,23,23,6,23,0,12,0,12
3667,0.221910,0.303421,27021597840173100,3.2284429932E+02,7.0617073059E+01,J213122.63+703701.6,322.8443003,70.6171347,0.0475,0.0480,0.0071,13.883,0.025,43.5,1.000E+00,13.691,0.028,39.4,9.594E-01,13.414,null,-0.8,9.103E-01,9.880,null,0.0,8.985E-01,1,0,0.000,0.000,0.000,0.001,0,44,0,42,0000,0,11nn,AAUU,0000,94,94,94,94,0,60,0,61
3671,8.781067,28.696578,27021598725705164,3.1085809326E+02,-4.4336113930E+00,J204326.22-042553.2,310.8592680,-4.4314718,0.3168,0.3358,-0.1083,16.777,0.104,10.4,1.044E+00,17.319,null,-0.2,9.306E-01,12.448,null,0.3,1.033E+00,8.350,null,1.0,8.688E-01,1,0,0.000,0.000,0.000,0.000,1123,1320,-1541,1398,0000,0,nnnn,AUUU,1122,7,24,0,24,0,12,0,12
3677,5.385687,8.218401,27021598725733647,3.0936660767E+02,-2.9429273605E+00,J203728.03-025629.2,309.3668218,-2.9414467,0.5681,0.6127,-0.1561,17.579,0.198,5.5,8.131E-01,17.048,0.448,2.4,8.545E-01,12.106,null,0.7,9.083E-01,8.363,null,0.5,8.861E-01,1,0,0.000,0.000,0.000,0.000,-1726,2634,803,2813,0000,0,nnnn,BCUU,1111,2,24,1,24,0,11,0,11
3678,8.549279,161.572793,5268428279,2.7688070679E+02,2.6241600037E+01,J182731.57+261421.6,276.8815437,26.2393470,0.1076,0.1098,-0.0260,15.585,0.041,26.2,9.225E-01,15.776,0.110,9.8,8.712E-01,12.505,null,0.7,8.223E-01,8.888,null,0.3,9.445E-01,1,0,0.001,0.000,0.000,0.000,-82,354,14,373,0000,0,0nnn,ABUU,0000,38,38,6,38,0,17,0,18
3680,8.086354,145.973805,27021597833119801,3.0588909912E+02,5.9658882141E+01,J202333.98+593925.2,305.8915872,59.6570205,0.1480,0.1424,-0.0406,16.442,0.056,19.3,9.545E-01,15.874,0.089,12.2,8.530E-01,13.049,0.500,2.2,8.883E-01,9.042,null,0.9,1.021E+00,1,0,0.001,0.000,0.000,0.003,-161,556,729,534,0000,0,0nnn,AACU,0000,39,71,9,71,1,34,0,34
3681,1.503121,-71.016729,27021598721625055,3.0423413086E+02,-5.9435334206E+00,J201656.09-055636.2,304.2337339,-5.9433976,0.2574,0.2731,-0.0645,16.639,0.088,12.4,1.043E+00,16.612,0.320,3.4,1.018E+00,11.999,null,1.0,1.100E+00,9.100,null,-0.3,1.086E+00,1,0,0.000,0.000,0.000,0.000,216,1075,-1026,1139,d000,0,0nnn,ABUU,0000,11,26,1,26,0,12,0,12
3682,0.493601,16.726885,27021597912465403,1.1313887024E+02,7.2694427490E+01,J073233.36+724140.4,113.1390029,72.6945588,0.1117,0.1209,-0.0006,15.679,0.042,25.6,1.156E+00,15.766,0.131,8.3,9.727E-01,12.138,null,-0.5,1.048E+00,8.210,null,0.7,1.164E+00,1,0,0.002,0.000,0.000,0.000,-170,439,-468,482,0000,0,0nnn,ABUU,0011,23,24,4,24,0,4,0,5
3683,0.899539,-48.562164,4555491757,1.2427086639E+02,3.6554332733E+01,J081704.95+363316.1,124.2706332,36.5544981,0.3240,0.3582,-0.0455,16.977,0.115,9.4,1.038E+00,16.573,0.304,3.6,9.371E-01,12.049,null,1.1,1.098E+00,8.779,null,-0.6,8.215E-01,1,0,0.000,0.000,0.000,0.000,523,1378,493,1517,0000,0,nnnn,BBUU,1100,6,23,0,23,0,11,0,11
3685,0.262322,-111.974885,27021597975796995,8.2889450073E+01,-5.3683333099E-02,J053133.45-000313.3,82.8893825,-0.0537106,0.1332,0.1455,-0.0262,15.677,0.050,21.5,7.915E-01,16.058,0.170,6.4,7.998E-01,12.305,null,-1.1,7.544E-01,8.754,null,0.1,1.022E+00,1,0,0.000,0.000,0.000,0.000,231,464,237,508,0000,0,0nnn,ABUU,0000,26,26,0,26,0,11,0,11
3686,4.350006,71.698140,4551677222,1.1610388184E+02,3.2770702362E+01,J074425.25+324615.8,116.1052462,32.7710818,0.2599,0.2797,-0.0469,16.642,0.087,12.4,9.967E-01,17.126,0.541,2.0,9.263E-01,12.493,null,-0.3,1.008E+00,8.733,null,-1.3,9.515E-01,1,0,0.000,0.000,0.000,0.000,-719,1013,986,1092,0000,0,0nnn,ACUU,0000,10,23,1,23,0,11,0,11
3687,5.286713,39.719693,4349851190,1.8865321350E+02,6.3235504150E+01,J123437.27+631411.8,188.6552975,63.2366337,0.0737,0.0757,0.0155,15.083,0.033,32.8,2.550E+00,14.645,0.046,23.7,1.058E+00,11.740,0.193,5.6,9.413E-01,8.821,null,0.7,9.053E-01,2,0,0.000,0.000,0.000,0.000,-371,203,-122,209,0000,0,00nn,AABU,0000,39,39,39,39,1,18,0,18
