cntr_01,dist_x,pang_x,catalogid_01,ra_01,dec_01,gaia_dr3_source_id_01,snr_snowwhite_01,wd_type_01,teff_snowwhite_01,e_teff_snowwhite_01,logg_snowwhite_01,e_logg_snowwhite_01,spec_file_01,sn_median_all_01,mjd_01,designation,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,cc_flags,ext_flg,var_flg,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
5769,0.218160,-59.468314,2.7021597930E+16,3.5287655640E+02,-1.8802055717E-01,2.6443125842E+18,null,DA,null,null,null,null,spec-104566-59881-27021597929811448.fits,1.8795782089E+01,59881,J233130.36-001116.7,352.8765042,-0.1879898,0.2302,0.2325,-0.0750,15.384,0.048,22.8,9.955E-01,14.710,0.074,14.6,1.050E+00,10.985,0.121,9.0,1.115E+00,8.837,0.420,2.6,1.054E+00,1,0,0.000,0.000,0.000,0.000,0000,0,001n,0000,14,14,9,14,5,14,1,13,null,null,null,null,null,null,null
5870,0.981612,-24.299262,2.7021597933E+16,1.0148002625E+01,-2.7987151146E+00,2.5299648824E+18,null,DA,null,null,null,null,spec-104661-59845-27021597933215184.fits,1.2366092682E+01,59845,J004035.49-024754.4,10.1478903,-2.7984666,0.3690,0.3662,-0.1156,15.823,0.063,17.1,8.785E-01,15.593,0.172,6.3,9.490E-01,12.354,0.428,2.5,9.122E-01,9.014,null,0.0,1.007E+00,1,0,0.000,0.000,0.000,0.000,0000,0,0nnn,1111,12,13,3,13,1,13,0,13,null,null,null,null,null,null,null
5871,0.981612,-24.299262,2.7021597933E+16,1.0148002625E+01,-2.7987151146E+00,2.5299648824E+18,null,DA,null,null,null,null,spec-104661-59871-27021597933215184.fits,1.5362344980E+00,59871,J004035.49-024754.4,10.1478903,-2.7984666,0.3690,0.3662,-0.1156,15.823,0.063,17.1,8.785E-01,15.593,0.172,6.3,9.490E-01,12.354,0.428,2.5,9.122E-01,9.014,null,0.0,1.007E+00,1,0,0.000,0.000,0.000,0.000,0000,0,0nnn,1111,12,13,3,13,1,13,0,13,null,null,null,null,null,null,null
5975,0.256628,-134.161796,2.7021597909E+16,2.0287605286E+02,6.6384704590E+01,1.6723327217E+18,4.1360965729E+01,DA,1.3000013672E+04,3.2342743874E-01,7.6239385605E+00,9.3181105331E-04,spec-100752-59978-27021597908686527.fits,5.9869546890E+00,59978,J133130.22+662304.7,202.8759252,66.3846549,0.2522,0.2531,0.0710,15.991,0.048,22.8,9.124E-01,15.726,0.103,10.6,8.168E-01,13.224,0.454,2.4,9.913E-01,9.731,0.540,2.0,9.817E-01,1,0,0.000,0.000,0.000,0.000,0000,0,1nnn,0000,29,34,3,34,0,33,0,33,582214871,16.862,0.173,16.349,0.227,16.007,0.287
6033,0.362692,-158.898215,2.7021597911E+16,1.4947463989E+02,8.5494567871E+01,1.1478532413E+18,null,DA,null,null,null,null,spec-102164-59651-27021597911216115.fits,2.0247827530E+01,59651,J095753.80+852940.1,149.4741782,85.4944739,0.6766,0.6761,0.2142,17.191,0.115,9.4,8.850E-01,17.375,0.443,2.5,9.184E-01,12.871,null,-2.2,8.455E-01,9.596,null,-2.2,1.072E+00,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0000,2,35,1,34,0,31,0,32,1119179600,16.542,0.150,16.148,0.263,15.002,null
6034,0.362692,-158.898215,2.7021597911E+16,1.4947463989E+02,8.5494567871E+01,1.1478532413E+18,null,DA,null,null,null,null,spec-102164-59652-27021597911216115.fits,1.3762724876E+01,59652,J095753.80+852940.1,149.4741782,85.4944739,0.6766,0.6761,0.2142,17.191,0.115,9.4,8.850E-01,17.375,0.443,2.5,9.184E-01,12.871,null,-2.2,8.455E-01,9.596,null,-2.2,1.072E+00,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0000,2,35,1,34,0,31,0,32,1119179600,16.542,0.150,16.148,0.263,15.002,null
6035,0.362692,-158.898215,2.7021597911E+16,1.4947463989E+02,8.5494567871E+01,1.1478532413E+18,null,DA,null,null,null,null,spec-102164-59653-27021597911216115.fits,2.1314529419E+01,59653,J095753.80+852940.1,149.4741782,85.4944739,0.6766,0.6761,0.2142,17.191,0.115,9.4,8.850E-01,17.375,0.443,2.5,9.184E-01,12.871,null,-2.2,8.455E-01,9.596,null,-2.2,1.072E+00,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0000,2,35,1,34,0,31,0,32,1119179600,16.542,0.150,16.148,0.263,15.002,null
6036,0.362692,-158.898215,2.7021597911E+16,1.4947463989E+02,8.5494567871E+01,1.1478532413E+18,null,DA,null,null,null,null,spec-102164-59654-27021597911216115.fits,1.8695869446E+01,59654,J095753.80+852940.1,149.4741782,85.4944739,0.6766,0.6761,0.2142,17.191,0.115,9.4,8.850E-01,17.375,0.443,2.5,9.184E-01,12.871,null,-2.2,8.455E-01,9.596,null,-2.2,1.072E+00,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0000,2,35,1,34,0,31,0,32,1119179600,16.542,0.150,16.148,0.263,15.002,null
6090,0.579354,-104.626286,2.7021598721E+16,3.0434219360E+02,-7.9342298508E+00,4.2156476381E+18,null,DA,null,null,null,null,spec-104203-59847-27021598721485909.fits,1.3201973915E+01,59847,J201722.08-075603.3,304.3420364,-7.9342705,0.2840,0.2900,-0.0687,15.287,0.051,21.2,1.480E+00,15.219,0.143,7.6,8.657E-01,12.315,null,0.5,1.027E+00,8.812,null,0.2,9.532E-01,1,0,0.000,0.000,0.000,0.000,0000,0,0nnn,0000,11,11,3,11,0,10,1,10,645021100,16.400,0.118,15.825,0.130,15.509,0.191
6091,0.903899,-23.374754,4.5553378500E+09,1.2654855347E+02,3.2832962036E+01,9.0297203453E+17,3.0445413589E+01,DA,5.7564578125E+04,3.1433453125E+04,6.5000000000E+00,6.6449567676E-03,spec-015059-59199-4555337850.fits,2.2285715103E+01,59199,J082611.62+324959.4,126.5484349,32.8331925,0.8457,0.9418,-0.0762,16.889,0.147,7.4,9.650E-01,16.897,0.525,2.1,1.043E+00,12.615,null,-1.7,1.001E+00,8.569,null,0.8,9.254E-01,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,1111,3,12,0,12,0,11,0,12,null,null,null,null,null,null,null
6105,0.477859,3.904743,2.7021598721E+16,3.0293106079E+02,-8.5738649368E+00,4.2156818561E+18,6.8481240273E+00,DA,1.2657042969E+04,2.4297140503E+02,8.1983470917E+00,5.7636876591E-04,spec-104203-59847-27021598721391775.fits,4.7404170036E+00,59847,J201143.45-083425.4,302.9310699,-8.5737325,0.7238,0.7805,-0.2131,16.668,0.123,8.9,9.067E-01,16.815,null,0.1,8.579E-01,12.682,null,-0.6,1.005E+00,8.956,null,-0.8,9.766E-01,1,0,0.000,0.000,0.000,0.002,0000,0,1nnn,0000,5,13,0,13,0,12,0,12,null,null,null,null,null,null,null
6106,0.327854,150.954767,2.7021597912E+16,1.5457580566E+02,7.6674026489E+01,1.1277269215E+18,2.5862119675E+01,DA,7.8532763672E+03,2.9815940857E+00,7.5805583000E+00,6.0796691105E-04,spec-100827-59976-27021597911909097.fits,1.7115726471E+01,59976,J101818.23+764026.2,154.5759975,76.6739469,0.0737,0.0737,-0.0179,11.199,0.023,48.0,9.997E-01,11.003,0.020,53.6,1.068E+00,10.864,0.073,14.9,9.914E-01,9.259,null,0.2,1.087E+00,1,0,0.000,0.000,0.000,0.000,0000,0,001n,0000,23,23,23,23,12,21,0,21,570145501,12.235,0.021,11.657,0.021,11.395,0.019
6128,0.212921,32.168271,2.7021598725E+16,3.0912387085E+02,-6.1194577217E+00,6.9082786645E+18,7.0993289948E+00,DA,1.9891203125E+04,1.0879656219E+02,7.9223141670E+00,1.0721004801E-03,spec-101057-59847-27021598725133913.fits,4.7680540085E+00,59847,J203629.73-060709.8,309.1239025,-6.1194077,1.2001,1.2848,-0.3026,17.191,0.205,5.3,9.352E-01,16.307,null,1.7,8.357E-01,12.607,null,0.0,1.094E+00,8.832,null,0.3,8.843E-01,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,1111,1,12,1,12,0,11,0,11,null,null,null,null,null,null,null
6156,0.641214,20.688391,2.7021597920E+16,1.2395365906E+02,4.7677227020E+01,9.3123804323E+17,3.0282226562E+02,DA,6.0000000000E+03,3.3725818634E+01,8.3923721313E+00,2.0518058445E-03,spec-019092-59602-27021597919924020.fits,4.1609542847E+01,59602,J081548.90+474038.6,123.9537525,47.6773936,0.1130,0.1183,-0.0165,13.728,0.028,38.7,1.223E+00,13.618,0.036,30.2,1.008E+00,12.166,null,1.8,9.693E-01,9.278,null,-0.1,9.980E-01,1,0,0.000,0.000,0.000,0.000,0000,0,00nn,0000,14,14,14,14,0,14,0,14,215563717,14.587,0.032,14.165,0.041,13.882,0.047
6157,0.641214,20.688391,2.7021597920E+16,1.2395365906E+02,4.7677227020E+01,9.3123804323E+17,3.0282226562E+02,DA,6.0000000000E+03,3.3725818634E+01,8.3923721313E+00,2.0518058445E-03,spec-019092-59621-27021597919924020.fits,5.6887825012E+01,59621,J081548.90+474038.6,123.9537525,47.6773936,0.1130,0.1183,-0.0165,13.728,0.028,38.7,1.223E+00,13.618,0.036,30.2,1.008E+00,12.166,null,1.8,9.693E-01,9.278,null,-0.1,9.980E-01,1,0,0.000,0.000,0.000,0.000,0000,0,00nn,0000,14,14,14,14,0,14,0,14,215563717,14.587,0.032,14.165,0.041,13.882,0.047
6158,0.641214,20.688391,2.7021597920E+16,1.2395365906E+02,4.7677227020E+01,9.3123804323E+17,3.0282226562E+02,DA,6.0000000000E+03,3.3725818634E+01,8.3923721313E+00,2.0518058445E-03,spec-019092-59623-27021597919924020.fits,4.9969352722E+01,59623,J081548.90+474038.6,123.9537525,47.6773936,0.1130,0.1183,-0.0165,13.728,0.028,38.7,1.223E+00,13.618,0.036,30.2,1.008E+00,12.166,null,1.8,9.693E-01,9.278,null,-0.1,9.980E-01,1,0,0.000,0.000,0.000,0.000,0000,0,00nn,0000,14,14,14,14,0,14,0,14,215563717,14.587,0.032,14.165,0.041,13.882,0.047
6159,0.641214,20.688391,2.7021597920E+16,1.2395365906E+02,4.7677227020E+01,9.3123804323E+17,3.0282226562E+02,DA,6.0000000000E+03,3.3725818634E+01,8.3923721313E+00,2.0518058445E-03,spec-019092-59624-27021597919924020.fits,2.7658508301E+01,59624,J081548.90+474038.6,123.9537525,47.6773936,0.1130,0.1183,-0.0165,13.728,0.028,38.7,1.223E+00,13.618,0.036,30.2,1.008E+00,12.166,null,1.8,9.693E-01,9.278,null,-0.1,9.980E-01,1,0,0.000,0.000,0.000,0.000,0000,0,00nn,0000,14,14,14,14,0,14,0,14,215563717,14.587,0.032,14.165,0.041,13.882,0.047
6160,0.641214,20.688391,2.7021597920E+16,1.2395365906E+02,4.7677227020E+01,9.3123804323E+17,3.0282226562E+02,DA,6.0000000000E+03,3.3725818634E+01,8.3923721313E+00,2.0518058445E-03,spec-019092-59625-27021597919924020.fits,4.0143783569E+01,59625,J081548.90+474038.6,123.9537525,47.6773936,0.1130,0.1183,-0.0165,13.728,0.028,38.7,1.223E+00,13.618,0.036,30.2,1.008E+00,12.166,null,1.8,9.693E-01,9.278,null,-0.1,9.980E-01,1,0,0.000,0.000,0.000,0.000,0000,0,00nn,0000,14,14,14,14,0,14,0,14,215563717,14.587,0.032,14.165,0.041,13.882,0.047
6161,0.641214,20.688391,2.7021597920E+16,1.2395365906E+02,4.7677227020E+01,9.3123804323E+17,3.0282226562E+02,DA,6.0000000000E+03,3.3725818634E+01,8.3923721313E+00,2.0518058445E-03,spec-019092-59630-27021597919924020.fits,3.6333370209E+01,59630,J081548.90+474038.6,123.9537525,47.6773936,0.1130,0.1183,-0.0165,13.728,0.028,38.7,1.223E+00,13.618,0.036,30.2,1.008E+00,12.166,null,1.8,9.693E-01,9.278,null,-0.1,9.980E-01,1,0,0.000,0.000,0.000,0.000,0000,0,00nn,0000,14,14,14,14,0,14,0,14,215563717,14.587,0.032,14.165,0.041,13.882,0.047
6162,0.641214,20.688391,2.7021597920E+16,1.2395365906E+02,4.7677227020E+01,9.3123804323E+17,3.0282226562E+02,DA,6.0000000000E+03,3.3725818634E+01,8.3923721313E+00,2.0518058445E-03,spec-019092-59631-27021597919924020.fits,4.9613639832E+01,59631,J081548.90+474038.6,123.9537525,47.6773936,0.1130,0.1183,-0.0165,13.728,0.028,38.7,1.223E+00,13.618,0.036,30.2,1.008E+00,12.166,null,1.8,9.693E-01,9.278,null,-0.1,9.980E-01,1,0,0.000,0.000,0.000,0.000,0000,0,00nn,0000,14,14,14,14,0,14,0,14,215563717,14.587,0.032,14.165,0.041,13.882,0.047
6163,0.641214,20.688391,2.7021597920E+16,1.2395365906E+02,4.7677227020E+01,9.3123804323E+17,3.0282226562E+02,DA,6.0000000000E+03,3.3725818634E+01,8.3923721313E+00,2.0518058445E-03,spec-019092-59638-27021597919924020.fits,5.2782447815E+01,59638,J081548.90+474038.6,123.9537525,47.6773936,0.1130,0.1183,-0.0165,13.728,0.028,38.7,1.223E+00,13.618,0.036,30.2,1.008E+00,12.166,null,1.8,9.693E-01,9.278,null,-0.1,9.980E-01,1,0,0.000,0.000,0.000,0.000,0000,0,00nn,0000,14,14,14,14,0,14,0,14,215563717,14.587,0.032,14.165,0.041,13.882,0.047
6164,0.641214,20.688391,2.7021597920E+16,1.2395365906E+02,4.7677227020E+01,9.3123804323E+17,3.0282226562E+02,DA,6.0000000000E+03,3.3725818634E+01,8.3923721313E+00,2.0518058445E-03,spec-019092-59647-27021597919924020.fits,6.3659988403E+01,59647,J081548.90+474038.6,123.9537525,47.6773936,0.1130,0.1183,-0.0165,13.728,0.028,38.7,1.223E+00,13.618,0.036,30.2,1.008E+00,12.166,null,1.8,9.693E-01,9.278,null,-0.1,9.980E-01,1,0,0.000,0.000,0.000,0.000,0000,0,00nn,0000,14,14,14,14,0,14,0,14,215563717,14.587,0.032,14.165,0.041,13.882,0.047
6165,0.641214,20.688391,2.7021597920E+16,1.2395365906E+02,4.7677227020E+01,9.3123804323E+17,3.0282226562E+02,DA,6.0000000000E+03,3.3725818634E+01,8.3923721313E+00,2.0518058445E-03,spec-019092-59648-27021597919924020.fits,6.6999427795E+01,59648,J081548.90+474038.6,123.9537525,47.6773936,0.1130,0.1183,-0.0165,13.728,0.028,38.7,1.223E+00,13.618,0.036,30.2,1.008E+00,12.166,null,1.8,9.693E-01,9.278,null,-0.1,9.980E-01,1,0,0.000,0.000,0.000,0.000,0000,0,00nn,0000,14,14,14,14,0,14,0,14,215563717,14.587,0.032,14.165,0.041,13.882,0.047
6166,0.641214,20.688391,2.7021597920E+16,1.2395365906E+02,4.7677227020E+01,9.3123804323E+17,3.0282226562E+02,DA,6.0000000000E+03,3.3725818634E+01,8.3923721313E+00,2.0518058445E-03,spec-019092-59651-27021597919924020.fits,6.8661659241E+01,59651,J081548.90+474038.6,123.9537525,47.6773936,0.1130,0.1183,-0.0165,13.728,0.028,38.7,1.223E+00,13.618,0.036,30.2,1.008E+00,12.166,null,1.8,9.693E-01,9.278,null,-0.1,9.980E-01,1,0,0.000,0.000,0.000,0.000,0000,0,00nn,0000,14,14,14,14,0,14,0,14,215563717,14.587,0.032,14.165,0.041,13.882,0.047
6167,0.641214,20.688391,2.7021597920E+16,1.2395365906E+02,4.7677227020E+01,9.3123804323E+17,3.0282226562E+02,DA,6.0000000000E+03,3.3725818634E+01,8.3923721313E+00,2.0518058445E-03,spec-019092-59652-27021597919924020.fits,6.1327678680E+01,59652,J081548.90+474038.6,123.9537525,47.6773936,0.1130,0.1183,-0.0165,13.728,0.028,38.7,1.223E+00,13.618,0.036,30.2,1.008E+00,12.166,null,1.8,9.693E-01,9.278,null,-0.1,9.980E-01,1,0,0.000,0.000,0.000,0.000,0000,0,00nn,0000,14,14,14,14,0,14,0,14,215563717,14.587,0.032,14.165,0.041,13.882,0.047
6168,0.641214,20.688391,2.7021597920E+16,1.2395365906E+02,4.7677227020E+01,9.3123804323E+17,3.0282226562E+02,DA,6.0000000000E+03,3.3725818634E+01,8.3923721313E+00,2.0518058445E-03,spec-019092-59653-27021597919924020.fits,6.3831737518E+01,59653,J081548.90+474038.6,123.9537525,47.6773936,0.1130,0.1183,-0.0165,13.728,0.028,38.7,1.223E+00,13.618,0.036,30.2,1.008E+00,12.166,null,1.8,9.693E-01,9.278,null,-0.1,9.980E-01,1,0,0.000,0.000,0.000,0.000,0000,0,00nn,0000,14,14,14,14,0,14,0,14,215563717,14.587,0.032,14.165,0.041,13.882,0.047
6197,0.501668,-105.734062,2.7021597920E+16,1.3635498047E+02,5.1722858429E+01,1.0166178656E+18,2.0010427856E+02,DA,7.8554091797E+03,1.2385966301E+01,8.3275222778E+00,3.1715535442E-04,spec-020833-59637-27021597919650316.fits,1.1052350044E+01,59637,J090525.14+514322.1,136.3547639,51.7228206,0.8539,0.9272,0.1517,17.218,0.145,7.5,7.664E-01,17.319,null,-0.6,1.006E+00,13.033,null,-1.6,9.112E-01,8.720,null,1.2,1.030E+00,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0011,1,20,0,20,0,20,0,15,null,null,null,null,null,null,null
6198,0.501668,-105.734062,2.7021597920E+16,1.3635498047E+02,5.1722858429E+01,1.0166178656E+18,2.0010427856E+02,DA,7.8554091797E+03,1.2385966301E+01,8.3275222778E+00,3.1715535442E-04,spec-020833-59638-27021597919650316.fits,1.4717055321E+01,59638,J090525.14+514322.1,136.3547639,51.7228206,0.8539,0.9272,0.1517,17.218,0.145,7.5,7.664E-01,17.319,null,-0.6,1.006E+00,13.033,null,-1.6,9.112E-01,8.720,null,1.2,1.030E+00,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0011,1,20,0,20,0,20,0,15,null,null,null,null,null,null,null
6199,0.501668,-105.734062,2.7021597920E+16,1.3635498047E+02,5.1722858429E+01,1.0166178656E+18,2.0010427856E+02,DA,7.8554091797E+03,1.2385966301E+01,8.3275222778E+00,3.1715535442E-04,spec-104633-59872-27021597919650316.fits,1.4022715569E+01,59872,J090525.14+514322.1,136.3547639,51.7228206,0.8539,0.9272,0.1517,17.218,0.145,7.5,7.664E-01,17.319,null,-0.6,1.006E+00,13.033,null,-1.6,9.112E-01,8.720,null,1.2,1.030E+00,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0011,1,20,0,20,0,20,0,15,null,null,null,null,null,null,null
6200,0.501668,-105.734062,2.7021597920E+16,1.3635498047E+02,5.1722858429E+01,1.0166178656E+18,2.0010427856E+02,DA,7.8554091797E+03,1.2385966301E+01,8.3275222778E+00,3.1715535442E-04,spec-104633-59931-27021597919650316.fits,1.0778807640E+01,59931,J090525.14+514322.1,136.3547639,51.7228206,0.8539,0.9272,0.1517,17.218,0.145,7.5,7.664E-01,17.319,null,-0.6,1.006E+00,13.033,null,-1.6,9.112E-01,8.720,null,1.2,1.030E+00,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0011,1,20,0,20,0,20,0,15,null,null,null,null,null,null,null
6207,0.460395,5.681945,4.6029604770E+09,2.0435523987E+02,3.9877117157E+01,1.5000040008E+18,1.2636984253E+02,DA,8.5096582031E+03,4.7471690178E+00,7.7627859116E+00,4.0433311369E-05,spec-015299-59293-4602960477.fits,4.6864280701E+01,59293,J133725.26+395238.0,204.3552564,39.8772444,0.3158,0.3377,0.0239,16.285,0.056,19.4,7.974E-01,16.510,0.198,5.5,8.938E-01,13.424,null,-0.5,9.592E-01,9.374,null,0.6,1.012E+00,1,0,0.000,0.000,0.000,0.000,0000,0,0nnn,0011,18,34,1,34,0,34,0,34,215786018,16.274,0.075,16.382,0.200,16.158,0.250
6208,0.460395,5.681945,4.6029604770E+09,2.0435523987E+02,3.9877117157E+01,1.5000040008E+18,1.2636984253E+02,DA,8.5096582031E+03,4.7471690178E+00,7.7627859116E+00,4.0433311369E-05,spec-015299-59311-4602960477.fits,4.6312198639E+01,59311,J133725.26+395238.0,204.3552564,39.8772444,0.3158,0.3377,0.0239,16.285,0.056,19.4,7.974E-01,16.510,0.198,5.5,8.938E-01,13.424,null,-0.5,9.592E-01,9.374,null,0.6,1.012E+00,1,0,0.000,0.000,0.000,0.000,0000,0,0nnn,0011,18,34,1,34,0,34,0,34,215786018,16.274,0.075,16.382,0.200,16.158,0.250
6209,0.460395,5.681945,4.6029604770E+09,2.0435523987E+02,3.9877117157E+01,1.5000040008E+18,1.2636984253E+02,DA,8.5096582031E+03,4.7471690178E+00,7.7627859116E+00,4.0433311369E-05,spec-015299-59369-4602960477.fits,5.9271282196E+01,59369,J133725.26+395238.0,204.3552564,39.8772444,0.3158,0.3377,0.0239,16.285,0.056,19.4,7.974E-01,16.510,0.198,5.5,8.938E-01,13.424,null,-0.5,9.592E-01,9.374,null,0.6,1.012E+00,1,0,0.000,0.000,0.000,0.000,0000,0,0nnn,0011,18,34,1,34,0,34,0,34,215786018,16.274,0.075,16.382,0.200,16.158,0.250
6258,0.051879,-4.164570,2.7021597829E+16,2.7618463135E+02,6.0033313751E+01,2.1580830131E+18,1.8760568237E+02,DA,1.1595383789E+04,1.5128273010E+01,7.7434363365E+00,1.9221098046E-04,spec-101204-59744-27021597828629321.fits,2.6087007523E+01,59744,J182444.31+600159.9,276.1846293,60.0333281,0.3073,0.3173,-0.1000,16.465,0.055,19.7,8.516E-01,16.658,0.189,5.8,8.740E-01,13.618,null,-0.7,1.006E+00,9.692,null,0.4,1.099E+00,1,0,0.000,0.000,0.000,0.000,0000,0,1nnn,0000,21,46,1,45,0,45,0,44,689269967,16.131,0.100,16.165,0.211,16.681,null
6353,0.930543,-89.453414,2.7021597909E+16,1.9533966064E+02,6.7218826294E+01,1.6793652024E+18,3.3117919922E+01,DA,6.4906455078E+03,1.3017975807E+01,8.0216522217E+00,6.5047398675E-04,spec-100765-59981-27021597908775141.fits,1.4323285103E+01,59981,J130121.35+671307.7,195.3389931,67.2188288,0.1986,0.2022,0.0608,15.353,0.039,27.7,8.432E-01,15.403,0.088,12.4,9.420E-01,12.546,null,1.8,9.148E-01,9.427,null,0.3,9.634E-01,1,0,0.000,0.000,0.000,0.001,0000,0,00nn,0000,27,27,9,27,0,24,0,25,677169809,15.620,0.075,15.323,0.127,15.337,0.241
6422,0.768376,19.709329,2.7021597912E+16,1.1406361389E+02,7.9676338196E+01,1.1418465406E+18,2.2483528137E+01,DA,2.1639082031E+04,1.0026603699E+02,8.0171213150E+00,2.4568865774E-04,spec-102160-59979-27021597911570144.fits,1.4224582672E+01,59979,J073615.36+794035.5,114.0640156,79.6765391,0.3065,0.3371,0.0511,16.369,0.056,19.5,9.528E-01,16.824,0.242,4.5,8.963E-01,13.440,null,0.0,9.831E-01,9.508,null,0.3,9.518E-01,1,0,0.000,0.000,0.000,0.000,h000,0,1nnn,0011,18,39,1,39,0,37,0,37,568160945,16.021,0.091,16.037,null,16.428,null
6452,0.786720,163.488621,4.4770693560E+09,1.1168698120E+02,-8.8242645264E+00,3.0537277647E+18,3.3237518311E+01,DA,1.0015715820E+04,2.0496456146E+01,8.1053676605E+00,2.6738439919E-04,spec-015231-59270-4477069356.fits,2.5290718079E+01,59270,J072644.89-084928.1,111.6870441,-8.8244740,0.8594,0.9194,-0.1311,16.717,0.149,7.3,1.160E+00,16.419,null,0.7,7.140E-01,12.811,0.513,2.1,9.462E-01,8.689,null,1.4,9.488E-01,1,0,0.000,0.000,0.000,0.003,0000,0,3nnn,0000,4,13,0,13,0,13,0,13,null,null,null,null,null,null,null
6484,0.287055,-176.869451,2.7021597929E+16,3.3841165161E+02,-1.2257754326E+01,2.6016894662E+18,3.3991172791E+01,DA,2.7667369141E+04,1.6206886292E+02,8.7273349762E+00,8.3522667410E-05,spec-103558-59894-27021597928571042.fits,1.1154864311E+01,59894,J223338.79-121528.2,338.4116472,-12.2578339,0.8726,0.8973,-0.2551,17.007,0.173,6.3,8.418E-01,16.170,0.272,4.0,9.305E-01,12.522,null,0.3,1.099E+00,8.662,0.360,3.0,9.562E-01,1,0,0.000,0.000,0.000,0.004,0000,0,nnnn,0000,1,12,1,12,0,12,0,12,5647388,16.356,0.106,16.438,0.242,17.102,null
6485,0.287055,-176.869451,2.7021597929E+16,3.3841165161E+02,-1.2257754326E+01,2.6016894662E+18,3.3991172791E+01,DA,2.7667369141E+04,1.6206886292E+02,8.7273349762E+00,8.3522667410E-05,spec-103558-59938-27021597928571042.fits,1.4957056999E+01,59938,J223338.79-121528.2,338.4116472,-12.2578339,0.8726,0.8973,-0.2551,17.007,0.173,6.3,8.418E-01,16.170,0.272,4.0,9.305E-01,12.522,null,0.3,1.099E+00,8.662,0.360,3.0,9.562E-01,1,0,0.000,0.000,0.000,0.004,0000,0,nnnn,0000,1,12,1,12,0,12,0,12,5647388,16.356,0.106,16.438,0.242,17.102,null
6499,0.397287,-156.375360,2.7021598436E+16,2.6913088989E+02,-1.9659847021E+00,4.1784871301E+18,1.4779594421E+01,DA,2.6931757812E+04,3.4384918213E+02,6.6393666267E+00,8.2681764616E-04,spec-103217-59704-27021598436365474.fits,1.0631354332E+01,59704,J175631.40-015757.9,269.1308456,-1.9660858,0.7208,0.7853,-0.1920,16.461,0.123,8.8,1.605E+00,16.487,null,0.6,1.071E+00,12.463,0.463,2.3,8.988E-01,9.076,null,-0.1,1.255E+00,1,0,0.000,0.000,0.000,0.000,0000,0,0nnn,0000,5,11,0,11,1,10,1,10,null,null,null,null,null,null,null
6510,0.553529,175.105270,4.3504877700E+09,2.3015940857E+02,3.9064369202E+01,1.3884931765E+18,5.8689411163E+01,DA,8.6949023438E+03,5.1331610680E+00,8.0899314880E+00,2.1680569625E-04,spec-015358-59387-4350487770.fits,4.3133754730E+01,59387,J152038.26+390351.1,230.1594255,39.0642160,0.2586,0.2780,0.0446,16.330,0.048,22.4,9.623E-01,16.321,0.137,7.9,8.507E-01,13.129,0.334,3.2,9.751E-01,9.538,null,0.8,9.785E-01,1,0,0.000,0.000,0.000,0.000,0000,0,1nnn,0011,28,56,1,56,0,54,0,54,563182755,16.354,0.100,16.521,null,15.832,null
6551,0.496248,54.717813,4.3750412710E+09,2.0259243011E+01,-4.7038710117E-01,2.5341247129E+18,4.6862655640E+01,DA,1.0606964844E+04,7.1112442017E+00,8.1929712296E+00,1.3384489284E-04,spec-015009-59164-4375041271.fits,2.4670194626E+01,59164,J012102.24-002813.1,20.2593555,-0.4703075,0.5002,0.5204,-0.1444,16.507,0.095,11.5,8.067E-01,15.685,0.151,7.2,9.960E-01,12.443,null,0.9,8.766E-01,8.892,null,0.6,1.027E+00,1,0,0.000,0.000,0.000,0.000,0000,0,0nnn,0000,8,17,0,17,0,16,0,16,null,null,null,null,null,null,null
6552,0.496248,54.717813,4.3750412710E+09,2.0259243011E+01,-4.7038710117E-01,2.5341247129E+18,4.6862655640E+01,DA,1.0606964844E+04,7.1112442017E+00,8.1929712296E+00,1.3384489284E-04,spec-015009-59192-4375041271.fits,1.6999195099E+01,59192,J012102.24-002813.1,20.2593555,-0.4703075,0.5002,0.5204,-0.1444,16.507,0.095,11.5,8.067E-01,15.685,0.151,7.2,9.960E-01,12.443,null,0.9,8.766E-01,8.892,null,0.6,1.027E+00,1,0,0.000,0.000,0.000,0.000,0000,0,0nnn,0000,8,17,0,17,0,16,0,16,null,null,null,null,null,null,null
