cntr_01,dist_x,pang_x,catalogid_01,ra_01,dec_01,gaia_dr3_source_id_01,snr_snowwhite_01,wd_type_01,teff_snowwhite_01,e_teff_snowwhite_01,logg_snowwhite_01,e_logg_snowwhite_01,spec_file_01,sn_median_all_01,mjd_01,designation,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,cc_flags,ext_flg,var_flg,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
3712,0.700600,-10.903820,2.7021597920E+16,1.3936860657E+02,4.9688854218E+01,1.0129426492E+18,2.1341808319E+01,DA,1.3424517578E+04,7.5515068054E+01,7.9876251221E+00,2.6231282391E-04,spec-103034-59978-27021597919789667.fits,1.5302591324E+01,59978,J091728.45+494120.5,139.3685497,49.6890453,0.3840,0.4267,0.0642,17.041,0.143,7.6,1.022E+00,16.733,0.421,2.6,8.676E-01,12.692,null,-0.9,9.831E-01,8.624,0.340,3.2,1.137E+00,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0044,3,16,0,16,0,10,0,11,null,null,null,null,null,null,null
3713,0.700600,-10.903820,2.7021597920E+16,1.3936860657E+02,4.9688854218E+01,1.0129426492E+18,2.1341808319E+01,DA,1.3424517578E+04,7.5515068054E+01,7.9876251221E+00,2.6231282391E-04,spec-103067-60007-27021597919789667.fits,1.3081296921E+01,60007,J091728.45+494120.5,139.3685497,49.6890453,0.3840,0.4267,0.0642,17.041,0.143,7.6,1.022E+00,16.733,0.421,2.6,8.676E-01,12.692,null,-0.9,9.831E-01,8.624,0.340,3.2,1.137E+00,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0044,3,16,0,16,0,10,0,11,null,null,null,null,null,null,null
3738,0.284416,13.079168,2.7021598152E+16,1.5978079224E+02,8.3111877441E+00,3.8689276071E+18,4.2102375031E+01,DA,2.2642427734E+04,3.6760501862E+01,7.4103169441E+00,1.6851325927E-04,spec-101240-59690-27021598151587061.fits,2.9781684875E+01,59690,J103907.39+081840.5,159.7808103,8.3112647,0.9557,1.0453,0.0933,16.960,0.160,6.8,7.748E-01,16.365,null,1.2,1.009E+00,12.430,null,0.5,9.339E-01,8.921,null,0.2,1.004E+00,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,1111,1,12,0,12,0,12,0,12,null,null,null,null,null,null,null
3739,0.284416,13.079168,2.7021598152E+16,1.5978079224E+02,8.3111877441E+00,3.8689276071E+18,4.2102375031E+01,DA,2.2642427734E+04,3.6760501862E+01,7.4103169441E+00,1.6851325927E-04,spec-101240-60053-27021598151587061.fits,4.3048095703E+01,60053,J103907.39+081840.5,159.7808103,8.3112647,0.9557,1.0453,0.0933,16.960,0.160,6.8,7.748E-01,16.365,null,1.2,1.009E+00,12.430,null,0.5,9.339E-01,8.921,null,0.2,1.004E+00,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,1111,1,12,0,12,0,12,0,12,null,null,null,null,null,null,null
3748,0.609800,-74.396964,2.7021597933E+16,9.7021722794E+00,-1.5759493113E+00,2.5304431056E+18,5.0308696747E+01,DA,1.7719132812E+04,3.0869932175E+01,7.5127630234E+00,1.4805785031E-04,spec-104618-59912-27021597933231170.fits,2.0928541183E+01,59912,J003848.48-013433.2,9.7020091,-1.5759038,0.8236,0.8570,-0.2541,16.817,0.148,7.4,7.091E-01,16.268,0.328,3.3,9.119E-01,12.467,null,-2.1,8.889E-01,9.005,null,-1.3,9.082E-01,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,1111,1,11,0,11,0,10,0,11,67646107,17.009,0.140,16.418,null,15.976,null
3749,0.609800,-74.396964,2.7021597933E+16,9.7021722794E+00,-1.5759493113E+00,2.5304431056E+18,5.0308696747E+01,DA,1.7719132812E+04,3.0869932175E+01,7.5127630234E+00,1.4805785031E-04,spec-104644-59828-27021597933231170.fits,1.3204965591E+01,59828,J003848.48-013433.2,9.7020091,-1.5759038,0.8236,0.8570,-0.2541,16.817,0.148,7.4,7.091E-01,16.268,0.328,3.3,9.119E-01,12.467,null,-2.1,8.889E-01,9.005,null,-1.3,9.082E-01,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,1111,1,11,0,11,0,10,0,11,67646107,17.009,0.140,16.418,null,15.976,null
3819,0.788033,-14.256649,4.5555971580E+09,1.2784768677E+02,3.3529621124E+01,7.1094796803E+17,4.7504680634E+01,DA,8.9000000000E+04,8.0757416785E-02,6.5000000000E+00,4.0300365072E-04,spec-015059-59199-4555597158.fits,3.4637123108E+01,59199,J083123.42+333147.3,127.8476221,33.5298333,0.3756,0.4040,-0.0246,15.944,0.067,16.3,7.448E-01,16.107,0.236,4.6,9.902E-01,12.501,null,0.5,9.607E-01,8.634,null,1.3,1.048E+00,1,0,0.000,0.000,0.000,0.000,0000,0,0nnn,1111,13,14,1,14,0,14,1,14,195963961,16.299,0.128,16.465,null,15.560,0.236
3835,0.902454,147.794733,4.3973877030E+09,3.4006732178E+02,4.0225234985E+01,1.9323749870E+18,1.1544123650E+01,DA,1.2199990234E+04,1.9999798584E+02,8.2200937271E+00,2.5217758957E-04,spec-015082-59215-4397387703.fits,7.3882617950E+00,59215,J224016.19+401330.0,340.0674968,40.2250229,1.1733,1.2030,-0.4356,17.367,0.195,5.6,8.771E-01,17.233,null,-0.5,1.006E+00,12.925,null,-1.2,9.823E-01,9.303,null,-1.2,9.186E-01,1,0,0.000,0.000,0.000,0.002,0000,0,nnnn,0000,0,18,1,18,0,17,0,17,null,null,null,null,null,null,null
3858,0.324188,-135.718153,2.7021598726E+16,3.0998681641E+02,-4.5479183197E+00,6.9145581472E+18,1.2382831573E+01,DA,1.6946773438E+04,2.8253985596E+02,7.6757707596E+00,2.4976007990E-04,spec-101057-59847-27021598725677121.fits,8.8815975189E+00,59847,J203956.82-043252.7,309.9867533,-4.5479828,0.7567,0.7955,-0.2580,16.737,0.128,8.5,8.250E-01,16.354,0.348,3.1,7.858E-01,12.212,null,1.3,1.042E+00,9.002,null,-0.8,8.504E-01,1,0,0.000,0.000,0.000,0.000,0000,0,0nnn,1111,4,13,0,13,0,13,0,13,null,null,null,null,null,null,null
3876,0.876590,85.700507,2.7021597911E+16,1.3718099976E+02,8.5910850525E+01,1.1511024013E+18,1.3031706238E+02,DA,1.3714761719E+04,1.1621315002E+02,8.0203495026E+00,9.1302565124E-05,spec-102164-59651-27021597911099046.fits,9.4119157791E+00,59651,J090844.25+855439.1,137.1844049,85.9108688,0.3558,0.3711,0.0846,16.312,0.062,17.6,1.089E+00,16.953,0.331,3.3,9.476E-01,13.223,null,-2.7,1.086E+00,9.579,null,-1.7,9.407E-01,1,0,0.000,0.000,0.000,0.000,0000,0,1nnn,0000,13,32,1,32,0,31,0,31,801144458,16.194,0.121,16.294,0.302,15.605,null
3877,0.876590,85.700507,2.7021597911E+16,1.3718099976E+02,8.5910850525E+01,1.1511024013E+18,1.3031706238E+02,DA,1.3714761719E+04,1.1621315002E+02,8.0203495026E+00,9.1302565124E-05,spec-102164-59652-27021597911099046.fits,6.7293629646E+00,59652,J090844.25+855439.1,137.1844049,85.9108688,0.3558,0.3711,0.0846,16.312,0.062,17.6,1.089E+00,16.953,0.331,3.3,9.476E-01,13.223,null,-2.7,1.086E+00,9.579,null,-1.7,9.407E-01,1,0,0.000,0.000,0.000,0.000,0000,0,1nnn,0000,13,32,1,32,0,31,0,31,801144458,16.194,0.121,16.294,0.302,15.605,null
3878,0.876590,85.700507,2.7021597911E+16,1.3718099976E+02,8.5910850525E+01,1.1511024013E+18,1.3031706238E+02,DA,1.3714761719E+04,1.1621315002E+02,8.0203495026E+00,9.1302565124E-05,spec-102164-59653-27021597911099046.fits,1.1067274094E+01,59653,J090844.25+855439.1,137.1844049,85.9108688,0.3558,0.3711,0.0846,16.312,0.062,17.6,1.089E+00,16.953,0.331,3.3,9.476E-01,13.223,null,-2.7,1.086E+00,9.579,null,-1.7,9.407E-01,1,0,0.000,0.000,0.000,0.000,0000,0,1nnn,0000,13,32,1,32,0,31,0,31,801144458,16.194,0.121,16.294,0.302,15.605,null
3879,0.876590,85.700507,2.7021597911E+16,1.3718099976E+02,8.5910850525E+01,1.1511024013E+18,1.3031706238E+02,DA,1.3714761719E+04,1.1621315002E+02,8.0203495026E+00,9.1302565124E-05,spec-102164-59654-27021597911099046.fits,6.1412234306E+00,59654,J090844.25+855439.1,137.1844049,85.9108688,0.3558,0.3711,0.0846,16.312,0.062,17.6,1.089E+00,16.953,0.331,3.3,9.476E-01,13.223,null,-2.7,1.086E+00,9.579,null,-1.7,9.407E-01,1,0,0.000,0.000,0.000,0.000,0000,0,1nnn,0000,13,32,1,32,0,31,0,31,801144458,16.194,0.121,16.294,0.302,15.605,null
3889,0.812261,132.253715,2.7021597907E+16,2.5272425842E+02,7.7812751770E+01,1.7058532278E+18,5.4639297485E+01,DA,2.9805472656E+04,3.5851531982E+01,7.2164587975E+00,1.4931286569E-04,spec-100745-59653-27021597906954587.fits,3.9201625824E+01,59653,J165054.01+774845.3,252.7250495,77.8126001,0.1976,0.1952,-0.0507,15.754,0.038,28.8,9.549E-01,15.820,0.089,12.2,9.603E-01,13.605,null,-1.3,9.945E-01,9.949,null,-0.4,9.542E-01,1,0,0.000,0.000,0.000,0.001,0000,0,11nn,0000,49,51,8,51,0,47,0,47,677903387,15.660,0.080,15.649,0.145,14.903,null
3906,0.241657,109.505218,2.7021597970E+16,4.5102401733E+01,-3.9508181810E-01,5.1881158856E+18,1.1520613861E+02,DA,6.0000000000E+03,0.0000000000E+00,8.1083745956E+00,7.0543378570E-06,spec-104621-59884-27021597970242307.fits,3.1060388565E+01,59884,J030024.59-002342.3,45.1024650,-0.3951042,0.2971,0.3023,-0.0823,15.852,0.053,20.5,9.333E-01,15.617,0.134,8.1,9.163E-01,12.932,null,0.1,9.204E-01,9.306,null,0.2,1.084E+00,1,0,0.000,0.000,0.000,0.000,0000,0,1nnn,0111,21,21,3,21,0,20,1,20,null,null,null,null,null,null,null
3961,0.192847,41.608377,2.7021597829E+16,2.7953143311E+02,6.0361679077E+01,2.1564699952E+18,2.9002094269E+01,DA,8.9125117188E+03,1.3968999863E+01,7.9862594604E+00,2.1346661379E-04,spec-101204-59744-27021597828524167.fits,2.0615386963E+01,59744,J183807.56+602142.1,279.5315050,60.3617191,0.1756,0.1730,-0.0447,15.481,0.034,31.5,8.727E-01,15.680,0.081,13.5,9.011E-01,13.605,null,-1.8,9.446E-01,9.820,null,0.2,9.987E-01,1,0,0.000,0.000,0.000,0.000,0000,0,01nn,0000,46,48,11,48,0,46,0,46,1099475263,15.570,0.066,15.404,0.119,15.303,null
4030,0.236573,-86.736458,2.7021598726E+16,3.1168411255E+02,-1.9120022058E+00,4.2267163487E+18,4.9824687958E+01,DA,1.3076675781E+04,1.7663558960E+02,8.1089458466E+00,2.3836661421E-04,spec-101059-59797-27021598726264235.fits,1.0012009621E+01,59797,J204644.17-015443.1,311.6840469,-1.9119985,0.3387,0.3674,-0.0807,15.494,0.062,17.5,9.147E-01,15.338,0.196,5.5,1.169E+00,12.123,null,-0.5,1.005E+00,8.548,null,-0.4,1.055E+00,1,0,0.000,0.000,0.000,0.000,0000,0,0nnn,2255,10,10,3,9,0,4,0,4,90390928,16.289,0.101,15.764,0.131,15.470,0.182
4094,0.303189,-103.189773,2.7021597899E+16,8.3439147949E+01,6.0963859558E+01,2.8309676066E+17,3.5834865570E+01,DA,1.2750000000E+04,6.1996894836E+01,7.8234162331E+00,2.7491889341E-05,spec-103749-59974-27021597899383865.fits,2.4749435425E+01,59974,J053345.35+605749.8,83.4389790,60.9638403,0.3305,0.3679,-0.0913,15.888,0.063,17.2,7.407E-01,15.666,0.145,7.5,1.142E+00,12.366,null,1.1,9.519E-01,9.236,null,-0.7,1.203E+00,1,0,0.000,0.000,0.000,0.007,0000,0,03nn,0000,13,15,4,15,1,15,1,15,911167875,15.989,0.086,15.777,0.139,15.595,0.192
4095,0.303189,-103.189773,2.7021597899E+16,8.3439147949E+01,6.0963859558E+01,2.8309676066E+17,3.5834865570E+01,DA,1.2750000000E+04,6.1996894836E+01,7.8234162331E+00,2.7491889341E-05,spec-103749-59975-27021597899383865.fits,4.2642661929E-01,59975,J053345.35+605749.8,83.4389790,60.9638403,0.3305,0.3679,-0.0913,15.888,0.063,17.2,7.407E-01,15.666,0.145,7.5,1.142E+00,12.366,null,1.1,9.519E-01,9.236,null,-0.7,1.203E+00,1,0,0.000,0.000,0.000,0.007,0000,0,03nn,0000,13,15,4,15,1,15,1,15,911167875,15.989,0.086,15.777,0.139,15.595,0.192
4157,0.530632,141.699675,2.7021597904E+16,2.6389712524E+02,5.3770706177E+01,1.4176166282E+18,2.1931893921E+02,DA,1.9399757812E+04,4.3289184570E+01,7.8297009468E+00,1.8226406246E-04,spec-101156-59957-27021597904243727.fits,2.3416090012E+01,59957,J173535.34+534614.1,263.8972798,53.7705905,0.5719,0.6174,-0.0714,17.358,0.101,10.7,8.900E-01,17.058,0.263,4.1,9.095E-01,12.967,null,1.6,1.017E+00,9.860,null,-1.4,1.020E+00,1,0,0.000,0.000,0.000,0.000,0000,0,0nnn,0000,5,53,2,53,4,51,1,51,1055338079,16.918,0.147,16.715,0.291,16.181,null
4158,0.530632,141.699675,2.7021597904E+16,2.6389712524E+02,5.3770706177E+01,1.4176166282E+18,2.1931893921E+02,DA,1.9399757812E+04,4.3289184570E+01,7.8297009468E+00,1.8226406246E-04,spec-101156-59958-27021597904243727.fits,9.7248497009E+00,59958,J173535.34+534614.1,263.8972798,53.7705905,0.5719,0.6174,-0.0714,17.358,0.101,10.7,8.900E-01,17.058,0.263,4.1,9.095E-01,12.967,null,1.6,1.017E+00,9.860,null,-1.4,1.020E+00,1,0,0.000,0.000,0.000,0.000,0000,0,0nnn,0000,5,53,2,53,4,51,1,51,1055338079,16.918,0.147,16.715,0.291,16.181,null
4246,0.220457,158.751312,2.7021597907E+16,2.5429533386E+02,8.0193794250E+01,1.7093877754E+18,8.6213653564E+01,DA,3.5000000000E+04,6.2554948032E-02,7.5000000000E+00,1.2144305947E-04,spec-102102-59648-27021597906905574.fits,1.0093338013E+01,59648,J165710.91+801137.4,254.2954642,80.1937372,0.3725,0.3817,-0.1082,16.639,0.065,16.7,9.462E-01,16.797,0.230,4.7,9.531E-01,13.462,null,-2.0,9.357E-01,9.636,null,0.4,9.113E-01,1,0,0.000,0.000,0.000,0.000,0000,0,0nnn,0000,14,46,1,46,0,44,0,44,null,null,null,null,null,null,null
4247,0.220457,158.751312,2.7021597907E+16,2.5429533386E+02,8.0193794250E+01,1.7093877754E+18,8.6213653564E+01,DA,3.5000000000E+04,6.2554948032E-02,7.5000000000E+00,1.2144305947E-04,spec-102102-59651-27021597906905574.fits,9.4497098923E+00,59651,J165710.91+801137.4,254.2954642,80.1937372,0.3725,0.3817,-0.1082,16.639,0.065,16.7,9.462E-01,16.797,0.230,4.7,9.531E-01,13.462,null,-2.0,9.357E-01,9.636,null,0.4,9.113E-01,1,0,0.000,0.000,0.000,0.000,0000,0,0nnn,0000,14,46,1,46,0,44,0,44,null,null,null,null,null,null,null
4248,0.220457,158.751312,2.7021597907E+16,2.5429533386E+02,8.0193794250E+01,1.7093877754E+18,8.6213653564E+01,DA,3.5000000000E+04,6.2554948032E-02,7.5000000000E+00,1.2144305947E-04,spec-102102-59653-27021597906905574.fits,7.5878648758E+00,59653,J165710.91+801137.4,254.2954642,80.1937372,0.3725,0.3817,-0.1082,16.639,0.065,16.7,9.462E-01,16.797,0.230,4.7,9.531E-01,13.462,null,-2.0,9.357E-01,9.636,null,0.4,9.113E-01,1,0,0.000,0.000,0.000,0.000,0000,0,0nnn,0000,14,46,1,46,0,44,0,44,null,null,null,null,null,null,null
4249,0.220457,158.751312,2.7021597907E+16,2.5429533386E+02,8.0193794250E+01,1.7093877754E+18,8.6213653564E+01,DA,3.5000000000E+04,6.2554948032E-02,7.5000000000E+00,1.2144305947E-04,spec-102102-59654-27021597906905574.fits,9.2326602936E+00,59654,J165710.91+801137.4,254.2954642,80.1937372,0.3725,0.3817,-0.1082,16.639,0.065,16.7,9.462E-01,16.797,0.230,4.7,9.531E-01,13.462,null,-2.0,9.357E-01,9.636,null,0.4,9.113E-01,1,0,0.000,0.000,0.000,0.000,0000,0,0nnn,0000,14,46,1,46,0,44,0,44,null,null,null,null,null,null,null
4250,0.220457,158.751312,2.7021597907E+16,2.5429533386E+02,8.0193794250E+01,1.7093877754E+18,8.6213653564E+01,DA,3.5000000000E+04,6.2554948032E-02,7.5000000000E+00,1.2144305947E-04,spec-102102-59658-27021597906905574.fits,2.2034669876E+01,59658,J165710.91+801137.4,254.2954642,80.1937372,0.3725,0.3817,-0.1082,16.639,0.065,16.7,9.462E-01,16.797,0.230,4.7,9.531E-01,13.462,null,-2.0,9.357E-01,9.636,null,0.4,9.113E-01,1,0,0.000,0.000,0.000,0.000,0000,0,0nnn,0000,14,46,1,46,0,44,0,44,null,null,null,null,null,null,null
4259,0.166234,156.751944,4.5895801980E+09,2.0582130432E+02,-5.7592272758E+00,3.6324182192E+18,null,DA,null,null,null,null,spec-015200-59246-4589580198.fits,3.7132080078E+01,59246,J134317.11-054533.3,205.8213226,-5.7592697,0.2462,0.2620,0.0347,15.595,0.047,23.2,8.968E-01,15.612,0.127,8.5,9.673E-01,12.228,null,1.7,8.691E-01,9.329,null,-1.0,1.021E+00,1,0,0.000,0.000,0.000,0.002,0000,0,1nnn,1111,22,22,2,22,0,21,0,21,null,null,null,null,null,null,null
4260,0.166234,156.751944,4.5895801980E+09,2.0582130432E+02,-5.7592272758E+00,3.6324182192E+18,null,DA,null,null,null,null,spec-015200-59273-4589580198.fits,6.4422607422E+01,59273,J134317.11-054533.3,205.8213226,-5.7592697,0.2462,0.2620,0.0347,15.595,0.047,23.2,8.968E-01,15.612,0.127,8.5,9.673E-01,12.228,null,1.7,8.691E-01,9.329,null,-1.0,1.021E+00,1,0,0.000,0.000,0.000,0.002,0000,0,1nnn,1111,22,22,2,22,0,21,0,21,null,null,null,null,null,null,null
4261,0.166234,156.751944,4.5895801980E+09,2.0582130432E+02,-5.7592272758E+00,3.6324182192E+18,null,DA,null,null,null,null,spec-015200-59305-4589580198.fits,2.5565311432E+01,59305,J134317.11-054533.3,205.8213226,-5.7592697,0.2462,0.2620,0.0347,15.595,0.047,23.2,8.968E-01,15.612,0.127,8.5,9.673E-01,12.228,null,1.7,8.691E-01,9.329,null,-1.0,1.021E+00,1,0,0.000,0.000,0.000,0.002,0000,0,1nnn,1111,22,22,2,22,0,21,0,21,null,null,null,null,null,null,null
4262,0.166234,156.751944,4.5895801980E+09,2.0582130432E+02,-5.7592272758E+00,3.6324182192E+18,null,DA,null,null,null,null,spec-015200-59324-4589580198.fits,3.7901020050E+01,59324,J134317.11-054533.3,205.8213226,-5.7592697,0.2462,0.2620,0.0347,15.595,0.047,23.2,8.968E-01,15.612,0.127,8.5,9.673E-01,12.228,null,1.7,8.691E-01,9.329,null,-1.0,1.021E+00,1,0,0.000,0.000,0.000,0.002,0000,0,1nnn,1111,22,22,2,22,0,21,0,21,null,null,null,null,null,null,null
4263,0.166234,156.751944,4.5895801980E+09,2.0582130432E+02,-5.7592272758E+00,3.6324182192E+18,null,DA,null,null,null,null,spec-015349-59304-4589580198.fits,1.9200065613E+01,59304,J134317.11-054533.3,205.8213226,-5.7592697,0.2462,0.2620,0.0347,15.595,0.047,23.2,8.968E-01,15.612,0.127,8.5,9.673E-01,12.228,null,1.7,8.691E-01,9.329,null,-1.0,1.021E+00,1,0,0.000,0.000,0.000,0.002,0000,0,1nnn,1111,22,22,2,22,0,21,0,21,null,null,null,null,null,null,null
4284,0.946711,-92.267231,2.7021597936E+16,3.3104275513E+02,2.5588772297E+00,2.6832717859E+18,1.0636851807E+03,DA,1.5578454102E+04,3.7492591858E+01,7.9916734695E+00,2.1113114781E-04,spec-103532-59899-27021597936284393.fits,2.2617176056E+01,59899,J220410.19+023331.9,331.0424921,2.5588668,0.9118,0.9229,-0.2311,16.922,0.155,7.0,8.176E-01,16.593,0.418,2.6,9.640E-01,12.610,null,-0.9,9.963E-01,9.082,null,-1.8,9.889E-01,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0000,3,11,1,11,0,11,0,11,null,null,null,null,null,null,null
4288,0.567498,107.330539,2.7021598150E+16,1.4793324280E+02,7.8322982788E+00,3.8538717152E+18,2.2369073486E+02,DA,1.1281253906E+04,1.8765115738E+01,8.1137981415E+00,2.0242207393E-04,spec-101281-59641-27021598150366041.fits,2.6332109451E+01,59641,J095144.01+074956.1,147.9333947,7.8322513,0.8978,0.9741,0.0997,16.981,0.173,6.3,8.552E-01,15.914,0.235,4.6,9.283E-01,12.493,null,0.2,8.034E-01,8.976,null,-0.1,9.288E-01,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0000,1,11,1,11,0,11,0,11,null,null,null,null,null,null,null
4289,0.567498,107.330539,2.7021598150E+16,1.4793324280E+02,7.8322982788E+00,3.8538717152E+18,2.2369073486E+02,DA,1.1281253906E+04,1.8765115738E+01,8.1137981415E+00,2.0242207393E-04,spec-101281-60029-27021598150366041.fits,3.1191743851E+01,60029,J095144.01+074956.1,147.9333947,7.8322513,0.8978,0.9741,0.0997,16.981,0.173,6.3,8.552E-01,15.914,0.235,4.6,9.283E-01,12.493,null,0.2,8.034E-01,8.976,null,-0.1,9.288E-01,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0000,1,11,1,11,0,11,0,11,null,null,null,null,null,null,null
4312,0.309552,-86.704600,2.7021597907E+16,2.6397360229E+02,8.0356140137E+01,1.7068001822E+18,3.1106386185E+01,DA,2.8415871094E+04,1.9502344131E+01,7.7124056816E+00,1.9586533017E-04,spec-100159-59647-27021597906871459.fits,1.7239191055E+01,59647,J173553.54+802122.1,263.9730899,80.3561451,0.3080,0.3253,-0.0808,16.416,0.056,19.4,8.750E-01,16.497,0.173,6.3,9.524E-01,13.565,null,-2.7,9.978E-01,9.826,null,-1.2,1.074E+00,1,0,0.000,0.000,0.000,0.000,0000,0,00nn,0000,20,50,6,50,1,47,0,47,717179854,16.041,0.093,16.120,0.234,16.931,null
4313,0.309552,-86.704600,2.7021597907E+16,2.6397360229E+02,8.0356140137E+01,1.7068001822E+18,3.1106386185E+01,DA,2.8415871094E+04,1.9502344131E+01,7.7124056816E+00,1.9586533017E-04,spec-100159-60064-27021597906871459.fits,3.5339057922E+01,60064,J173553.54+802122.1,263.9730899,80.3561451,0.3080,0.3253,-0.0808,16.416,0.056,19.4,8.750E-01,16.497,0.173,6.3,9.524E-01,13.565,null,-2.7,9.978E-01,9.826,null,-1.2,1.074E+00,1,0,0.000,0.000,0.000,0.000,0000,0,00nn,0000,20,50,6,50,1,47,0,47,717179854,16.041,0.093,16.120,0.234,16.931,null
4337,0.102674,-142.373965,4.5432058610E+09,1.1293793488E+02,2.3897926331E+01,8.6685056929E+17,7.0964958191E+01,DA,1.2124855469E+04,1.8574420929E+01,8.0963363647E+00,8.6972519057E-05,spec-015191-59247-4543205861.fits,2.3314844131E+01,59247,J073145.09+235352.4,112.9379158,23.8979037,0.6485,0.6901,-0.0923,16.518,0.112,9.7,8.874E-01,16.283,0.333,3.3,8.982E-01,12.616,null,0.1,9.055E-01,8.651,null,1.1,9.364E-01,1,0,0.000,0.000,0.000,0.000,0000,0,0nnn,0000,4,12,0,11,0,12,0,12,157592719,16.172,0.072,16.615,0.249,15.886,0.231
4338,0.102674,-142.373965,4.5432058610E+09,1.1293793488E+02,2.3897926331E+01,8.6685056929E+17,7.0964958191E+01,DA,1.2124855469E+04,1.8574420929E+01,8.0963363647E+00,8.6972519057E-05,spec-015285-59276-4543205861.fits,6.2643986940E-01,59276,J073145.09+235352.4,112.9379158,23.8979037,0.6485,0.6901,-0.0923,16.518,0.112,9.7,8.874E-01,16.283,0.333,3.3,8.982E-01,12.616,null,0.1,9.055E-01,8.651,null,1.1,9.364E-01,1,0,0.000,0.000,0.000,0.000,0000,0,0nnn,0000,4,12,0,11,0,12,0,12,157592719,16.172,0.072,16.615,0.249,15.886,0.231
4339,0.102674,-142.373965,4.5432058610E+09,1.1293793488E+02,2.3897926331E+01,8.6685056929E+17,7.0964958191E+01,DA,1.2124855469E+04,1.8574420929E+01,8.0963363647E+00,8.6972519057E-05,spec-015285-59304-4543205861.fits,4.4429698944E+01,59304,J073145.09+235352.4,112.9379158,23.8979037,0.6485,0.6901,-0.0923,16.518,0.112,9.7,8.874E-01,16.283,0.333,3.3,8.982E-01,12.616,null,0.1,9.055E-01,8.651,null,1.1,9.364E-01,1,0,0.000,0.000,0.000,0.000,0000,0,0nnn,0000,4,12,0,11,0,12,0,12,157592719,16.172,0.072,16.615,0.249,15.886,0.231
4372,0.866022,-86.590628,2.7021597975E+16,7.6051055908E+01,-5.3047647476E+00,3.2115495292E+18,2.3974439621E+01,DA,6.8497602539E+03,2.4215543270E+00,7.7708997726E+00,8.1753509585E-04,spec-103667-59882-27021597974904568.fits,1.5492378235E+01,59882,J050412.19-051817.1,76.0508147,-5.3047504,0.8463,0.9234,-0.1856,16.979,0.153,7.1,1.072E+00,16.256,null,1.8,9.596E-01,12.774,null,-1.4,1.057E+00,9.140,null,-2.5,1.001E+00,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0011,1,13,1,13,0,12,0,12,67903306,16.710,0.133,16.338,0.207,16.059,null
4380,0.721015,-38.864521,2.7021598721E+16,3.0206265259E+02,-7.6051006317E+00,4.2165960313E+18,2.9571603394E+02,DA,1.8249839844E+04,1.7075920105E+00,7.7201881409E+00,1.0379003361E-03,spec-101012-59820-27021598721415683.fits,6.5254788399E+00,59820,J200815.00-073617.8,302.0625258,-7.6049447,0.4954,0.5265,-0.1501,16.177,0.087,12.5,9.904E-01,16.057,0.257,4.2,1.074E+00,12.308,null,0.7,8.907E-01,8.947,null,-2.2,8.460E-01,1,0,0.000,0.000,0.000,0.000,0000,0,0nnn,0000,8,11,0,11,0,10,0,10,null,null,null,null,null,null,null
4388,0.709276,-4.694632,2.7021598147E+16,2.0459416199E+02,-3.7886817455E+00,3.6341515349E+18,3.4167255402E+01,DA,2.1068015625E+04,7.0542655945E+01,8.5715951920E+00,2.0793316071E-04,spec-019484-59636-27021598146796063.fits,1.7707725525E+01,59636,J133822.59-034718.5,204.5941458,-3.7884854,0.6568,0.7263,0.1281,16.951,0.119,9.1,8.788E-01,16.517,0.268,4.0,9.412E-01,12.931,null,0.1,9.345E-01,9.404,null,-1.3,9.753E-01,1,0,0.000,0.000,0.000,0.000,0000,0,1nnn,1111,4,23,0,23,0,22,0,22,null,null,null,null,null,null,null
4389,0.709276,-4.694632,2.7021598147E+16,2.0459416199E+02,-3.7886817455E+00,3.6341515349E+18,3.4167255402E+01,DA,2.1068015625E+04,7.0542655945E+01,8.5715951920E+00,2.0793316071E-04,spec-027689-60024-27021598146796063.fits,1.0130861282E+01,60024,J133822.59-034718.5,204.5941458,-3.7884854,0.6568,0.7263,0.1281,16.951,0.119,9.1,8.788E-01,16.517,0.268,4.0,9.412E-01,12.931,null,0.1,9.345E-01,9.404,null,-1.3,9.753E-01,1,0,0.000,0.000,0.000,0.000,0000,0,1nnn,1111,4,23,0,23,0,22,0,22,null,null,null,null,null,null,null
