cntr_01,dist_x,pang_x,catalogid_01,ra_01,dec_01,gaia_dr3_source_id_01,snr_snowwhite_01,wd_type_01,teff_snowwhite_01,e_teff_snowwhite_01,logg_snowwhite_01,e_logg_snowwhite_01,spec_file_01,sn_median_all_01,mjd_01,designation,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,pmra,sigpmra,pmdec,sigpmdec,cc_flags,ext_flg,var_flg,ph_qual,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m
6062,7.924140,-32.706554,2.7021598152E+16,1.5864286804E+02,7.1324286461E+00,3.8627295913E+18,3.7026184082E+01,DA,1.9518943359E+04,7.2777679443E+01,8.7757730484E+00,2.9536991497E-04,spec-101240-59690-27021598151505559.fits,1.5519604683E+01,59690,J103434.00+070803.4,158.6416694,7.1342808,0.2324,0.2588,0.0482,16.557,0.084,12.9,1.037E+00,16.184,0.219,5.0,8.838E-01,12.573,null,-0.2,1.003E+00,8.353,null,1.2,9.442E-01,1,0,0.000,0.000,0.000,0.000,-325,888,1428,998,0000,0,0nnn,ABUU,3311,10,25,0,25,0,12,0,12
6063,7.924140,-32.706554,2.7021598152E+16,1.5864286804E+02,7.1324286461E+00,3.8627295913E+18,3.7026184082E+01,DA,1.9518943359E+04,7.2777679443E+01,8.7757730484E+00,2.9536991497E-04,spec-101240-60053-27021598151505559.fits,1.4235274315E+01,60053,J103434.00+070803.4,158.6416694,7.1342808,0.2324,0.2588,0.0482,16.557,0.084,12.9,1.037E+00,16.184,0.219,5.0,8.838E-01,12.573,null,-0.2,1.003E+00,8.353,null,1.2,9.442E-01,1,0,0.000,0.000,0.000,0.000,-325,888,1428,998,0000,0,0nnn,ABUU,3311,10,25,0,25,0,12,0,12
6065,1.110003,-112.542887,4.3596593610E+09,1.7403518677E+02,5.8770870209E+01,8.5815099278E+17,5.7267013550E+01,DA,7.3124560547E+03,8.4320890903E-01,7.7342128754E+00,2.2936926689E-04,spec-015235-59254-4359659361.fits,1.9105859756E+01,59254,J113608.31+584614.7,174.0346375,58.7707520,0.5868,0.6197,0.1517,17.714,0.190,5.7,9.685E-01,17.466,null,-0.8,8.797E-01,12.786,null,-0.2,1.043E+00,9.038,null,0.0,9.202E-01,1,0,0.000,0.000,0.000,0.000,-154,2635,-413,2778,0000,0,nnnn,BUUU,0000,4,27,0,27,0,14,0,14
6066,1.110003,-112.542887,4.3596593610E+09,1.7403518677E+02,5.8770870209E+01,8.5815099278E+17,5.7267013550E+01,DA,7.3124560547E+03,8.4320890903E-01,7.7342128754E+00,2.2936926689E-04,spec-015235-59281-4359659361.fits,2.0446985245E+01,59281,J113608.31+584614.7,174.0346375,58.7707520,0.5868,0.6197,0.1517,17.714,0.190,5.7,9.685E-01,17.466,null,-0.8,8.797E-01,12.786,null,-0.2,1.043E+00,9.038,null,0.0,9.202E-01,1,0,0.000,0.000,0.000,0.000,-154,2635,-413,2778,0000,0,nnnn,BUUU,0000,4,27,0,27,0,14,0,14
6067,1.110003,-112.542887,4.3596593610E+09,1.7403518677E+02,5.8770870209E+01,8.5815099278E+17,5.7267013550E+01,DA,7.3124560547E+03,8.4320890903E-01,7.7342128754E+00,2.2936926689E-04,spec-015235-59315-4359659361.fits,2.2299474716E+01,59315,J113608.31+584614.7,174.0346375,58.7707520,0.5868,0.6197,0.1517,17.714,0.190,5.7,9.685E-01,17.466,null,-0.8,8.797E-01,12.786,null,-0.2,1.043E+00,9.038,null,0.0,9.202E-01,1,0,0.000,0.000,0.000,0.000,-154,2635,-413,2778,0000,0,nnnn,BUUU,0000,4,27,0,27,0,14,0,14
6068,1.110003,-112.542887,4.3596593610E+09,1.7403518677E+02,5.8770870209E+01,8.5815099278E+17,5.7267013550E+01,DA,7.3124560547E+03,8.4320890903E-01,7.7342128754E+00,2.2936926689E-04,spec-015235-59346-4359659361.fits,2.0749084473E+01,59346,J113608.31+584614.7,174.0346375,58.7707520,0.5868,0.6197,0.1517,17.714,0.190,5.7,9.685E-01,17.466,null,-0.8,8.797E-01,12.786,null,-0.2,1.043E+00,9.038,null,0.0,9.202E-01,1,0,0.000,0.000,0.000,0.000,-154,2635,-413,2778,0000,0,nnnn,BUUU,0000,4,27,0,27,0,14,0,14
6069,8.822425,-11.927588,2.7021597934E+16,1.9456657410E+01,-1.2283501625E+00,2.5336048157E+18,1.1907843018E+03,DA,6.9525747070E+03,5.0620948792E+01,7.8499727249E+00,4.0773134679E-03,spec-104645-59934-27021597933616958.fits,2.3946955204E+00,59934,J011749.47-011333.4,19.4561508,-1.2259524,0.0407,0.0376,0.0083,11.779,0.022,50.3,1.242E+00,11.745,0.023,47.9,9.509E-01,11.342,0.220,4.9,8.502E-01,8.347,null,1.4,9.225E-01,1,0,0.000,0.002,0.000,0.000,78,52,27,50,0000,0,00nn,AABU,0000,24,24,24,24,2,11,0,11
6076,1.259043,-138.735193,2.7021598726E+16,3.1056921387E+02,-1.7156540155E+00,4.2254486805E+18,1.6378849030E+01,DA,1.1854277344E+04,3.4307003784E+02,8.2680444717E+00,7.2922389336E-06,spec-101045-59763-27021598725993360.fits,4.4470381737E+00,59763,J204216.55-014257.3,310.5689831,-1.7159169,0.2399,0.2584,-0.0732,16.491,0.087,12.5,8.931E-01,15.980,0.191,5.7,7.845E-01,12.152,null,0.9,9.470E-01,8.377,null,0.4,9.791E-01,1,0,0.000,0.000,0.000,0.000,-426,960,-198,1037,0000,0,0nnn,ABUU,1111,10,23,1,23,0,10,0,10
6077,7.165649,179.072813,4.3758550980E+09,2.9004198074E+01,-1.8339802027E+00,2.5050762685E+18,4.3399295807E+01,DA,1.7238087891E+04,7.1650032043E+01,8.2952747345E+00,1.0290288628E-05,spec-015045-59169-4375855098.fits,2.5108564377E+01,59169,J015601.01-015009.4,29.0042303,-1.8359704,0.2929,0.3012,-0.0933,16.971,0.103,10.5,9.127E-01,16.425,0.224,4.8,8.195E-01,12.135,null,1.7,9.616E-01,8.947,null,-0.3,8.449E-01,1,0,0.000,0.000,0.000,0.000,86,774,-233,789,0000,0,nnnn,ABUU,1200,6,36,1,33,0,21,0,21
6078,7.165649,179.072813,4.3758550980E+09,2.9004198074E+01,-1.8339802027E+00,2.5050762685E+18,4.3399295807E+01,DA,1.7238087891E+04,7.1650032043E+01,8.2952747345E+00,1.0290288628E-05,spec-015045-59202-4375855098.fits,1.0405476570E+01,59202,J015601.01-015009.4,29.0042303,-1.8359704,0.2929,0.3012,-0.0933,16.971,0.103,10.5,9.127E-01,16.425,0.224,4.8,8.195E-01,12.135,null,1.7,9.616E-01,8.947,null,-0.3,8.449E-01,1,0,0.000,0.000,0.000,0.000,86,774,-233,789,0000,0,nnnn,ABUU,1200,6,36,1,33,0,21,0,21
6079,7.165649,179.072813,4.3758550980E+09,2.9004198074E+01,-1.8339802027E+00,2.5050762685E+18,4.3399295807E+01,DA,1.7238087891E+04,7.1650032043E+01,8.2952747345E+00,1.0290288628E-05,spec-015045-59223-4375855098.fits,1.6374877930E+01,59223,J015601.01-015009.4,29.0042303,-1.8359704,0.2929,0.3012,-0.0933,16.971,0.103,10.5,9.127E-01,16.425,0.224,4.8,8.195E-01,12.135,null,1.7,9.616E-01,8.947,null,-0.3,8.449E-01,1,0,0.000,0.000,0.000,0.000,86,774,-233,789,0000,0,nnnn,ABUU,1200,6,36,1,33,0,21,0,21
6080,1.518642,51.853253,2.7021598104E+16,1.2361012268E+02,2.2589450836E+01,6.7730881780E+17,8.5489941406E+02,DA,8.8915898438E+03,1.5783959389E+01,8.3121175766E+00,3.0205753865E-04,spec-101946-59914-27021598104019745.fits,1.2048413277E+01,59914,J081426.51+223522.9,123.6104820,22.5897114,0.6147,0.6680,-0.0110,17.577,0.200,5.4,9.491E-01,17.138,null,-0.3,1.024E+00,12.244,null,0.5,9.621E-01,8.771,null,0.4,9.867E-01,1,0,0.000,0.000,0.000,0.000,1404,2688,-1075,2931,0000,0,nnnn,BUUU,1110,2,24,0,24,0,12,0,12
6081,6.558038,-153.163647,2.7021598729E+16,2.4832008362E+02,1.3663489819E+00,4.4317915538E+18,5.1405591965E+00,DA,1.8050052734E+04,5.0053878784E+01,8.3263511658E+00,1.1284265202E-03,spec-102548-59671-27021598729373768.fits,1.6829118729E+00,59671,J163316.62+012153.0,248.3192610,1.3647235,0.3541,0.3816,-0.0162,16.973,0.117,9.3,9.225E-01,17.300,null,-1.1,8.600E-01,12.445,null,-0.1,1.002E+00,8.815,null,-0.8,9.038E-01,1,0,0.000,0.002,0.000,0.000,-161,1534,290,1672,0000,0,nnnn,BUUU,0000,3,25,0,25,0,9,0,9
6081,9.225674,1.872968,2.7021598729E+16,2.4832008362E+02,1.3663489819E+00,4.4317915538E+18,5.1405591965E+00,DA,1.8050052734E+04,5.0053878784E+01,8.3263511658E+00,1.1284265202E-03,spec-102548-59671-27021598729373768.fits,1.6829118729E+00,59671,J163316.84+012208.0,248.3201674,1.3689103,0.1470,0.1569,-0.0118,15.928,0.053,20.5,9.340E-01,16.108,0.185,5.9,9.514E-01,12.247,null,0.3,8.853E-01,8.739,null,-1.5,9.027E-01,1,0,0.000,0.000,0.000,0.000,550,540,258,584,0000,0,0nnn,ABUU,0000,25,25,2,25,0,9,0,9
6082,6.558038,-153.163647,2.7021598729E+16,2.4832008362E+02,1.3663489819E+00,4.4317915538E+18,5.1405591965E+00,DA,1.8050052734E+04,5.0053878784E+01,8.3263511658E+00,1.1284265202E-03,spec-102548-59674-27021598729373768.fits,3.0832872391E+00,59674,J163316.62+012153.0,248.3192610,1.3647235,0.3541,0.3816,-0.0162,16.973,0.117,9.3,9.225E-01,17.300,null,-1.1,8.600E-01,12.445,null,-0.1,1.002E+00,8.815,null,-0.8,9.038E-01,1,0,0.000,0.002,0.000,0.000,-161,1534,290,1672,0000,0,nnnn,BUUU,0000,3,25,0,25,0,9,0,9
6082,9.225674,1.872968,2.7021598729E+16,2.4832008362E+02,1.3663489819E+00,4.4317915538E+18,5.1405591965E+00,DA,1.8050052734E+04,5.0053878784E+01,8.3263511658E+00,1.1284265202E-03,spec-102548-59674-27021598729373768.fits,3.0832872391E+00,59674,J163316.84+012208.0,248.3201674,1.3689103,0.1470,0.1569,-0.0118,15.928,0.053,20.5,9.340E-01,16.108,0.185,5.9,9.514E-01,12.247,null,0.3,8.853E-01,8.739,null,-1.5,9.027E-01,1,0,0.000,0.000,0.000,0.000,550,540,258,584,0000,0,0nnn,ABUU,0000,25,25,2,25,0,9,0,9
6083,7.838134,61.990607,4.3973842670E+09,3.4000878906E+02,4.0027084351E+01,1.9323643011E+18,6.3888421059E+00,DA,1.1250001953E+04,3.4898948669E+01,8.0367116928E+00,9.3408313114E-04,spec-015082-59215-4397384267.fits,4.0979037285E+00,59215,J224002.71+400141.1,340.0112994,40.0281068,0.4782,0.4884,-0.1513,17.553,0.164,6.6,9.134E-01,17.047,0.350,3.1,9.318E-01,12.584,null,0.4,8.979E-01,8.557,null,1.4,8.658E-01,1,0,0.000,0.000,0.000,0.000,-1238,2271,608,2318,0000,0,nnnn,BBUU,0000,1,31,0,31,0,16,1,16
6086,9.270599,157.942482,2.7021597933E+16,8.5275373459E+00,-2.7083659172E+00,2.5287496129E+18,4.6568707275E+02,DA,8.0867578125E+03,6.8054461670E+02,8.9899997711E+00,8.0811176449E-03,spec-104618-59912-27021597933205893.fits,4.1469602585E+00,59912,J003406.84-024238.7,8.5285055,-2.7107526,0.2817,0.2879,-0.0836,16.638,0.093,11.6,8.533E-01,16.519,0.304,3.6,8.235E-01,11.969,null,1.5,1.114E+00,9.045,null,-0.1,9.697E-01,1,0,0.000,0.000,0.000,0.000,1920,1168,-2148,1185,0000,0,nnnn,ABUU,1111,7,22,1,22,0,12,0,12
6087,9.270599,157.942482,2.7021597933E+16,8.5275373459E+00,-2.7083659172E+00,2.5287496129E+18,4.6568707275E+02,DA,8.0867578125E+03,6.8054461670E+02,8.9899997711E+00,8.0811176449E-03,spec-104618-59925-27021597933205893.fits,2.6676502228E+00,59925,J003406.84-024238.7,8.5285055,-2.7107526,0.2817,0.2879,-0.0836,16.638,0.093,11.6,8.533E-01,16.519,0.304,3.6,8.235E-01,11.969,null,1.5,1.114E+00,9.045,null,-0.1,9.697E-01,1,0,0.000,0.000,0.000,0.000,1920,1168,-2148,1185,0000,0,nnnn,ABUU,1111,7,22,1,22,0,12,0,12
6090,0.824155,-116.752076,2.7021598721E+16,3.0434219360E+02,-7.9342298508E+00,4.2156476381E+18,null,DA,null,null,null,null,spec-104203-59847-27021598721485909.fits,1.3201973915E+01,59847,J201722.07-075603.5,304.3419872,-7.9343329,0.1048,0.1091,-0.0222,15.261,0.041,26.4,1.693E+00,15.064,0.090,12.1,9.278E-01,11.869,null,1.2,9.662E-01,8.575,null,0.4,8.452E-01,1,0,0.000,0.000,0.000,0.000,-289,342,-296,355,0000,0,11nn,AAUU,0000,23,23,14,23,0,10,0,10
6091,0.468886,-21.403139,4.5553378500E+09,1.2654855347E+02,3.2832962036E+01,9.0297203453E+17,3.0445413589E+01,DA,5.7564578125E+04,3.1433453125E+04,6.5000000000E+00,6.6449567676E-03,spec-015059-59199-4555337850.fits,2.2285715103E+01,59199,J082611.63+324959.0,126.5484969,32.8330833,0.3188,0.3534,-0.0486,16.873,0.112,9.7,1.004E+00,16.605,0.329,3.3,9.828E-01,12.291,null,-0.3,9.809E-01,8.105,null,1.3,8.200E-01,1,0,0.000,0.000,0.000,0.000,112,1261,157,1407,0000,0,nnnn,BBUU,1111,7,23,0,23,0,10,0,11
6092,6.699316,36.259402,4.3427331370E+09,7.9722496033E+01,4.8161067963E+01,2.1299396086E+17,null,DA,null,null,null,null,spec-015121-59206-4342733137.fits,1.4136055708E+00,59206,J051853.79+480945.2,79.7241461,48.1625685,0.1665,0.1819,-0.0352,15.839,0.065,16.7,8.677E-01,15.623,0.126,8.6,8.717E-01,12.313,null,0.6,9.849E-01,8.832,null,0.6,1.025E+00,1,0,0.000,0.000,0.000,0.000,-641,557,-371,610,0000,0,0nnn,ABUU,0000,24,26,4,26,0,13,0,13
6093,6.699316,36.259402,4.3427331370E+09,7.9722496033E+01,4.8161067963E+01,2.1299396086E+17,null,DA,null,null,null,null,spec-015121-59212-4342733137.fits,3.0105302334E+00,59212,J051853.79+480945.2,79.7241461,48.1625685,0.1665,0.1819,-0.0352,15.839,0.065,16.7,8.677E-01,15.623,0.126,8.6,8.717E-01,12.313,null,0.6,9.849E-01,8.832,null,0.6,1.025E+00,1,0,0.000,0.000,0.000,0.000,-641,557,-371,610,0000,0,0nnn,ABUU,0000,24,26,4,26,0,13,0,13
6105,0.234058,-6.191208,2.7021598721E+16,3.0293106079E+02,-8.5738649368E+00,4.2156818561E+18,6.8481240273E+00,DA,1.2657042969E+04,2.4297140503E+02,8.1983470917E+00,5.7636876591E-04,spec-104203-59847-27021598721391775.fits,4.7404170036E+00,59847,J201143.45-083425.6,302.9310537,-8.5738003,0.2182,0.2308,-0.0592,16.392,0.074,14.7,9.922E-01,16.471,null,2.0,9.894E-01,12.579,null,-0.2,9.866E-01,9.038,null,-0.9,1.037E+00,1,0,0.000,0.000,0.000,0.000,-701,858,-703,917,0000,0,0nnn,AUUU,0000,15,25,0,25,0,12,0,12
6106,0.371854,162.274920,2.7021597912E+16,1.5457580566E+02,7.6674026489E+01,1.1277269215E+18,2.5862119675E+01,DA,7.8532763672E+03,2.9815940857E+00,7.5805583000E+00,6.0796691105E-04,spec-100827-59976-27021597911909097.fits,1.7115726471E+01,59976,J101818.22+764026.1,154.5759421,76.6739281,0.0364,0.0364,-0.0096,11.217,0.022,48.8,1.641E+00,11.013,0.020,54.4,1.094E+00,10.767,0.076,14.2,9.464E-01,9.361,null,-0.2,1.053E+00,1,0,0.000,0.000,0.000,0.000,32,35,45,35,0000,0,000n,AAAU,0000,46,46,46,46,16,21,0,21
6108,8.747997,97.269013,4.4168981560E+09,7.9772567749E+01,-6.6404738426E+00,3.2076266134E+18,3.4845127106E+01,DA,2.1277769531E+04,5.9423446655E+01,7.7991604805E+00,2.4911458604E-04,spec-015108-59208-4416898156.fits,2.7071626663E+01,59208,J051905.99-063826.8,79.7749945,-6.6407813,0.0891,0.0945,-0.0144,15.040,0.038,28.7,8.479E-01,14.776,0.065,16.8,8.675E-01,12.747,null,-2.2,9.607E-01,8.242,null,1.3,9.272E-01,1,0,0.000,0.000,0.000,0.000,45,248,216,272,0000,0,00nn,AAUU,0000,27,27,24,27,0,13,0,13
6109,6.477422,176.221346,2.7021597933E+16,8.6854066849E+00,-2.7656419277E+00,2.5287455240E+18,1.9825868607E+01,DA,2.3288492188E+04,2.4817706299E+02,7.7773766518E+00,6.1539445596E-05,spec-104618-59912-27021597933205974.fits,9.9247751236E+00,59912,J003444.52-024602.7,8.6855254,-2.7674373,0.4830,0.4888,-0.1383,17.259,0.152,7.1,9.456E-01,16.994,null,0.4,9.569E-01,12.519,null,-0.4,9.340E-01,8.905,null,-0.4,1.088E+00,1,0,0.000,0.000,0.000,0.000,736,2275,119,2301,0000,0,nnnn,BUUU,1111,2,23,0,23,0,12,0,12
6110,6.477422,176.221346,2.7021597933E+16,8.6854066849E+00,-2.7656419277E+00,2.5287455240E+18,1.9825868607E+01,DA,2.3288492188E+04,2.4817706299E+02,7.7773766518E+00,6.1539445596E-05,spec-104618-59925-27021597933205974.fits,6.2684869766E+00,59925,J003444.52-024602.7,8.6855254,-2.7674373,0.4830,0.4888,-0.1383,17.259,0.152,7.1,9.456E-01,16.994,null,0.4,9.569E-01,12.519,null,-0.4,9.340E-01,8.905,null,-0.4,1.088E+00,1,0,0.000,0.000,0.000,0.000,736,2275,119,2301,0000,0,nnnn,BUUU,1111,2,23,0,23,0,12,0,12
6114,6.551059,-171.452727,2.7021598793E+16,2.9414062500E+02,4.2373800278E+00,4.2908645070E+18,4.9658045769E+00,DA,2.3721947266E+04,2.7805673218E+02,7.5522289276E+00,1.8127186922E-03,spec-100513-59844-27021598793267985.fits,3.5148239136E+00,59844,J193633.68+041408.0,294.1403538,4.2355805,0.2134,0.1744,-0.0510,14.708,0.081,13.5,1.514E+00,14.962,0.125,8.7,1.019E+00,12.343,null,-0.3,8.769E-01,8.329,null,-1.2,8.931E-01,2,1,0.000,0.000,0.000,0.004,null,null,null,null,0000,0,nnnn,ABUU,0000,37,37,17,37,0,11,0,11
6114,8.346305,-109.802326,2.7021598793E+16,2.9414062500E+02,4.2373800278E+00,4.2908645070E+18,4.9658045769E+00,DA,2.3721947266E+04,2.7805673218E+02,7.5522289276E+00,1.8127186922E-03,spec-100513-59844-27021598793267985.fits,3.5148239136E+00,59844,J193633.22+041411.7,294.1384377,4.2365946,0.0801,0.0807,-0.0209,14.422,0.035,31.4,6.453E+00,14.267,0.055,19.7,1.500E+00,12.274,null,0.3,8.656E-01,8.835,null,-1.4,1.012E+00,1,0,0.000,0.000,0.000,0.004,27,158,78,162,0000,1,00nn,AAUU,0000,37,37,33,37,0,11,0,11
6114,9.439564,133.683740,2.7021598793E+16,2.9414062500E+02,4.2373800278E+00,4.2908645070E+18,4.9658045769E+00,DA,2.3721947266E+04,2.7805673218E+02,7.5522289276E+00,1.8127186922E-03,spec-100513-59844-27021598793267985.fits,3.5148239136E+00,59844,J193634.20+041408.0,294.1425264,4.2355690,0.0461,0.0412,0.0048,12.213,0.024,45.7,1.514E+00,12.314,0.025,43.4,1.019E+00,11.688,null,1.7,8.769E-01,8.208,null,0.3,8.931E-01,2,1,0.000,0.000,0.000,0.004,-112,49,80,49,0000,0,nnnn,AAUU,0000,37,37,37,37,0,11,0,11
6116,0.545348,128.903739,2.7021598725E+16,3.0983364868E+02,-5.9191665649E+00,6.9081867522E+18,5.3510646820E+00,DA,1.3720339844E+04,2.9749795914E+01,7.5000000000E+00,2.6156802778E-04,spec-101057-59847-27021598725143572.fits,3.0877037048E+00,59847,J203920.10-055509.3,309.8337672,-5.9192617,0.4388,0.4535,-0.1219,17.281,0.142,7.6,1.038E+00,16.839,null,1.1,8.563E-01,12.455,null,-0.1,9.983E-01,8.676,null,0.4,9.510E-01,1,0,0.000,0.000,0.000,0.000,-167,2154,697,2227,0000,0,nnnn,BUUU,1111,7,27,0,27,0,13,0,13
6124,5.160972,100.360998,2.7021597970E+16,5.0967685699E+01,-8.9793586731E-01,3.2627289092E+18,6.8310008049E+00,DA,1.4250000000E+04,2.9210217285E+02,8.2477455139E+00,1.6788221546E-04,spec-101843-59970-27021597970330233.fits,4.8276801109E+00,59970,J032352.58-005353.4,50.9690961,-0.8981937,0.2830,0.2887,-0.0723,16.665,0.092,11.8,9.811E-01,17.138,0.491,2.2,8.498E-01,12.427,null,-1.1,9.029E-01,8.845,null,0.1,9.234E-01,1,0,0.000,0.000,0.000,0.000,-241,1074,934,1097,0000,0,0nnn,ACUU,0000,9,23,0,23,0,10,0,10
6128,0.389862,12.757017,2.7021598725E+16,3.0912387085E+02,-6.1194577217E+00,6.9082786645E+18,7.0993289948E+00,DA,1.9891203125E+04,1.0879656219E+02,7.9223141670E+00,1.0721004801E-03,spec-101057-59847-27021598725133913.fits,4.7680540085E+00,59847,J203629.73-060709.6,309.1238949,-6.1193521,0.3259,0.3470,-0.0932,16.813,0.109,9.9,9.740E-01,16.475,null,1.9,8.517E-01,12.280,null,0.5,1.055E+00,8.893,null,0.1,8.844E-01,1,0,0.000,0.000,0.000,0.000,-922,1348,1384,1431,0000,0,0nnn,BUUU,1111,8,22,1,22,0,11,0,11
6136,3.607181,160.295876,2.7021598789E+16,2.9259341431E+02,2.2384238243E+00,4.2879840958E+18,2.0651659012E+01,DA,6.0136171875E+03,1.3617154121E+01,8.2751026154E+00,2.5102408836E-04,spec-100527-59789-27021598788803087.fits,1.4491256714E+01,59789,J193022.50+021414.9,292.5937524,2.2374805,0.1067,0.1085,-0.0277,15.350,0.038,28.8,2.069E+00,17.232,null,0.2,1.161E+00,12.459,null,0.2,7.314E-01,8.924,null,-0.4,8.671E-01,1,0,0.000,0.002,0.000,0.000,370,355,-645,368,0H00,0,2nnn,AUUU,0100,26,26,0,25,0,13,0,13
6138,8.294067,37.890267,2.7021598102E+16,1.2258712006E+02,5.8830680847E+00,3.0965830128E+18,2.6464697266E+02,DA,1.8490513672E+04,2.5949572754E+02,6.9018592834E+00,2.7554403059E-03,spec-104367-59967-27021598101685826.fits,1.4273288250E+00,59967,J081021.25+055305.5,122.5885425,5.8848863,0.2669,0.2995,0.0367,16.879,0.108,10.1,9.342E-01,15.914,0.152,7.2,1.067E+00,12.630,0.510,2.1,9.265E-01,8.446,null,1.7,1.167E+00,1,0,0.000,0.000,0.000,0.000,-452,1034,659,1164,0000,0,nnnn,ABCU,1111,6,25,3,25,0,12,0,12
6139,8.294067,37.890267,2.7021598102E+16,1.2258712006E+02,5.8830680847E+00,3.0965830128E+18,2.6464697266E+02,DA,1.8490513672E+04,2.5949572754E+02,6.9018592834E+00,2.7554403059E-03,spec-104367-59994-27021598101685826.fits,3.7907669544E+00,59994,J081021.25+055305.5,122.5885425,5.8848863,0.2669,0.2995,0.0367,16.879,0.108,10.1,9.342E-01,15.914,0.152,7.2,1.067E+00,12.630,0.510,2.1,9.265E-01,8.446,null,1.7,1.167E+00,1,0,0.000,0.000,0.000,0.000,-452,1034,659,1164,0000,0,nnnn,ABCU,1111,6,25,3,25,0,12,0,12
6143,6.377002,-51.963816,4.6019726480E+09,1.9071577454E+02,2.8469957352E+01,3.9629389737E+18,2.6412130356E+01,DA,1.3377756836E+04,1.1717434692E+02,7.9558906555E+00,1.8888320483E-05,spec-015250-59267-4601972648.fits,1.9074304581E+01,59267,J124251.40+282815.7,190.7141874,28.4710488,0.3070,0.3280,0.0502,17.006,0.109,10.0,9.328E-01,16.601,0.259,4.2,8.656E-01,12.150,null,1.6,9.766E-01,9.230,null,-0.9,8.378E-01,1,0,0.000,0.001,0.000,0.000,-894,1337,1120,1432,0000,0,nnnn,ABUU,0011,7,30,2,30,0,17,0,17
6146,5.031788,155.513455,4.4721489520E+09,1.0386270142E+02,-4.9366354942E+00,3.1020330514E+18,7.9218087196E+00,DA,1.9749953125E+04,5.8738406748E-02,8.0618276596E+00,8.0674217315E-04,spec-015282-59275-4472148952.fits,3.2453317642E+00,59275,J065527.18-045616.4,103.8632829,-4.9379075,0.0903,0.0941,-0.0189,15.010,0.036,30.3,1.435E+00,14.951,0.086,12.6,8.271E-01,12.649,null,-1.5,1.009E+00,9.042,null,-0.8,9.832E-01,1,0,0.000,0.000,0.000,0.000,-66,233,-546,257,0000,0,11nn,AAUU,0000,26,26,17,26,0,12,0,12
6147,5.031788,155.513455,4.4721489520E+09,1.0386270142E+02,-4.9366354942E+00,3.1020330514E+18,7.9218087196E+00,DA,1.9749953125E+04,5.8738406748E-02,8.0618276596E+00,8.0674217315E-04,spec-015282-59293-4472148952.fits,4.2652864456E+00,59293,J065527.18-045616.4,103.8632829,-4.9379075,0.0903,0.0941,-0.0189,15.010,0.036,30.3,1.435E+00,14.951,0.086,12.6,8.271E-01,12.649,null,-1.5,1.009E+00,9.042,null,-0.8,9.832E-01,1,0,0.000,0.000,0.000,0.000,-66,233,-546,257,0000,0,11nn,AAUU,0000,26,26,17,26,0,12,0,12
6152,9.909566,70.749535,2.7021598152E+16,1.7406192017E+02,8.5194325447E-01,3.7988907049E+18,8.8903102875E+00,DA,9.3739804688E+03,5.4763122559E+01,8.0567817688E+00,1.1345668463E-03,spec-101210-59662-27021598151860180.fits,6.2879028320E+00,59662,J113615.48+005110.2,174.0645192,0.8528508,0.3319,0.3560,0.0656,16.876,0.116,9.4,9.430E-01,16.754,0.340,3.2,7.938E-01,12.186,null,0.9,9.806E-01,8.780,null,0.4,8.237E-01,1,0,0.000,0.000,0.000,0.000,-2853,1352,69,1437,0000,0,nnnn,BBUU,0000,4,24,0,24,0,12,0,12
6153,7.286100,76.886565,4.3261424420E+09,1.3596588135E+01,8.3856735229E+01,5.7320389578E+17,4.4363765717E+00,DA,1.4937960938E+04,8.8748852539E+02,8.9899997711E+00,5.5185252201E-11,spec-015194-59243-4326142442.fits,2.7541425228E+00,59243,J005427.60+835125.8,13.6150088,83.8571941,0.1850,0.1685,-0.0341,16.597,0.061,17.7,1.022E+00,17.117,0.287,3.8,9.026E-01,12.532,0.321,3.4,1.014E+00,8.876,null,1.1,1.059E+00,1,0,0.001,0.000,0.000,0.000,93,749,-260,686,0000,0,0nnn,ABBU,0000,25,54,0,54,0,26,0,26
6154,7.286100,76.886565,4.3261424420E+09,1.3596588135E+01,8.3856735229E+01,5.7320389578E+17,4.4363765717E+00,DA,1.4937960938E+04,8.8748852539E+02,8.9899997711E+00,5.5185252201E-11,spec-015350-59329-4326142442.fits,3.1355473995E+00,59329,J005427.60+835125.8,13.6150088,83.8571941,0.1850,0.1685,-0.0341,16.597,0.061,17.7,1.022E+00,17.117,0.287,3.8,9.026E-01,12.532,0.321,3.4,1.014E+00,8.876,null,1.1,1.059E+00,1,0,0.001,0.000,0.000,0.000,93,749,-260,686,0000,0,0nnn,ABBU,0000,25,54,0,54,0,26,0,26
